Global search interest in players in the Ashes 2015 on 7/8/2015,
"All values indexed to 100, where 100 is the max search interest",
Player,Search Index
Joe Root,100
Alastair Cook,30.53
Gary Ballance,27.05
Adam Lyth,23.26
Ben Stokes,23.22
Moeen Ali,15.98
Ian Bell,14.48
James Anderson,8.97
Jos Buttler,8.5
Stuart Broad,6.84
Adil Rashid,2.53
Steve Finn,1.12
Mark Wood,0.48
Michael Clarke,50.8
Mitchell Johnson,36.21
Mitchell Starc,21.8
David Warner,20.75
Shane Watson,19.93
Steve Smith,17.36
Nathan Lyon,13.78
Josh Hazlewood,13.02
Brad Haddin,12.43
Adam Voges,7.13
Chris Rogers,5.15
Mitchell Marsh,3.45
Peter Siddle,3.18
Shaun Marsh,2.76
Fawad Ahmed,2.58
Pat Cummins,2.16
Peter Nevill,1.23
