Most searched and second most searched Republican candidates leading up to 3rd GOP Debate,,,
"All results based on US search interest, 9/17-10/23/15",,,
1st_LastDebate is the most searched candidate leading up to the 9/16 debate,,,
FIPS Code,1st,2nd,1st_LastDebate
33001,Donald Trump,Ben Carson,Donald Trump
33003,Donald Trump,Ted Cruz,Donald Trump
33005,Donald Trump,Ben Carson,Donald Trump
33007,Donald Trump,Rand Paul,Donald Trump
33009,Donald Trump,Carly Fiorina,Donald Trump
33011,Donald Trump,Carly Fiorina,Donald Trump
33013,Donald Trump,Ben Carson,Donald Trump
33015,Donald Trump,Carly Fiorina,Donald Trump
33017,Donald Trump,Carly Fiorina,Donald Trump
33019,Donald Trump,Jeb Bush,Donald Trump
34001,Donald Trump,Chris Christie,Donald Trump
34003,Donald Trump,Carly Fiorina,Donald Trump
34005,Donald Trump,Ben Carson,Donald Trump
34007,Donald Trump,Chris Christie,Donald Trump
34009,Donald Trump,Carly Fiorina,Donald Trump
34011,Donald Trump,Ben Carson,Donald Trump
34013,Donald Trump,Marco Rubio,Donald Trump
34015,Donald Trump,Ben Carson,Donald Trump
34017,Donald Trump,Ben Carson,Donald Trump
34019,Donald Trump,Carly Fiorina,Donald Trump
34021,Donald Trump,Ben Carson,Donald Trump
34023,Donald Trump,Ben Carson,Donald Trump
34025,Donald Trump,Carly Fiorina,Donald Trump
34027,Donald Trump,Chris Christie,Donald Trump
34029,Donald Trump,Chris Christie,Donald Trump
34031,Donald Trump,Carly Fiorina,Donald Trump
34033,Donald Trump,Chris Christie,Donald Trump
34035,Donald Trump,Carly Fiorina,Donald Trump
34037,Donald Trump,Ben Carson,Donald Trump
34039,Donald Trump,Ben Carson,Donald Trump
34041,Donald Trump,Ben Carson,Donald Trump
35001,Donald Trump,Carly Fiorina,Donald Trump
35005,Donald Trump,Ben Carson,Donald Trump
35006,Donald Trump,Carly Fiorina,Donald Trump
35007,Carly Fiorina,Ben Carson,Donald Trump
35009,Donald Trump,Marco Rubio,Donald Trump
35013,Donald Trump,Ben Carson,Donald Trump
35015,Donald Trump,Ben Carson,Donald Trump
35017,Donald Trump,Ben Carson,Donald Trump
35019,Donald Trump,Ben Carson,Carly Fiorina
35023,Donald Trump,Ben Carson,Donald Trump
35025,Donald Trump,Ben Carson,Donald Trump
35027,Mike Huckabee,Lindsey Graham,Carly Fiorina
35028,Donald Trump,Carly Fiorina,Donald Trump
35029,Donald Trump,Jeb Bush,Donald Trump
35031,Donald Trump,Ted Cruz,Donald Trump
35033,Donald Trump,Ted Cruz,Donald Trump
35035,Donald Trump,Ben Carson,Donald Trump
35037,Ben Carson,Donald Trump,John Kasich
35039,Ben Carson,Donald Trump,John Kasich
35041,Donald Trump,Ben Carson,Donald Trump
35043,Donald Trump,Rand Paul,Donald Trump
35045,Donald Trump,Rand Paul,Ben Carson
35047,Donald Trump,Ted Cruz,Donald Trump
35049,Donald Trump,Ben Carson,Ben Carson
35051,Donald Trump,Carly Fiorina,Donald Trump
35053,Bobby Jindal,No data,Ted Cruz
35055,Donald Trump,Chris Christie,Donald Trump
35057,Donald Trump,Carly Fiorina,Donald Trump
35059,Donald Trump,Ben Carson,Donald Trump
35061,Donald Trump,Carly Fiorina,Donald Trump
36001,Donald Trump,Ben Carson,Donald Trump
36003,Donald Trump,Ben Carson,Donald Trump
36007,Donald Trump,Carly Fiorina,Donald Trump
36009,Donald Trump,Ben Carson,Donald Trump
36011,Donald Trump,Carly Fiorina,Donald Trump
36013,Donald Trump,Ben Carson,Donald Trump
36015,Donald Trump,Jeb Bush,Donald Trump
36017,Donald Trump,Ben Carson,Donald Trump
36019,Donald Trump,Ben Carson,Chris Christie
36021,Donald Trump,Ben Carson,Donald Trump
36023,Donald Trump,Carly Fiorina,Donald Trump
36025,Donald Trump,Ben Carson,Donald Trump
36027,Donald Trump,Ben Carson,Donald Trump
36029,Donald Trump,Carly Fiorina,Donald Trump
36031,Donald Trump,Ben Carson,Jeb Bush
36033,Donald Trump,Carly Fiorina,Donald Trump
36035,Donald Trump,Ben Carson,Donald Trump
36037,Donald Trump,Ben Carson,Ben Carson
36039,Donald Trump,Carly Fiorina,Donald Trump
36041,Donald Trump,Ted Cruz,Donald Trump
36043,Donald Trump,Ben Carson,Donald Trump
36045,Rand Paul,Donald Trump,Donald Trump
36049,Donald Trump,Ben Carson,Donald Trump
36051,Ben Carson,Donald Trump,Ted Cruz
36053,Donald Trump,Ben Carson,Donald Trump
36055,Donald Trump,Ben Carson,Donald Trump
36057,Donald Trump,Carly Fiorina,Donald Trump
36059,Donald Trump,Ben Carson,Donald Trump
36061,Donald Trump,Ben Carson,Donald Trump
36063,Donald Trump,Ben Carson,Donald Trump
36065,Donald Trump,Carly Fiorina,Donald Trump
36067,Donald Trump,Carly Fiorina,Donald Trump
36069,Donald Trump,Carly Fiorina,Donald Trump
36071,Donald Trump,Ben Carson,Donald Trump
36073,Donald Trump,Ben Carson,Donald Trump
36075,Donald Trump,Ben Carson,Donald Trump
36077,Donald Trump,Ben Carson,Donald Trump
36079,Donald Trump,Carly Fiorina,Donald Trump
36083,Donald Trump,Ben Carson,Donald Trump
36087,Donald Trump,Ben Carson,Donald Trump
36089,Donald Trump,Ben Carson,Donald Trump
36091,Donald Trump,Carly Fiorina,Donald Trump
36093,Donald Trump,Ben Carson,Donald Trump
36095,Donald Trump,Ben Carson,Donald Trump
36097,Donald Trump,Ben Carson,Donald Trump
36099,Donald Trump,Carly Fiorina,Donald Trump
36101,Donald Trump,Ben Carson,Donald Trump
36103,Donald Trump,Carly Fiorina,Donald Trump
36105,Donald Trump,Ted Cruz,Donald Trump
36107,Donald Trump,Marco Rubio,Donald Trump
36109,Donald Trump,Ben Carson,Donald Trump
36111,Donald Trump,Carly Fiorina,Donald Trump
36113,Donald Trump,Ben Carson,Donald Trump
36115,Ben Carson,Donald Trump,Donald Trump
36117,Donald Trump,Ben Carson,Donald Trump
36119,Donald Trump,Carly Fiorina,Donald Trump
36121,Donald Trump,Ben Carson,Ben Carson
36123,Donald Trump,Rand Paul,Donald Trump
37001,Donald Trump,Ben Carson,Donald Trump
37003,Carly Fiorina,Donald Trump,Donald Trump
37005,Donald Trump,Ben Carson,Donald Trump
37007,Donald Trump,Ben Carson,Donald Trump
37009,Donald Trump,Ben Carson,Donald Trump
37011,Donald Trump,Ben Carson,Donald Trump
37013,Donald Trump,Ted Cruz,Donald Trump
37015,Donald Trump,Chris Christie,Donald Trump
37017,Donald Trump,Ben Carson,Donald Trump
37019,Donald Trump,Carly Fiorina,Donald Trump
37021,Donald Trump,Ben Carson,Donald Trump
37023,Donald Trump,Ben Carson,Scott Walker
37025,Donald Trump,Ben Carson,Donald Trump
37027,Donald Trump,Ben Carson,Donald Trump
37029,Donald Trump,Ben Carson,Donald Trump
37031,Donald Trump,Carly Fiorina,Donald Trump
37033,Donald Trump,Ben Carson,Donald Trump
37035,Donald Trump,Ben Carson,Donald Trump
37037,Donald Trump,Ben Carson,Donald Trump
37039,Donald Trump,Ben Carson,Donald Trump
37041,Donald Trump,Ben Carson,Donald Trump
37043,Donald Trump,Carly Fiorina,Scott Walker
37045,Donald Trump,Ben Carson,Marco Rubio
37047,Donald Trump,Ben Carson,Donald Trump
37049,Donald Trump,Ben Carson,Donald Trump
37051,Donald Trump,Ben Carson,Donald Trump
37053,Donald Trump,Ben Carson,Ben Carson
37055,Donald Trump,Ben Carson,Donald Trump
37057,Donald Trump,Ben Carson,Donald Trump
37059,Donald Trump,Carly Fiorina,Donald Trump
37061,Donald Trump,Ben Carson,Donald Trump
37063,Donald Trump,Ben Carson,Donald Trump
37065,Donald Trump,Ted Cruz,Donald Trump
37067,Donald Trump,Ben Carson,Donald Trump
37069,Donald Trump,Ben Carson,Donald Trump
37071,Carly Fiorina,Donald Trump,Donald Trump
37073,Donald Trump,Ted Cruz,Carly Fiorina
37075,Donald Trump,Ben Carson,Donald Trump
37077,Donald Trump,Ben Carson,Donald Trump
37081,Donald Trump,Ben Carson,Donald Trump
37083,Donald Trump,Ben Carson,Donald Trump
37085,Donald Trump,Ben Carson,Donald Trump
37087,Donald Trump,Ben Carson,Donald Trump
37089,Donald Trump,Ben Carson,Donald Trump
37091,Ben Carson,Donald Trump,Donald Trump
37093,Donald Trump,Ben Carson,Donald Trump
37095,Donald Trump,Jeb Bush,Ben Carson
37097,Carly Fiorina,Ben Carson,Donald Trump
37099,Donald Trump,Ben Carson,Donald Trump
37101,Donald Trump,Jeb Bush,Donald Trump
37103,Donald Trump,No data,Marco Rubio
37105,Donald Trump,Ben Carson,Donald Trump
37107,Ben Carson,Donald Trump,Donald Trump
37109,Donald Trump,Jeb Bush,Donald Trump
37111,Donald Trump,Marco Rubio,Donald Trump
37113,Donald Trump,Ben Carson,Donald Trump
37115,Donald Trump,Ben Carson,Donald Trump
37117,Carly Fiorina,Donald Trump,Donald Trump
37119,Donald Trump,Ben Carson,Donald Trump
37121,Donald Trump,Lindsey Graham,Donald Trump
37123,Donald Trump,Ted Cruz,Donald Trump
37125,Donald Trump,Ben Carson,Donald Trump
37127,Donald Trump,Ben Carson,Donald Trump
37129,Donald Trump,Ben Carson,Donald Trump
37131,Donald Trump,Ben Carson,Chris Christie
37133,Donald Trump,Ben Carson,Donald Trump
37135,Donald Trump,Ben Carson,Donald Trump
37137,Carly Fiorina,Donald Trump,Lindsey Graham
37139,Donald Trump,Ben Carson,Donald Trump
37141,Donald Trump,Ben Carson,Donald Trump
37143,Donald Trump,Carly Fiorina,Donald Trump
37145,Donald Trump,Ben Carson,Donald Trump
37147,Donald Trump,Carly Fiorina,Donald Trump
37149,Donald Trump,Ben Carson,Donald Trump
37151,Donald Trump,Ben Carson,Donald Trump
37153,Donald Trump,Ben Carson,Donald Trump
37155,Donald Trump,Ben Carson,Donald Trump
37157,Donald Trump,Ben Carson,Donald Trump
37159,Donald Trump,Ben Carson,Donald Trump
37161,Ben Carson,Donald Trump,Donald Trump
37163,Donald Trump,Ben Carson,Donald Trump
37165,Donald Trump,Jeb Bush,Donald Trump
37167,Donald Trump,Ben Carson,Donald Trump
37169,Ben Carson,Ted Cruz,Ted Cruz
37171,Donald Trump,Ben Carson,Donald Trump
37173,Donald Trump,Rand Paul,Donald Trump
37175,Donald Trump,Ben Carson,Donald Trump
37177,Donald Trump,No data,No data
37179,Donald Trump,Ben Carson,Donald Trump
37181,Donald Trump,Carly Fiorina,Donald Trump
37183,Donald Trump,Ben Carson,Donald Trump
37185,Donald Trump,Chris Christie,Donald Trump
37187,Ben Carson,Lindsey Graham,Donald Trump
37189,Donald Trump,Ben Carson,Donald Trump
37191,Donald Trump,Ben Carson,Donald Trump
37193,Donald Trump,Ben Carson,Donald Trump
37195,Donald Trump,Ben Carson,Donald Trump
37197,Carly Fiorina,Donald Trump,Donald Trump
38001,Donald Trump,Carly Fiorina,Donald Trump
38003,Donald Trump,Ben Carson,Donald Trump
38005,Donald Trump,John Kasich,Donald Trump
38009,Donald Trump,Rand Paul,Donald Trump
38011,Jeb Bush,Carly Fiorina,Ben Carson
38015,Donald Trump,Ben Carson,Donald Trump
38017,Donald Trump,Carly Fiorina,Donald Trump
38019,Donald Trump,Ben Carson,Donald Trump
38021,Donald Trump,Ben Carson,Donald Trump
38023,Donald Trump,Ted Cruz,Jeb Bush
38027,Donald Trump,Rand Paul,No data
38031,Donald Trump,Ben Carson,Donald Trump
38035,Donald Trump,Ben Carson,Mike Huckabee
38039,Donald Trump,No data,Donald Trump
38041,Ben Carson,Donald Trump,Ben Carson
38045,Donald Trump,Ben Carson,Donald Trump
38049,Donald Trump,No data,Donald Trump
38051,Carly Fiorina,Ben Carson,Donald Trump
38053,Donald Trump,Ben Carson,Donald Trump
38055,Donald Trump,Rand Paul,Bobby Jindal
38057,Donald Trump,Ben Carson,Donald Trump
38059,Donald Trump,Ben Carson,Donald Trump
38061,Donald Trump,Ben Carson,Donald Trump
38063,Donald Trump,Carly Fiorina,Donald Trump
38067,Donald Trump,Ben Carson,Donald Trump
38071,Donald Trump,Carly Fiorina,Donald Trump
38073,Donald Trump,Carly Fiorina,Donald Trump
38075,Ben Carson,Carly Fiorina,No data
38077,Donald Trump,Carly Fiorina,Donald Trump
38079,Donald Trump,Ben Carson,Donald Trump
38081,Donald Trump,Ben Carson,Donald Trump
38089,Donald Trump,Ben Carson,Donald Trump
38091,Donald Trump,Ted Cruz,No data
38093,Donald Trump,Jeb Bush,Donald Trump
38095,Carly Fiorina,Ben Carson,Scott Walker
38097,Donald Trump,Ben Carson,Donald Trump
38099,Donald Trump,Ben Carson,Donald Trump
38101,Donald Trump,Jeb Bush,Donald Trump
38103,Ben Carson,Donald Trump,Donald Trump
38105,Donald Trump,Ben Carson,Donald Trump
39001,Donald Trump,Ben Carson,Donald Trump
39003,Donald Trump,Ben Carson,Donald Trump
39005,Donald Trump,John Kasich,Donald Trump
39007,Donald Trump,Ben Carson,Donald Trump
39009,Donald Trump,Ben Carson,Donald Trump
39011,Donald Trump,Ben Carson,Donald Trump
39013,Donald Trump,Ben Carson,Donald Trump
39015,Donald Trump,Ben Carson,Donald Trump
39017,Donald Trump,Ben Carson,Donald Trump
39019,Donald Trump,Ben Carson,Donald Trump
39021,Donald Trump,Marco Rubio,Donald Trump
39023,Donald Trump,Ben Carson,Scott Walker
39025,Donald Trump,Carly Fiorina,Donald Trump
39027,Ben Carson,Donald Trump,Donald Trump
39029,John Kasich,Donald Trump,Donald Trump
39031,Donald Trump,Ben Carson,Donald Trump
39033,Donald Trump,Ben Carson,Donald Trump
39035,Donald Trump,Ben Carson,Donald Trump
39037,Donald Trump,Rand Paul,Donald Trump
39039,Donald Trump,Ben Carson,Donald Trump
39041,Donald Trump,Ben Carson,Donald Trump
39043,Donald Trump,Ben Carson,Donald Trump
39045,Donald Trump,John Kasich,Donald Trump
39047,Donald Trump,Marco Rubio,Donald Trump
39049,Donald Trump,Ben Carson,Donald Trump
39051,Donald Trump,Ben Carson,Donald Trump
39053,Donald Trump,Carly Fiorina,Donald Trump
39055,Donald Trump,Ben Carson,Donald Trump
39057,Donald Trump,Ben Carson,Donald Trump
39059,Donald Trump,Carly Fiorina,Donald Trump
39061,Donald Trump,Ben Carson,Donald Trump
39063,Donald Trump,Ben Carson,John Kasich
39065,Donald Trump,Carly Fiorina,Carly Fiorina
39067,Donald Trump,Carly Fiorina,Carly Fiorina
39069,Donald Trump,Ben Carson,Donald Trump
39071,Carly Fiorina,Donald Trump,Donald Trump
39073,Donald Trump,Ben Carson,Donald Trump
39075,Donald Trump,Ben Carson,Donald Trump
39077,Donald Trump,John Kasich,Donald Trump
39079,Donald Trump,Ben Carson,Donald Trump
39081,Donald Trump,Ben Carson,Donald Trump
39083,Donald Trump,Ben Carson,Donald Trump
39085,Donald Trump,Ben Carson,Donald Trump
39087,Donald Trump,Ben Carson,Donald Trump
39089,Donald Trump,Ben Carson,Donald Trump
39091,Donald Trump,Rand Paul,Lindsey Graham
39093,Donald Trump,Ben Carson,Donald Trump
39095,Donald Trump,Ben Carson,Carly Fiorina
39097,Donald Trump,Ben Carson,Donald Trump
39099,Ben Carson,Donald Trump,Donald Trump
39101,Donald Trump,Ben Carson,Donald Trump
39103,Donald Trump,Ben Carson,Donald Trump
39105,Ben Carson,Donald Trump,Donald Trump
39107,Donald Trump,Ben Carson,Donald Trump
39109,Carly Fiorina,Donald Trump,Donald Trump
39111,Donald Trump,John Kasich,Donald Trump
39113,Donald Trump,Ben Carson,Donald Trump
39117,Donald Trump,Carly Fiorina,Donald Trump
39119,Donald Trump,Carly Fiorina,Donald Trump
39121,Donald Trump,Ben Carson,Donald Trump
39123,Donald Trump,Ben Carson,Donald Trump
39125,Donald Trump,John Kasich,Ben Carson
39127,Donald Trump,George Pataki,George Pataki
39129,Donald Trump,Ben Carson,Ben Carson
39131,Donald Trump,Ben Carson,Donald Trump
39133,Donald Trump,Ben Carson,Ben Carson
39135,Carly Fiorina,Donald Trump,Donald Trump
39137,Donald Trump,Jeb Bush,Donald Trump
39139,Donald Trump,Ben Carson,Donald Trump
39141,Donald Trump,Ben Carson,Donald Trump
39143,Donald Trump,John Kasich,Donald Trump
39145,Donald Trump,Carly Fiorina,Donald Trump
39147,Donald Trump,Ben Carson,Donald Trump
39149,Donald Trump,Ben Carson,Donald Trump
39151,Donald Trump,Ben Carson,Donald Trump
39153,Donald Trump,Ben Carson,Donald Trump
39155,Donald Trump,Carly Fiorina,Donald Trump
39157,Donald Trump,Ben Carson,Donald Trump
39159,Donald Trump,Ben Carson,Donald Trump
39161,Donald Trump,Jim Gilmore,Donald Trump
39163,Donald Trump,Rand Paul,Ben Carson
39165,Donald Trump,Ben Carson,Donald Trump
39167,Donald Trump,Ben Carson,Donald Trump
39169,Donald Trump,Ben Carson,Donald Trump
39171,Donald Trump,Ben Carson,Donald Trump
39173,Ben Carson,Donald Trump,Donald Trump
39175,Donald Trump,Marco Rubio,Donald Trump
40001,Donald Trump,Ben Carson,Donald Trump
40003,Lindsey Graham,No data,No data
40005,Donald Trump,Carly Fiorina,Donald Trump
40007,Donald Trump,Ben Carson,Donald Trump
40009,Donald Trump,Ben Carson,Donald Trump
40011,Donald Trump,Ben Carson,Donald Trump
40013,Ben Carson,Donald Trump,Donald Trump
40015,Donald Trump,Ben Carson,Marco Rubio
40017,Donald Trump,Ben Carson,Donald Trump
40019,Donald Trump,Marco Rubio,Donald Trump
40021,Donald Trump,Ted Cruz,Donald Trump
40023,Donald Trump,Ben Carson,Donald Trump
40025,Ben Carson,No data,Donald Trump
40027,Donald Trump,Ben Carson,Donald Trump
40029,Bobby Jindal,Donald Trump,Marco Rubio
40031,Donald Trump,Ben Carson,Donald Trump
40033,Donald Trump,Ben Carson,Rand Paul
40035,Ben Carson,Donald Trump,Donald Trump
40037,Donald Trump,Carly Fiorina,Donald Trump
40039,Ben Carson,Donald Trump,Donald Trump
40041,Donald Trump,Carly Fiorina,Donald Trump
40043,Donald Trump,Ben Carson,Ted Cruz
40045,Donald Trump,Ben Carson,Rand Paul
40047,Donald Trump,Ben Carson,Ben Carson
40049,Donald Trump,Ben Carson,Ben Carson
40051,Donald Trump,Carly Fiorina,Donald Trump
40053,Donald Trump,No data,Donald Trump
40055,Donald Trump,No data,No data
40057,Donald Trump,No data,No data
40059,Chris Christie,Mike Huckabee,Donald Trump
40061,Ben Carson,Donald Trump,Donald Trump
40063,Donald Trump,Ben Carson,Donald Trump
40065,Donald Trump,Ben Carson,Donald Trump
40067,Jeb Bush,Ben Carson,No data
40069,Ben Carson,Donald Trump,Donald Trump
40071,Donald Trump,Ben Carson,Donald Trump
40073,Donald Trump,Ben Carson,Donald Trump
40075,Donald Trump,Ted Cruz,Donald Trump
40077,Donald Trump,Carly Fiorina,Donald Trump
40079,Donald Trump,Marco Rubio,Donald Trump
40081,Donald Trump,Marco Rubio,Donald Trump
40083,Donald Trump,Ben Carson,Donald Trump
40085,Ben Carson,Donald Trump,Ben Carson
40087,Donald Trump,Ben Carson,Ben Carson
40089,Donald Trump,Ben Carson,Donald Trump
40091,Donald Trump,Ted Cruz,Donald Trump
40093,Donald Trump,Ben Carson,Donald Trump
40095,Donald Trump,Ben Carson,Donald Trump
40097,Donald Trump,Ben Carson,Donald Trump
40099,Donald Trump,Ben Carson,Donald Trump
40101,Carly Fiorina,Donald Trump,Jeb Bush
40103,Donald Trump,Ben Carson,Donald Trump
40105,Donald Trump,Carly Fiorina,Donald Trump
40107,Ben Carson,Donald Trump,Ben Carson
40109,Donald Trump,Ben Carson,Donald Trump
40111,Lindsey Graham,Donald Trump,Ben Carson
40113,Donald Trump,Ben Carson,Donald Trump
40115,Donald Trump,Ben Carson,Donald Trump
40117,Donald Trump,Ben Carson,Ben Carson
40119,Donald Trump,Ben Carson,Donald Trump
40121,Donald Trump,John Kasich,Donald Trump
40123,Carly Fiorina,Donald Trump,Donald Trump
40125,Donald Trump,Ben Carson,Donald Trump
40127,Donald Trump,Ben Carson,Donald Trump
40129,Donald Trump,Ben Carson,Ben Carson
40131,Donald Trump,Ben Carson,Donald Trump
40133,Donald Trump,Ben Carson,Donald Trump
40135,Donald Trump,Ben Carson,Donald Trump
40137,Donald Trump,Ben Carson,Donald Trump
40139,Donald Trump,Ben Carson,Donald Trump
40141,John Kasich,Ben Carson,Donald Trump
40143,Donald Trump,Ben Carson,Donald Trump
40145,Donald Trump,Carly Fiorina,Donald Trump
40147,Donald Trump,Ben Carson,Donald Trump
40149,Donald Trump,Ted Cruz,Donald Trump
40151,Donald Trump,Ben Carson,Donald Trump
40153,Donald Trump,Carly Fiorina,Donald Trump
41001,John Kasich,Ben Carson,No data
41003,Donald Trump,Ben Carson,Donald Trump
41005,Donald Trump,Ben Carson,Donald Trump
41007,Donald Trump,Ben Carson,Donald Trump
41009,Donald Trump,Ben Carson,Donald Trump
41011,Carly Fiorina,Donald Trump,Donald Trump
41013,Carly Fiorina,Donald Trump,Donald Trump
41015,Ben Carson,Donald Trump,Donald Trump
41017,Donald Trump,Carly Fiorina,Donald Trump
41019,Donald Trump,Jeb Bush,Donald Trump
41021,Donald Trump,Ben Carson,Donald Trump
41023,Donald Trump,Ben Carson,Donald Trump
41025,Donald Trump,No data,No data
41027,Donald Trump,Carly Fiorina,Donald Trump
41029,Donald Trump,Jeb Bush,Donald Trump
41031,Donald Trump,Carly Fiorina,Donald Trump
41033,Donald Trump,Jeb Bush,Donald Trump
41035,Donald Trump,Ben Carson,Donald Trump
41037,Ben Carson,Donald Trump,Ben Carson
41039,Donald Trump,Carly Fiorina,Donald Trump
41041,Donald Trump,Carly Fiorina,Donald Trump
41043,Donald Trump,Ben Carson,Donald Trump
41045,Donald Trump,Carly Fiorina,Donald Trump
41047,Donald Trump,Carly Fiorina,Donald Trump
41049,Donald Trump,Ben Carson,Donald Trump
41051,Donald Trump,Ben Carson,Donald Trump
41053,Donald Trump,Ben Carson,Donald Trump
41055,Donald Trump,Ted Cruz,Ben Carson
41057,Donald Trump,Carly Fiorina,Donald Trump
41059,Donald Trump,Ben Carson,Donald Trump
41061,Ben Carson,Carly Fiorina,Donald Trump
41063,Donald Trump,Mike Huckabee,Donald Trump
41065,Donald Trump,Carly Fiorina,Donald Trump
41067,Donald Trump,Ben Carson,Donald Trump
41069,Ben Carson,Bobby Jindal,No data
41071,Donald Trump,John Kasich,Donald Trump
42001,Donald Trump,Ben Carson,Carly Fiorina
42003,Donald Trump,Carly Fiorina,Donald Trump
42005,Donald Trump,Ben Carson,Donald Trump
42007,Donald Trump,Carly Fiorina,Donald Trump
42009,Donald Trump,Ben Carson,Lindsey Graham
42011,Donald Trump,Ben Carson,Donald Trump
42013,Donald Trump,Ben Carson,Donald Trump
42015,Donald Trump,Ben Carson,Donald Trump
42017,Donald Trump,Ben Carson,Donald Trump
42019,Donald Trump,Ben Carson,Donald Trump
42021,Donald Trump,Ben Carson,Carly Fiorina
42023,Donald Trump,Carly Fiorina,Donald Trump
42025,Donald Trump,Ben Carson,Donald Trump
42027,Donald Trump,Rand Paul,Donald Trump
42029,Donald Trump,Ben Carson,Donald Trump
42031,Ben Carson,Donald Trump,Donald Trump
42033,Donald Trump,Jeb Bush,Donald Trump
42035,Donald Trump,Ben Carson,Rand Paul
42037,Donald Trump,Jeb Bush,Donald Trump
42039,Donald Trump,Ben Carson,Donald Trump
42041,Donald Trump,Ben Carson,Donald Trump
42043,Donald Trump,Ben Carson,Donald Trump
42045,Donald Trump,Ben Carson,Donald Trump
42047,Donald Trump,Ben Carson,Ben Carson
42049,Carly Fiorina,Ben Carson,Donald Trump
42051,Donald Trump,Ben Carson,Donald Trump
42053,Donald Trump,No data,No data
42055,Donald Trump,Rick Santorum,Donald Trump
42057,Donald Trump,Jeb Bush,Donald Trump
42059,Donald Trump,Ted Cruz,Donald Trump
42061,Donald Trump,Jeb Bush,Donald Trump
42063,Donald Trump,Lindsey Graham,Donald Trump
42065,Donald Trump,Ben Carson,Donald Trump
42067,Donald Trump,Jim Gilmore,Marco Rubio
42069,Donald Trump,Carly Fiorina,Donald Trump
42071,Donald Trump,Ben Carson,Donald Trump
42073,Donald Trump,Ben Carson,Donald Trump
42075,Donald Trump,Ben Carson,Donald Trump
42077,Donald Trump,Jeb Bush,Carly Fiorina
42079,Donald Trump,Ben Carson,Donald Trump
42081,Donald Trump,Ben Carson,Carly Fiorina
42083,Donald Trump,Ben Carson,Donald Trump
42085,Donald Trump,Jeb Bush,Donald Trump
42087,Donald Trump,Ben Carson,Donald Trump
42089,Donald Trump,Carly Fiorina,Donald Trump
42091,Donald Trump,Ben Carson,Donald Trump
42093,Jim Gilmore,Donald Trump,Donald Trump
42095,Donald Trump,Ben Carson,Donald Trump
42097,Donald Trump,Carly Fiorina,Donald Trump
42099,Donald Trump,Ben Carson,Donald Trump
42101,Donald Trump,Ben Carson,Donald Trump
42103,Donald Trump,Carly Fiorina,Donald Trump
42105,Donald Trump,Lindsey Graham,Donald Trump
42107,Donald Trump,Ben Carson,Donald Trump
42109,Donald Trump,Ben Carson,Lindsey Graham
42111,Donald Trump,Ben Carson,Donald Trump
42113,Donald Trump,Marco Rubio,Donald Trump
42115,Donald Trump,Ben Carson,Donald Trump
42117,Donald Trump,Ben Carson,Donald Trump
42119,Donald Trump,Ben Carson,Donald Trump
42121,Carly Fiorina,Donald Trump,Ben Carson
42123,Donald Trump,Ben Carson,Donald Trump
42125,Donald Trump,Ben Carson,Donald Trump
42127,Donald Trump,Ted Cruz,Donald Trump
42129,Donald Trump,Ben Carson,Donald Trump
42131,Donald Trump,Ben Carson,Donald Trump
42133,Donald Trump,Ben Carson,Donald Trump
44001,Donald Trump,Ben Carson,Donald Trump
44003,Donald Trump,Ben Carson,Donald Trump
44005,Donald Trump,Carly Fiorina,Donald Trump
44007,Donald Trump,Ben Carson,Donald Trump
44009,Donald Trump,Ben Carson,Donald Trump
45001,Ben Carson,Donald Trump,Donald Trump
45003,Donald Trump,Carly Fiorina,Donald Trump
45005,Carly Fiorina,Ben Carson,Donald Trump
45007,Donald Trump,Ben Carson,Donald Trump
45009,Donald Trump,Ben Carson,Ben Carson
45011,Donald Trump,Lindsey Graham,Donald Trump
45013,Donald Trump,Ben Carson,Donald Trump
45015,Donald Trump,Ben Carson,Donald Trump
45017,Donald Trump,No data,Donald Trump
45019,Donald Trump,Ben Carson,Donald Trump
45021,Donald Trump,Ben Carson,Donald Trump
45023,Donald Trump,Ben Carson,Donald Trump
45025,Donald Trump,Ben Carson,Donald Trump
45027,Donald Trump,Ben Carson,Bobby Jindal
45029,Ted Cruz,Donald Trump,Donald Trump
45031,Donald Trump,Ben Carson,Donald Trump
45033,Donald Trump,Mike Huckabee,Donald Trump
45035,Donald Trump,Carly Fiorina,Donald Trump
45037,Donald Trump,Carly Fiorina,Donald Trump
45039,Donald Trump,Carly Fiorina,Donald Trump
45041,Donald Trump,Ben Carson,Donald Trump
45043,Donald Trump,Mike Huckabee,Donald Trump
45045,Donald Trump,Ben Carson,Donald Trump
45047,Donald Trump,Ben Carson,Donald Trump
45049,Donald Trump,Carly Fiorina,Donald Trump
45051,Donald Trump,Ben Carson,Donald Trump
45053,Donald Trump,Carly Fiorina,Donald Trump
45055,Donald Trump,Ben Carson,Donald Trump
45057,Donald Trump,Ben Carson,Donald Trump
45059,Donald Trump,Ben Carson,Donald Trump
45063,Donald Trump,Ben Carson,Donald Trump
45065,Donald Trump,Ben Carson,Donald Trump
45067,Marco Rubio,Donald Trump,Donald Trump
45069,Carly Fiorina,Donald Trump,Donald Trump
45071,Carly Fiorina,Jeb Bush,Donald Trump
45073,Donald Trump,Ben Carson,Donald Trump
45075,Donald Trump,Ben Carson,Donald Trump
45077,Donald Trump,Ben Carson,Donald Trump
45079,Donald Trump,Ben Carson,Donald Trump
