<<<<<<< HEAD
"US states ranked by Google search interest in the Belmont stakes, June 6, 2015",,
,,
US state,Rank,
Kentucky,1,
Connecticut,2,
Vermont,3,
New York,4,
Delaware,5,
Maine,6,
New Jersey,7,
Massachusetts,8,
Pennsylvania,9,
Montana,10,
Wyoming,11,
New Hampshire,12,
Rhode Island,13,
Maryland,14,
Minnesota,15,
Ohio,16,
Illinois,17,
North Dakota,18,
Wisconsin,19,
Indiana,20,
Virginia,21,
Iowa,22,
Colorado,23,
Florida,24,
Michigan,25,
West Virginia,26,
Nebraska,27,
Tennessee,28,
South Dakota,29,
North Carolina,30,
Arizona,31,
Georgia,32,
Idaho,33,
New Mexico,34,
Oklahoma,35,
Nevada,36,
Arkansas,37,
Kansas,38,
Missouri,39,
Louisiana,40,
Alabama,41,
Utah,42,
South Carolina,43,
Mississippi,44,
Texas,45,
Washington,46,
Oregon,47,
Alaska,48,
California,49,
Hawaii,50,
=======
"US states ranked by Google search interest in the Belmont stakes, June 6, 2015",
,
US state,Rank
Kentucky,1
Connecticut,2
Vermont,3
New York,4
Delaware,5
Maine,6
New Jersey,7
Massachusetts,8
Pennsylvania,9
Montana,10
Wyoming,11
New Hampshire,12
Rhode Island,13
Maryland,14
Minnesota,15
Ohio,16
Illinois,17
North Dakota,18
Wisconsin,19
Indiana,20
Virginia,21
Iowa,22
Colorado,23
Florida,24
Michigan,25
West Virginia,26
Nebraska,27
Tennessee,28
South Dakota,29
North Carolina,30
Arizona,31
Georgia,32
Idaho,33
New Mexico,34
Oklahoma,35
Nevada,36
Arkansas,37
Kansas,38
Missouri,39
Louisiana,40
Alabama,41
Utah,42
South Carolina,43
Mississippi,44
Texas,45
Washington,46
Oregon,47
Alaska,48
California,49
Hawaii,50
>>>>>>> origin/gh-pages
