"1st and 2nd Most Searched Democratic Presidential Candidates from June 1, 2015 - Oct 11, 2015",,,,
FIPS,1st,2nd,State,CountyName
20093,Jim Webb,Hillary Clinton,Kansas,Kearny
20095,Hillary Clinton,Bernie Sanders,Kansas,Kingman
20097,Hillary Clinton,Bernie Sanders,Kansas,Kiowa
20099,Bernie Sanders,Hillary Clinton,Kansas,Labette
20101,Hillary Clinton,No Data,Kansas,Lane
20103,Hillary Clinton,Bernie Sanders,Kansas,Leavenworth
20105,Hillary Clinton,Bernie Sanders,Kansas,Lincoln
20107,Bernie Sanders,Hillary Clinton,Kansas,Linn
20109,Hillary Clinton,Bernie Sanders,Kansas,Logan
20111,Bernie Sanders,Hillary Clinton,Kansas,Lyon
20113,Hillary Clinton,Bernie Sanders,Kansas,McPherson
20115,Bernie Sanders,Hillary Clinton,Kansas,Marion
20117,Bernie Sanders,Hillary Clinton,Kansas,Marshall
20119,Bernie Sanders,Hillary Clinton,Kansas,Meade
20121,Bernie Sanders,Hillary Clinton,Kansas,Miami
20123,Bernie Sanders,Hillary Clinton,Kansas,Mitchell
20125,Bernie Sanders,Hillary Clinton,Kansas,Montgomery
20127,Hillary Clinton,Bernie Sanders,Kansas,Morris
20129,Hillary Clinton,Bernie Sanders,Kansas,Morton
20131,Hillary Clinton,Bernie Sanders,Kansas,Nemaha
20133,Bernie Sanders,Hillary Clinton,Kansas,Neosho
20135,Hillary Clinton,No Data,Kansas,Ness
20137,Hillary Clinton,Bernie Sanders,Kansas,Norton
20139,Hillary Clinton,Bernie Sanders,Kansas,Osage
20141,Hillary Clinton,No Data,Kansas,Osborne
20143,Bernie Sanders,Hillary Clinton,Kansas,Ottawa
20145,Bernie Sanders,Hillary Clinton,Kansas,Pawnee
20147,Hillary Clinton,Bernie Sanders,Kansas,Phillips
20149,Hillary Clinton,Bernie Sanders,Kansas,Pottawatomie
20151,Bernie Sanders,Hillary Clinton,Kansas,Pratt
20153,Bernie Sanders,No Data,Kansas,Rawlins
20155,Hillary Clinton,Bernie Sanders,Kansas,Reno
20157,Hillary Clinton,Bernie Sanders,Kansas,Republic
20159,Hillary Clinton,Bernie Sanders,Kansas,Rice
20161,Bernie Sanders,Hillary Clinton,Kansas,Riley
20163,Bernie Sanders,No Data,Kansas,Rooks
20165,Bernie Sanders,No Data,Kansas,Rush
20167,Bernie Sanders,Hillary Clinton,Kansas,Russell
20171,Bernie Sanders,Hillary Clinton,Kansas,Scott
20173,Hillary Clinton,Bernie Sanders,Kansas,Sedgwick
20175,Hillary Clinton,Bernie Sanders,Kansas,Seward
20177,Hillary Clinton,Bernie Sanders,Kansas,Shawnee
20179,Hillary Clinton,No Data,Kansas,Sheridan
20181,Hillary Clinton,Bernie Sanders,Kansas,Sherman
20183,Hillary Clinton,No Data,Kansas,Smith
20185,Hillary Clinton,No Data,Kansas,Stafford
20187,Bernie Sanders,Hillary Clinton,Kansas,Stanton
20191,Hillary Clinton,Bernie Sanders,Kansas,Sumner
20193,Bernie Sanders,Hillary Clinton,Kansas,Thomas
20197,Bernie Sanders,Hillary Clinton,Kansas,Wabaunsee
20199,Hillary Clinton,Bernie Sanders,Kansas,Wallace
20201,Hillary Clinton,Bernie Sanders,Kansas,Washington
20203,Bernie Sanders,Hillary Clinton,Kansas,Wichita
20205,Hillary Clinton,Bernie Sanders,Kansas,Wilson
20207,Hillary Clinton,No Data,Kansas,Woodson
20209,Bernie Sanders,Hillary Clinton,Kansas,Wyandotte
21001,Hillary Clinton,Bernie Sanders,Kentucky,Adair
21003,Bernie Sanders,Hillary Clinton,Kentucky,Allen
21005,Bernie Sanders,Hillary Clinton,Kentucky,Anderson
21007,Hillary Clinton,Bernie Sanders,Kentucky,Ballard
21009,Hillary Clinton,Bernie Sanders,Kentucky,Barren
21011,Bernie Sanders,Hillary Clinton,Kentucky,Bath
21013,Hillary Clinton,Bernie Sanders,Kentucky,Bell
21015,Hillary Clinton,Bernie Sanders,Kentucky,Boone
21017,Hillary Clinton,Bernie Sanders,Kentucky,Bourbon
21019,Hillary Clinton,Bernie Sanders,Kentucky,Boyd
21021,Hillary Clinton,Bernie Sanders,Kentucky,Boyle
21023,Hillary Clinton,No Data,Kentucky,Bracken
21025,Hillary Clinton,Bernie Sanders,Kentucky,Breathitt
21027,Bernie Sanders,Hillary Clinton,Kentucky,Breckinridge
21029,Bernie Sanders,Hillary Clinton,Kentucky,Bullitt
21031,Bernie Sanders,Hillary Clinton,Kentucky,Butler
21033,Bernie Sanders,Hillary Clinton,Kentucky,Caldwell
21035,Bernie Sanders,Hillary Clinton,Kentucky,Calloway
21037,Bernie Sanders,Hillary Clinton,Kentucky,Campbell
21039,Bernie Sanders,Hillary Clinton,Kentucky,Carlisle
21041,Hillary Clinton,Bernie Sanders,Kentucky,Carroll
21043,Bernie Sanders,Hillary Clinton,Kentucky,Carter
21047,Bernie Sanders,Hillary Clinton,Kentucky,Christian
21049,Bernie Sanders,Hillary Clinton,Kentucky,Clark
21051,Hillary Clinton,Bernie Sanders,Kentucky,Clay
21053,Hillary Clinton,Bernie Sanders,Kentucky,Clinton
21055,Bernie Sanders,Hillary Clinton,Kentucky,Crittenden
21057,Hillary Clinton,Bernie Sanders,Kentucky,Cumberland
21059,Bernie Sanders,Hillary Clinton,Kentucky,Daviess
21061,Bernie Sanders,Hillary Clinton,Kentucky,Edmonson
21063,Bernie Sanders,No Data,Kentucky,Elliott
21065,Hillary Clinton,Bernie Sanders,Kentucky,Estill
21067,Bernie Sanders,Hillary Clinton,Kentucky,Fayette
21069,Hillary Clinton,Bernie Sanders,Kentucky,Fleming
21071,Hillary Clinton,Bernie Sanders,Kentucky,Floyd
21073,Bernie Sanders,Hillary Clinton,Kentucky,Franklin
21075,Bernie Sanders,Hillary Clinton,Kentucky,Fulton
21077,Bernie Sanders,Hillary Clinton,Kentucky,Gallatin
21079,Hillary Clinton,Bernie Sanders,Kentucky,Garrard
21081,Bernie Sanders,Hillary Clinton,Kentucky,Grant
21083,Hillary Clinton,Bernie Sanders,Kentucky,Graves
21085,Hillary Clinton,Bernie Sanders,Kentucky,Grayson
21087,Bernie Sanders,Hillary Clinton,Kentucky,Green
21089,Hillary Clinton,Bernie Sanders,Kentucky,Greenup
21091,Bernie Sanders,Hillary Clinton,Kentucky,Hancock
21093,Bernie Sanders,Hillary Clinton,Kentucky,Hardin
21095,Hillary Clinton,Bernie Sanders,Kentucky,Harlan
21097,Bernie Sanders,Hillary Clinton,Kentucky,Harrison
21099,Bernie Sanders,Hillary Clinton,Kentucky,Hart
21101,Bernie Sanders,Hillary Clinton,Kentucky,Henderson
21103,Hillary Clinton,Bernie Sanders,Kentucky,Henry
21107,Bernie Sanders,Hillary Clinton,Kentucky,Hopkins
21109,Hillary Clinton,Bernie Sanders,Kentucky,Jackson
21111,Hillary Clinton,Bernie Sanders,Kentucky,Jefferson
21113,Bernie Sanders,Hillary Clinton,Kentucky,Jessamine
21115,Bernie Sanders,Hillary Clinton,Kentucky,Johnson
21117,Bernie Sanders,Hillary Clinton,Kentucky,Kenton
21119,Bernie Sanders,Hillary Clinton,Kentucky,Knott
21121,Bernie Sanders,Hillary Clinton,Kentucky,Knox
21123,Bernie Sanders,Hillary Clinton,Kentucky,Larue
21125,Hillary Clinton,Bernie Sanders,Kentucky,Laurel
21127,Bernie Sanders,Hillary Clinton,Kentucky,Lawrence
21129,Hillary Clinton,Bernie Sanders,Kentucky,Lee
21131,Bernie Sanders,Hillary Clinton,Kentucky,Leslie
21133,Hillary Clinton,Bernie Sanders,Kentucky,Letcher
21135,Bernie Sanders,Hillary Clinton,Kentucky,Lewis
21137,Hillary Clinton,Bernie Sanders,Kentucky,Lincoln
21139,Hillary Clinton,Bernie Sanders,Kentucky,Livingston
21141,Bernie Sanders,Hillary Clinton,Kentucky,Logan
21143,Bernie Sanders,Hillary Clinton,Kentucky,Lyon
21145,Hillary Clinton,Bernie Sanders,Kentucky,McCracken
21147,Bernie Sanders,Hillary Clinton,Kentucky,McCreary
21149,Hillary Clinton,Bernie Sanders,Kentucky,Mclean
21151,Bernie Sanders,Hillary Clinton,Kentucky,Madison
21155,Bernie Sanders,Hillary Clinton,Kentucky,Marion
21157,Hillary Clinton,Bernie Sanders,Kentucky,Marshall
21159,Bernie Sanders,Hillary Clinton,Kentucky,Martin
21161,Hillary Clinton,Bernie Sanders,Kentucky,Mason
21163,Bernie Sanders,Hillary Clinton,Kentucky,Meade
21165,Bernie Sanders,Hillary Clinton,Kentucky,Menifee
21167,Bernie Sanders,Hillary Clinton,Kentucky,Mercer
21169,Hillary Clinton,Bernie Sanders,Kentucky,Metcalfe
21171,Hillary Clinton,Bernie Sanders,Kentucky,Monroe
21173,Bernie Sanders,Hillary Clinton,Kentucky,Montgomery
21175,Hillary Clinton,Bernie Sanders,Kentucky,Morgan
21177,Bernie Sanders,Hillary Clinton,Kentucky,Muhlenberg
21179,Hillary Clinton,Bernie Sanders,Kentucky,Nelson
21181,Hillary Clinton,Bernie Sanders,Kentucky,Nicholas
21183,Hillary Clinton,Bernie Sanders,Kentucky,Ohio
21185,Hillary Clinton,Bernie Sanders,Kentucky,Oldham
21187,Hillary Clinton,Bernie Sanders,Kentucky,Owen
21191,Bernie Sanders,Hillary Clinton,Kentucky,Pendleton
21193,Bernie Sanders,Hillary Clinton,Kentucky,Perry
21195,Bernie Sanders,Hillary Clinton,Kentucky,Pike
21197,Hillary Clinton,Bernie Sanders,Kentucky,Powell
21199,Bernie Sanders,Hillary Clinton,Kentucky,Pulaski
21201,Bernie Sanders,No Data,Kentucky,Robertson
21203,Bernie Sanders,Hillary Clinton,Kentucky,Rockcastle
21205,Bernie Sanders,Hillary Clinton,Kentucky,Rowan
21207,Hillary Clinton,Bernie Sanders,Kentucky,Russell
21209,Hillary Clinton,Bernie Sanders,Kentucky,Scott
21211,Hillary Clinton,Bernie Sanders,Kentucky,Shelby
21213,Hillary Clinton,Bernie Sanders,Kentucky,Simpson
21215,Hillary Clinton,Bernie Sanders,Kentucky,Spencer
21217,Hillary Clinton,Bernie Sanders,Kentucky,Taylor
21219,Bernie Sanders,Hillary Clinton,Kentucky,Todd
21221,Hillary Clinton,Bernie Sanders,Kentucky,Trigg
21223,Bernie Sanders,Hillary Clinton,Kentucky,Trimble
21225,Hillary Clinton,Bernie Sanders,Kentucky,Union
21227,Hillary Clinton,Bernie Sanders,Kentucky,Warren
21229,Bernie Sanders,Hillary Clinton,Kentucky,Washington
21231,Hillary Clinton,Bernie Sanders,Kentucky,Wayne
21233,Hillary Clinton,Bernie Sanders,Kentucky,Webster
21235,Bernie Sanders,Hillary Clinton,Kentucky,Whitley
21237,Hillary Clinton,Bernie Sanders,Kentucky,Wolfe
21239,Hillary Clinton,Bernie Sanders,Kentucky,Woodford
22001,Hillary Clinton,Bernie Sanders,Louisiana,Acadia
22003,Hillary Clinton,Bernie Sanders,Louisiana,Allen
22005,Hillary Clinton,Bernie Sanders,Louisiana,Ascension
22007,Bernie Sanders,Hillary Clinton,Louisiana,Assumption
22009,Hillary Clinton,Bernie Sanders,Louisiana,Avoyelles
22011,Hillary Clinton,Bernie Sanders,Louisiana,Beauregard
22013,Bernie Sanders,Hillary Clinton,Louisiana,Bienville
22015,Hillary Clinton,Bernie Sanders,Louisiana,Bossier
22017,Hillary Clinton,Bernie Sanders,Louisiana,Caddo
22019,Bernie Sanders,Hillary Clinton,Louisiana,Calcasieu
22021,Hillary Clinton,No Data,Louisiana,Caldwell
22023,Hillary Clinton,No Data,Louisiana,Cameron
22027,Hillary Clinton,Jim Webb,Louisiana,Claiborne
22029,Hillary Clinton,Bernie Sanders,Louisiana,Concordia
22031,Hillary Clinton,Bernie Sanders,Louisiana,De Soto
22033,Hillary Clinton,Bernie Sanders,Louisiana,East Baton Rouge
22035,Bernie Sanders,No Data,Louisiana,East Carroll
22037,Hillary Clinton,Bernie Sanders,Louisiana,East Feliciana
22039,Hillary Clinton,Bernie Sanders,Louisiana,Evangeline
22041,Hillary Clinton,Bernie Sanders,Louisiana,Franklin
22043,Hillary Clinton,Bernie Sanders,Louisiana,Grant
22045,Bernie Sanders,Hillary Clinton,Louisiana,Iberia
22047,Bernie Sanders,Hillary Clinton,Louisiana,Iberville
22049,Bernie Sanders,Hillary Clinton,Louisiana,Jackson
22051,Hillary Clinton,Bernie Sanders,Louisiana,Jefferson
22053,Bernie Sanders,Hillary Clinton,Louisiana,Jefferson Davis
22055,Bernie Sanders,Hillary Clinton,Louisiana,Lafayette
22057,Bernie Sanders,Hillary Clinton,Louisiana,Lafourche
22059,Hillary Clinton,Bernie Sanders,Louisiana,La Salle
22061,Hillary Clinton,Bernie Sanders,Louisiana,Lincoln
22063,Hillary Clinton,Bernie Sanders,Louisiana,Livingston
22067,Hillary Clinton,Bernie Sanders,Louisiana,Morehouse
22069,Bernie Sanders,Hillary Clinton,Louisiana,Natchitoches
22071,Bernie Sanders,Hillary Clinton,Louisiana,Orleans
22073,Bernie Sanders,Hillary Clinton,Louisiana,Ouachita
22075,Bernie Sanders,Hillary Clinton,Louisiana,Plaquemines
22077,Hillary Clinton,Bernie Sanders,Louisiana,Pointe Coupee
22079,Bernie Sanders,Hillary Clinton,Louisiana,Rapides
22081,Hillary Clinton,Bernie Sanders,Louisiana,Red River
22083,Hillary Clinton,Bernie Sanders,Louisiana,Richland
22085,Hillary Clinton,Bernie Sanders,Louisiana,Sabine
22087,Hillary Clinton,Bernie Sanders,Louisiana,St Bernard
22089,Bernie Sanders,Hillary Clinton,Louisiana,St Charles
22093,Hillary Clinton,Bernie Sanders,Louisiana,St James
22095,Hillary Clinton,Bernie Sanders,Louisiana,St John The Baptist
22097,Hillary Clinton,Bernie Sanders,Louisiana,St Landry
22099,Bernie Sanders,Hillary Clinton,Louisiana,St Martin
22101,Hillary Clinton,Bernie Sanders,Louisiana,St Mary
22103,Hillary Clinton,Bernie Sanders,Louisiana,St Tammany
22105,Hillary Clinton,Bernie Sanders,Louisiana,Tangipahoa
22107,Hillary Clinton,No Data,Louisiana,Tensas
22109,Hillary Clinton,Bernie Sanders,Louisiana,Terrebonne
22111,Jim Webb,Hillary Clinton,Louisiana,Union
22113,Bernie Sanders,Hillary Clinton,Louisiana,Vermilion
22115,Bernie Sanders,Hillary Clinton,Louisiana,Vernon
22117,Hillary Clinton,Bernie Sanders,Louisiana,Washington
22119,Hillary Clinton,Bernie Sanders,Louisiana,Webster
22121,Hillary Clinton,Bernie Sanders,Louisiana,West Baton Rouge
22123,Hillary Clinton,Bernie Sanders,Louisiana,West Carroll
22127,Bernie Sanders,Hillary Clinton,Louisiana,Winn
23001,Bernie Sanders,Hillary Clinton,Maine,Androscoggin
23003,Bernie Sanders,Hillary Clinton,Maine,Aroostook
23005,Bernie Sanders,Hillary Clinton,Maine,Cumberland
23007,Bernie Sanders,Hillary Clinton,Maine,Franklin
23009,Bernie Sanders,Hillary Clinton,Maine,Hancock
23011,Bernie Sanders,Hillary Clinton,Maine,Kennebec
23013,Bernie Sanders,Hillary Clinton,Maine,Knox
23015,Bernie Sanders,Hillary Clinton,Maine,Lincoln
23017,Bernie Sanders,Hillary Clinton,Maine,Oxford
23019,Bernie Sanders,Hillary Clinton,Maine,Penobscot
23021,Bernie Sanders,Hillary Clinton,Maine,Piscataquis
23023,Bernie Sanders,Hillary Clinton,Maine,Sagadahoc
23025,Bernie Sanders,Hillary Clinton,Maine,Somerset
23027,Bernie Sanders,Hillary Clinton,Maine,Waldo
23029,Bernie Sanders,Hillary Clinton,Maine,Washington
23031,Bernie Sanders,Hillary Clinton,Maine,York
24001,Bernie Sanders,Hillary Clinton,Maryland,Allegany
24003,Hillary Clinton,Bernie Sanders,Maryland,Anne Arundel
24005,Bernie Sanders,Hillary Clinton,Maryland,Baltimore
24009,Hillary Clinton,Bernie Sanders,Maryland,Calvert
24011,Hillary Clinton,Bernie Sanders,Maryland,Caroline
24013,Hillary Clinton,Bernie Sanders,Maryland,Carroll
24015,Bernie Sanders,Hillary Clinton,Maryland,Cecil
24017,Hillary Clinton,Bernie Sanders,Maryland,Charles
24019,Bernie Sanders,Hillary Clinton,Maryland,Dorchester
24021,Hillary Clinton,Bernie Sanders,Maryland,Frederick
24023,Hillary Clinton,Bernie Sanders,Maryland,Garrett
24025,Bernie Sanders,Hillary Clinton,Maryland,Harford
24027,Bernie Sanders,Hillary Clinton,Maryland,Howard
24029,Bernie Sanders,Hillary Clinton,Maryland,Kent
24031,Hillary Clinton,Bernie Sanders,Maryland,Montgomery
24033,Bernie Sanders,Hillary Clinton,Maryland,Prince Georges
24035,Bernie Sanders,Hillary Clinton,Maryland,Queen Annes
24037,Bernie Sanders,Hillary Clinton,Maryland,St Marys
24039,Bernie Sanders,Hillary Clinton,Maryland,Somerset
24041,Hillary Clinton,Bernie Sanders,Maryland,Talbot
24043,Bernie Sanders,Hillary Clinton,Maryland,Washington
24045,Hillary Clinton,Bernie Sanders,Maryland,Wicomico
24047,Bernie Sanders,Hillary Clinton,Maryland,Worcester
25001,Bernie Sanders,Hillary Clinton,Massachusetts,Barnstable
25003,Bernie Sanders,Hillary Clinton,Massachusetts,Berkshire
25005,Bernie Sanders,Hillary Clinton,Massachusetts,Bristol
25007,Hillary Clinton,Bernie Sanders,Massachusetts,Dukes
25009,Bernie Sanders,Hillary Clinton,Massachusetts,Essex
25011,Bernie Sanders,Hillary Clinton,Massachusetts,Franklin
25013,Bernie Sanders,Hillary Clinton,Massachusetts,Hampden
25015,Bernie Sanders,Hillary Clinton,Massachusetts,Hampshire
25017,Bernie Sanders,Hillary Clinton,Massachusetts,Middlesex
25019,Bernie Sanders,Hillary Clinton,Massachusetts,Nantucket
25021,Bernie Sanders,Hillary Clinton,Massachusetts,Norfolk
25023,Bernie Sanders,Hillary Clinton,Massachusetts,Plymouth
25025,Bernie Sanders,Hillary Clinton,Massachusetts,Suffolk
25027,Bernie Sanders,Hillary Clinton,Massachusetts,Worcester
26001,Bernie Sanders,No Data,Michigan,Alcona
26003,Hillary Clinton,Bernie Sanders,Michigan,Alger
26005,Bernie Sanders,Hillary Clinton,Michigan,Allegan
26007,Bernie Sanders,Hillary Clinton,Michigan,Alpena
26009,Bernie Sanders,Hillary Clinton,Michigan,Antrim
26011,Bernie Sanders,Hillary Clinton,Michigan,Arenac
26015,Hillary Clinton,Bernie Sanders,Michigan,Barry
26017,Hillary Clinton,Bernie Sanders,Michigan,Bay
26019,Bernie Sanders,Hillary Clinton,Michigan,Benzie
26021,Bernie Sanders,Hillary Clinton,Michigan,Berrien
26023,Bernie Sanders,Hillary Clinton,Michigan,Branch
26025,Hillary Clinton,Bernie Sanders,Michigan,Calhoun
26027,Bernie Sanders,Hillary Clinton,Michigan,Cass
26029,Bernie Sanders,Hillary Clinton,Michigan,Charlevoix
26031,Hillary Clinton,Bernie Sanders,Michigan,Cheboygan
26033,Bernie Sanders,Hillary Clinton,Michigan,Chippewa
26035,Hillary Clinton,Bernie Sanders,Michigan,Clare
26037,Bernie Sanders,Hillary Clinton,Michigan,Clinton
26039,Bernie Sanders,Hillary Clinton,Michigan,Crawford
26041,Hillary Clinton,Bernie Sanders,Michigan,Delta
26043,Bernie Sanders,Hillary Clinton,Michigan,Dickinson
26045,Bernie Sanders,Hillary Clinton,Michigan,Eaton
26047,Bernie Sanders,Hillary Clinton,Michigan,Emmet
26049,Bernie Sanders,Hillary Clinton,Michigan,Genesee
26051,Hillary Clinton,Bernie Sanders,Michigan,Gladwin
26053,Hillary Clinton,Bernie Sanders,Michigan,Gogebic
26055,Bernie Sanders,Hillary Clinton,Michigan,Grand Traverse
26057,Hillary Clinton,Bernie Sanders,Michigan,Gratiot
26059,Bernie Sanders,Hillary Clinton,Michigan,Hillsdale
26061,Bernie Sanders,Hillary Clinton,Michigan,Houghton
26063,Hillary Clinton,Bernie Sanders,Michigan,Huron
26065,Bernie Sanders,Hillary Clinton,Michigan,Ingham
26067,Hillary Clinton,Bernie Sanders,Michigan,Ionia
26069,Bernie Sanders,Hillary Clinton,Michigan,Iosco
26071,Hillary Clinton,Bernie Sanders,Michigan,Iron
26073,Bernie Sanders,Hillary Clinton,Michigan,Isabella
26075,Bernie Sanders,Hillary Clinton,Michigan,Jackson
26077,Bernie Sanders,Hillary Clinton,Michigan,Kalamazoo
26079,Hillary Clinton,Bernie Sanders,Michigan,Kalkaska
26081,Bernie Sanders,Hillary Clinton,Michigan,Kent
26083,Bernie Sanders,Hillary Clinton,Michigan,Keweenaw
26085,Hillary Clinton,Bernie Sanders,Michigan,Lake
26087,Hillary Clinton,Bernie Sanders,Michigan,Lapeer
26089,Bernie Sanders,Hillary Clinton,Michigan,Leelanau
26091,Bernie Sanders,Hillary Clinton,Michigan,Lenawee
26093,Bernie Sanders,Hillary Clinton,Michigan,Livingston
26095,Hillary Clinton,Bernie Sanders,Michigan,Luce
26097,Bernie Sanders,Hillary Clinton,Michigan,Mackinac
26099,Hillary Clinton,Bernie Sanders,Michigan,Macomb
26101,Bernie Sanders,Hillary Clinton,Michigan,Manistee
26103,Bernie Sanders,Hillary Clinton,Michigan,Marquette
26105,Hillary Clinton,Bernie Sanders,Michigan,Mason
26107,Bernie Sanders,Hillary Clinton,Michigan,Mecosta
26109,Hillary Clinton,Bernie Sanders,Michigan,Menominee
26111,Hillary Clinton,Bernie Sanders,Michigan,Midland
26113,Hillary Clinton,Bernie Sanders,Michigan,Missaukee
26115,Hillary Clinton,Bernie Sanders,Michigan,Monroe
26117,Bernie Sanders,Hillary Clinton,Michigan,Montcalm
26119,Bernie Sanders,Hillary Clinton,Michigan,Montmorency
26121,Bernie Sanders,Hillary Clinton,Michigan,Muskegon
26123,Bernie Sanders,Hillary Clinton,Michigan,Newaygo
26125,Bernie Sanders,Hillary Clinton,Michigan,Oakland
26127,Hillary Clinton,Bernie Sanders,Michigan,Oceana
26129,Bernie Sanders,Hillary Clinton,Michigan,Ogemaw
26131,Hillary Clinton,Bernie Sanders,Michigan,Ontonagon
26133,Bernie Sanders,Hillary Clinton,Michigan,Osceola
26135,Bernie Sanders,Hillary Clinton,Michigan,Oscoda
26137,Bernie Sanders,Hillary Clinton,Michigan,Otsego
26139,Bernie Sanders,Hillary Clinton,Michigan,Ottawa
26141,Bernie Sanders,Hillary Clinton,Michigan,Presque Isle
26143,Hillary Clinton,Bernie Sanders,Michigan,Roscommon
26145,Bernie Sanders,Hillary Clinton,Michigan,Saginaw
26147,Hillary Clinton,Bernie Sanders,Michigan,St Clair
26149,Bernie Sanders,Hillary Clinton,Michigan,St Joseph
26151,Bernie Sanders,Hillary Clinton,Michigan,Sanilac
26155,Bernie Sanders,Hillary Clinton,Michigan,Shiawassee
26157,Bernie Sanders,Hillary Clinton,Michigan,Tuscola
26159,Bernie Sanders,Hillary Clinton,Michigan,Van Buren
26161,Bernie Sanders,Hillary Clinton,Michigan,Washtenaw
26163,Bernie Sanders,Hillary Clinton,Michigan,Wayne
26165,Bernie Sanders,Hillary Clinton,Michigan,Wexford
27001,Bernie Sanders,Hillary Clinton,Minnesota,Aitkin
27003,Bernie Sanders,Hillary Clinton,Minnesota,Anoka
27005,Bernie Sanders,Hillary Clinton,Minnesota,Becker
27007,Hillary Clinton,Bernie Sanders,Minnesota,Beltrami
27009,Hillary Clinton,Bernie Sanders,Minnesota,Benton
27011,Bernie Sanders,Hillary Clinton,Minnesota,Big Stone
27013,Hillary Clinton,Bernie Sanders,Minnesota,Blue Earth
27015,Hillary Clinton,Bernie Sanders,Minnesota,Brown
27017,Hillary Clinton,Bernie Sanders,Minnesota,Carlton
27019,Hillary Clinton,Bernie Sanders,Minnesota,Carver
27021,Bernie Sanders,Hillary Clinton,Minnesota,Cass
27023,Hillary Clinton,Bernie Sanders,Minnesota,Chippewa
27025,Bernie Sanders,Hillary Clinton,Minnesota,Chisago
27027,Bernie Sanders,Hillary Clinton,Minnesota,Clay
27029,Hillary Clinton,Bernie Sanders,Minnesota,Clearwater
27031,Bernie Sanders,Hillary Clinton,Minnesota,Cook
27033,Bernie Sanders,Hillary Clinton,Minnesota,Cottonwood
27035,Bernie Sanders,Hillary Clinton,Minnesota,Crow Wing
27037,Bernie Sanders,Hillary Clinton,Minnesota,Dakota
27039,Hillary Clinton,Bernie Sanders,Minnesota,Dodge
27041,Hillary Clinton,Bernie Sanders,Minnesota,Douglas
27043,Hillary Clinton,Bernie Sanders,Minnesota,Faribault
27045,Bernie Sanders,Hillary Clinton,Minnesota,Fillmore
27047,Hillary Clinton,Bernie Sanders,Minnesota,Freeborn
27049,Hillary Clinton,Bernie Sanders,Minnesota,Goodhue
27051,Bernie Sanders,Hillary Clinton,Minnesota,Grant
27053,Bernie Sanders,Hillary Clinton,Minnesota,Hennepin
27055,Bernie Sanders,Hillary Clinton,Minnesota,Houston
27057,Hillary Clinton,Bernie Sanders,Minnesota,Hubbard
27059,Bernie Sanders,Hillary Clinton,Minnesota,Isanti
27061,Hillary Clinton,Bernie Sanders,Minnesota,Itasca
27063,Bernie Sanders,Hillary Clinton,Minnesota,Jackson
27065,Hillary Clinton,Bernie Sanders,Minnesota,Kanabec
27067,Bernie Sanders,Hillary Clinton,Minnesota,Kandiyohi
27069,Bernie Sanders,Hillary Clinton,Minnesota,Kittson
27071,Hillary Clinton,Bernie Sanders,Minnesota,Koochiching
27073,Hillary Clinton,Bernie Sanders,Minnesota,Lac Qui Parle
27075,Bernie Sanders,Hillary Clinton,Minnesota,Lake
27077,Hillary Clinton,No Data,Minnesota,Lake of The Woods
27079,Bernie Sanders,Hillary Clinton,Minnesota,Le Sueur
27081,Hillary Clinton,Bernie Sanders,Minnesota,Lincoln
27083,Bernie Sanders,Hillary Clinton,Minnesota,Lyon
27085,Hillary Clinton,Bernie Sanders,Minnesota,McLeod
27087,Hillary Clinton,Bernie Sanders,Minnesota,Mahnomen
27089,Hillary Clinton,Bernie Sanders,Minnesota,Marshall
27091,Bernie Sanders,Hillary Clinton,Minnesota,Martin
27093,Bernie Sanders,Hillary Clinton,Minnesota,Meeker
27095,Hillary Clinton,Bernie Sanders,Minnesota,Mille Lacs
27097,Bernie Sanders,Hillary Clinton,Minnesota,Morrison
27099,Bernie Sanders,Hillary Clinton,Minnesota,Mower
27101,Bernie Sanders,Hillary Clinton,Minnesota,Murray
27103,Bernie Sanders,Hillary Clinton,Minnesota,Nicollet
27105,Hillary Clinton,Bernie Sanders,Minnesota,Nobles
27107,Hillary Clinton,Bernie Sanders,Minnesota,Norman
27109,Bernie Sanders,Hillary Clinton,Minnesota,Olmsted
27111,Bernie Sanders,Hillary Clinton,Minnesota,Otter Tail
27113,Bernie Sanders,Hillary Clinton,Minnesota,Pennington
27115,Hillary Clinton,Bernie Sanders,Minnesota,Pine
27117,Bernie Sanders,Hillary Clinton,Minnesota,Pipestone
27119,Bernie Sanders,Hillary Clinton,Minnesota,Polk
27121,Bernie Sanders,Hillary Clinton,Minnesota,Pope
27123,Bernie Sanders,Hillary Clinton,Minnesota,Ramsey
27125,Bernie Sanders,Hillary Clinton,Minnesota,Red Lake
27127,Hillary Clinton,Bernie Sanders,Minnesota,Redwood
27129,Hillary Clinton,Bernie Sanders,Minnesota,Renville
27131,Hillary Clinton,Bernie Sanders,Minnesota,Rice
27133,Hillary Clinton,Bernie Sanders,Minnesota,Rock
27135,Bernie Sanders,Hillary Clinton,Minnesota,Roseau
27137,Bernie Sanders,Hillary Clinton,Minnesota,St Louis
27139,Hillary Clinton,Bernie Sanders,Minnesota,Scott
27141,Bernie Sanders,Hillary Clinton,Minnesota,Sherburne
27143,Hillary Clinton,Bernie Sanders,Minnesota,Sibley
27145,Hillary Clinton,Bernie Sanders,Minnesota,Stearns
27147,Hillary Clinton,Bernie Sanders,Minnesota,Steele
