"1st and 2nd Most Searched Democratic Presidential Candidates from June 1, 2015 - Oct 11, 2015",,,,
FIPS,1st,2nd,State,CountyName
13165,Hillary Clinton,Bernie Sanders,Georgia,Jenkins
13167,Hillary Clinton,Bernie Sanders,Georgia,Johnson
13171,Hillary Clinton,Bernie Sanders,Georgia,Lamar
13173,Bernie Sanders,Hillary Clinton,Georgia,Lanier
13175,Hillary Clinton,Bernie Sanders,Georgia,Laurens
13177,Hillary Clinton,Bernie Sanders,Georgia,Lee
13179,Hillary Clinton,Bernie Sanders,Georgia,Liberty
13181,Hillary Clinton,Bernie Sanders,Georgia,Lincoln
13183,Hillary Clinton,No Data,Georgia,Long
13185,Hillary Clinton,Bernie Sanders,Georgia,Lowndes
13187,Hillary Clinton,Bernie Sanders,Georgia,Lumpkin
13189,Hillary Clinton,Bernie Sanders,Georgia,McDuffie
13191,Bernie Sanders,Hillary Clinton,Georgia,McIntosh
13193,Jim Webb,Hillary Clinton,Georgia,Macon
13195,Hillary Clinton,Bernie Sanders,Georgia,Madison
13197,Bernie Sanders,Hillary Clinton,Georgia,Marion
13199,Bernie Sanders,Hillary Clinton,Georgia,Meriwether
13201,Bernie Sanders,No Data,Georgia,Miller
13205,Bernie Sanders,Hillary Clinton,Georgia,Mitchell
13207,Bernie Sanders,Hillary Clinton,Georgia,Monroe
13209,Hillary Clinton,Bernie Sanders,Georgia,Montgomery
13211,Hillary Clinton,Bernie Sanders,Georgia,Morgan
13213,Hillary Clinton,Bernie Sanders,Georgia,Murray
13215,Bernie Sanders,Hillary Clinton,Georgia,Muscogee
13217,Bernie Sanders,Hillary Clinton,Georgia,Newton
13219,Hillary Clinton,Bernie Sanders,Georgia,Oconee
13221,Hillary Clinton,No Data,Georgia,Oglethorpe
13223,Hillary Clinton,Bernie Sanders,Georgia,Paulding
13225,Hillary Clinton,Bernie Sanders,Georgia,Peach
13227,Hillary Clinton,Bernie Sanders,Georgia,Pickens
13229,Bernie Sanders,Hillary Clinton,Georgia,Pierce
13231,Bernie Sanders,Hillary Clinton,Georgia,Pike
13233,Bernie Sanders,Hillary Clinton,Georgia,Polk
13235,Bernie Sanders,Hillary Clinton,Georgia,Pulaski
13237,Hillary Clinton,Bernie Sanders,Georgia,Putnam
13241,Hillary Clinton,Bernie Sanders,Georgia,Rabun
13243,Bernie Sanders,Hillary Clinton,Georgia,Randolph
13245,Hillary Clinton,Bernie Sanders,Georgia,Richmond
13247,Hillary Clinton,Bernie Sanders,Georgia,Rockdale
13249,Bernie Sanders,Hillary Clinton,Georgia,Schley
13251,Bernie Sanders,Hillary Clinton,Georgia,Screven
13253,Bernie Sanders,Hillary Clinton,Georgia,Seminole
13255,Hillary Clinton,Bernie Sanders,Georgia,Spalding
13257,Bernie Sanders,Hillary Clinton,Georgia,Stephens
13261,Hillary Clinton,Bernie Sanders,Georgia,Sumter
13263,Bernie Sanders,Hillary Clinton,Georgia,Talbot
13265,Hillary Clinton,No Data,Georgia,Taliaferro
13267,Bernie Sanders,Hillary Clinton,Georgia,Tattnall
13269,Bernie Sanders,Hillary Clinton,Georgia,Taylor
13271,Bernie Sanders,Hillary Clinton,Georgia,Telfair
13275,Bernie Sanders,Hillary Clinton,Georgia,Thomas
13277,Hillary Clinton,Bernie Sanders,Georgia,Tift
13279,Hillary Clinton,Bernie Sanders,Georgia,Toombs
13281,Bernie Sanders,Hillary Clinton,Georgia,Towns
13283,Bernie Sanders,Hillary Clinton,Georgia,Treutlen
13285,Bernie Sanders,Hillary Clinton,Georgia,Troup
13287,Hillary Clinton,Bernie Sanders,Georgia,Turner
13289,Hillary Clinton,Bernie Sanders,Georgia,Twiggs
13291,Hillary Clinton,Bernie Sanders,Georgia,Union
13293,Bernie Sanders,Hillary Clinton,Georgia,Upson
13295,Hillary Clinton,Bernie Sanders,Georgia,Walker
13297,Hillary Clinton,Bernie Sanders,Georgia,Walton
13299,Hillary Clinton,Bernie Sanders,Georgia,Ware
13303,Hillary Clinton,Bernie Sanders,Georgia,Washington
13305,Hillary Clinton,Bernie Sanders,Georgia,Wayne
13307,Bernie Sanders,No Data,Georgia,Webster
13309,Bernie Sanders,Hillary Clinton,Georgia,Wheeler
13311,Hillary Clinton,Bernie Sanders,Georgia,White
13313,Hillary Clinton,Bernie Sanders,Georgia,Whitfield
13315,Hillary Clinton,No Data,Georgia,Wilcox
13317,Hillary Clinton,Bernie Sanders,Georgia,Wilkes
13319,Bernie Sanders,Hillary Clinton,Georgia,Wilkinson
13321,Hillary Clinton,No Data,Georgia,Worth
15001,Bernie Sanders,Hillary Clinton,Hawaii,Hawaii
15003,Bernie Sanders,Hillary Clinton,Hawaii,Honolulu
15007,Bernie Sanders,Hillary Clinton,Hawaii,Kauai
15009,Bernie Sanders,Hillary Clinton,Hawaii,Maui
16001,Hillary Clinton,Bernie Sanders,Idaho,Ada
16003,Bernie Sanders,Hillary Clinton,Idaho,Adams
16005,Hillary Clinton,Bernie Sanders,Idaho,Bannock
16007,Hillary Clinton,Bernie Sanders,Idaho,Bear Lake
16009,Hillary Clinton,Bernie Sanders,Idaho,Benewah
16011,Hillary Clinton,Bernie Sanders,Idaho,Bingham
16013,Bernie Sanders,Hillary Clinton,Idaho,Blaine
16015,Hillary Clinton,Bernie Sanders,Idaho,Boise
16017,Hillary Clinton,Bernie Sanders,Idaho,Bonner
16019,Bernie Sanders,Hillary Clinton,Idaho,Bonneville
16021,Bernie Sanders,Hillary Clinton,Idaho,Boundary
16023,Bernie Sanders,Hillary Clinton,Idaho,Butte
16027,Bernie Sanders,Hillary Clinton,Idaho,Canyon
16029,Hillary Clinton,Bernie Sanders,Idaho,Caribou
16031,Bernie Sanders,Hillary Clinton,Idaho,Cassia
16033,Bernie Sanders,No Data,Idaho,Clark
16035,Hillary Clinton,Bernie Sanders,Idaho,Clearwater
16037,Bernie Sanders,Hillary Clinton,Idaho,Custer
16039,Bernie Sanders,Hillary Clinton,Idaho,Elmore
16041,Hillary Clinton,Bernie Sanders,Idaho,Franklin
16043,Hillary Clinton,Bernie Sanders,Idaho,Fremont
16045,Bernie Sanders,Hillary Clinton,Idaho,Gem
16047,Bernie Sanders,Hillary Clinton,Idaho,Gooding
16049,Bernie Sanders,Hillary Clinton,Idaho,Idaho
16051,Hillary Clinton,Bernie Sanders,Idaho,Jefferson
16053,Hillary Clinton,Bernie Sanders,Idaho,Jerome
16055,Bernie Sanders,Hillary Clinton,Idaho,Kootenai
16057,Bernie Sanders,Hillary Clinton,Idaho,Latah
16061,Hillary Clinton,Bernie Sanders,Idaho,Lewis
16063,Hillary Clinton,Bernie Sanders,Idaho,Lincoln
16065,Hillary Clinton,Bernie Sanders,Idaho,Madison
16067,Hillary Clinton,Bernie Sanders,Idaho,Minidoka
16071,Hillary Clinton,Bernie Sanders,Idaho,Oneida
16073,Hillary Clinton,Bernie Sanders,Idaho,Owyhee
16075,Bernie Sanders,Hillary Clinton,Idaho,Payette
16079,Bernie Sanders,Hillary Clinton,Idaho,Shoshone
16081,Hillary Clinton,Bernie Sanders,Idaho,Teton
16083,Bernie Sanders,Hillary Clinton,Idaho,Twin Falls
16085,Bernie Sanders,Hillary Clinton,Idaho,Valley
16087,Bernie Sanders,Hillary Clinton,Idaho,Washington
17001,Hillary Clinton,Bernie Sanders,Illinois,Adams
17003,Bernie Sanders,Hillary Clinton,Illinois,Alexander
17005,Bernie Sanders,Hillary Clinton,Illinois,Bond
17007,Bernie Sanders,Hillary Clinton,Illinois,Boone
17009,Bernie Sanders,Hillary Clinton,Illinois,Brown
17011,Hillary Clinton,Bernie Sanders,Illinois,Bureau
17013,Bernie Sanders,Hillary Clinton,Illinois,Calhoun
17015,Hillary Clinton,Bernie Sanders,Illinois,Carroll
17017,Hillary Clinton,Bernie Sanders,Illinois,Cass
17019,Hillary Clinton,Bernie Sanders,Illinois,Champaign
17021,Bernie Sanders,Hillary Clinton,Illinois,Christian
17023,Hillary Clinton,Bernie Sanders,Illinois,Clark
17025,Hillary Clinton,Bernie Sanders,Illinois,Clay
17027,Hillary Clinton,Bernie Sanders,Illinois,Clinton
17029,Hillary Clinton,Bernie Sanders,Illinois,Coles
17031,Bernie Sanders,Hillary Clinton,Illinois,Cook
17033,Hillary Clinton,Bernie Sanders,Illinois,Crawford
17035,Hillary Clinton,Bernie Sanders,Illinois,Cumberland
17037,Bernie Sanders,Hillary Clinton,Illinois,De Kalb
17039,Bernie Sanders,Hillary Clinton,Illinois,Dewitt
17041,Bernie Sanders,Hillary Clinton,Illinois,Douglas
17043,Bernie Sanders,Hillary Clinton,Illinois,Du Page
17045,Hillary Clinton,Bernie Sanders,Illinois,Edgar
17047,Bernie Sanders,Hillary Clinton,Illinois,Edwards
17049,Hillary Clinton,Bernie Sanders,Illinois,Effingham
17051,Bernie Sanders,Hillary Clinton,Illinois,Fayette
17053,Bernie Sanders,Hillary Clinton,Illinois,Ford
17055,Hillary Clinton,Bernie Sanders,Illinois,Franklin
17057,Bernie Sanders,Hillary Clinton,Illinois,Fulton
17059,Hillary Clinton,Bernie Sanders,Illinois,Gallatin
17061,Hillary Clinton,Bernie Sanders,Illinois,Greene
17063,Bernie Sanders,Hillary Clinton,Illinois,Grundy
17065,Hillary Clinton,Bernie Sanders,Illinois,Hamilton
17067,Hillary Clinton,Bernie Sanders,Illinois,Hancock
17069,Bernie Sanders,Hillary Clinton,Illinois,Hardin
17071,Bernie Sanders,Hillary Clinton,Illinois,Henderson
17073,Bernie Sanders,Hillary Clinton,Illinois,Henry
17075,Bernie Sanders,Hillary Clinton,Illinois,Iroquois
17077,Bernie Sanders,Hillary Clinton,Illinois,Jackson
17079,Hillary Clinton,Bernie Sanders,Illinois,Jasper
17081,Bernie Sanders,Hillary Clinton,Illinois,Jefferson
17083,Bernie Sanders,Hillary Clinton,Illinois,Jersey
17085,Bernie Sanders,Hillary Clinton,Illinois,Jo Daviess
17087,Hillary Clinton,Bernie Sanders,Illinois,Johnson
17089,Bernie Sanders,Hillary Clinton,Illinois,Kane
17091,Bernie Sanders,Hillary Clinton,Illinois,Kankakee
17093,Hillary Clinton,Bernie Sanders,Illinois,Kendall
17095,Bernie Sanders,Hillary Clinton,Illinois,Knox
17097,Bernie Sanders,Hillary Clinton,Illinois,Lake
17099,Hillary Clinton,Bernie Sanders,Illinois,La Salle
17101,Bernie Sanders,Hillary Clinton,Illinois,Lawrence
17103,Bernie Sanders,Hillary Clinton,Illinois,Lee
17105,Bernie Sanders,Hillary Clinton,Illinois,Livingston
17107,Bernie Sanders,Hillary Clinton,Illinois,Logan
17109,Bernie Sanders,Hillary Clinton,Illinois,McDonough
17111,Bernie Sanders,Hillary Clinton,Illinois,McHenry
17113,Bernie Sanders,Hillary Clinton,Illinois,Mclean
17115,Bernie Sanders,Hillary Clinton,Illinois,Macon
17117,Bernie Sanders,Hillary Clinton,Illinois,Macoupin
17119,Hillary Clinton,Bernie Sanders,Illinois,Madison
17121,Bernie Sanders,Hillary Clinton,Illinois,Marion
17123,Bernie Sanders,Hillary Clinton,Illinois,Marshall
17125,Hillary Clinton,Bernie Sanders,Illinois,Mason
17127,Hillary Clinton,Bernie Sanders,Illinois,Massac
17129,Hillary Clinton,Bernie Sanders,Illinois,Menard
17131,Hillary Clinton,Bernie Sanders,Illinois,Mercer
17133,Hillary Clinton,Bernie Sanders,Illinois,Monroe
17135,Hillary Clinton,Bernie Sanders,Illinois,Montgomery
17137,Bernie Sanders,Hillary Clinton,Illinois,Morgan
17139,Bernie Sanders,Hillary Clinton,Illinois,Moultrie
17141,Bernie Sanders,Hillary Clinton,Illinois,Ogle
17143,Bernie Sanders,Hillary Clinton,Illinois,Peoria
17145,Bernie Sanders,Hillary Clinton,Illinois,Perry
17147,Hillary Clinton,Bernie Sanders,Illinois,Piatt
17149,Bernie Sanders,Hillary Clinton,Illinois,Pike
17151,Bernie Sanders,Jim Webb,Illinois,Pope
17153,Hillary Clinton,Bernie Sanders,Illinois,Pulaski
17155,Bernie Sanders,Hillary Clinton,Illinois,Putnam
17157,Hillary Clinton,Bernie Sanders,Illinois,Randolph
17159,Bernie Sanders,Hillary Clinton,Illinois,Richland
17161,Hillary Clinton,Bernie Sanders,Illinois,Rock Island
17163,Bernie Sanders,Hillary Clinton,Illinois,St Clair
17165,Bernie Sanders,Hillary Clinton,Illinois,Saline
17167,Bernie Sanders,Hillary Clinton,Illinois,Sangamon
17169,Bernie Sanders,Hillary Clinton,Illinois,Schuyler
17171,Hillary Clinton,Bernie Sanders,Illinois,Scott
17173,Hillary Clinton,Bernie Sanders,Illinois,Shelby
17175,Hillary Clinton,Bernie Sanders,Illinois,Stark
17177,Bernie Sanders,Hillary Clinton,Illinois,Stephenson
17179,Bernie Sanders,Hillary Clinton,Illinois,Tazewell
17181,Bernie Sanders,Hillary Clinton,Illinois,Union
17183,Bernie Sanders,Hillary Clinton,Illinois,Vermilion
17185,Bernie Sanders,Hillary Clinton,Illinois,Wabash
17187,Bernie Sanders,Hillary Clinton,Illinois,Warren
17189,Hillary Clinton,Bernie Sanders,Illinois,Washington
17191,Bernie Sanders,Hillary Clinton,Illinois,Wayne
17193,Bernie Sanders,Jim Webb,Illinois,White
17195,Bernie Sanders,Hillary Clinton,Illinois,Whiteside
17197,Hillary Clinton,Bernie Sanders,Illinois,Will
17199,Hillary Clinton,Bernie Sanders,Illinois,Williamson
17201,Bernie Sanders,Hillary Clinton,Illinois,Winnebago
17203,Hillary Clinton,Bernie Sanders,Illinois,Woodford
18001,Bernie Sanders,Hillary Clinton,Indiana,Adams
18003,Bernie Sanders,Hillary Clinton,Indiana,Allen
18005,Bernie Sanders,Hillary Clinton,Indiana,Bartholomew
18007,Hillary Clinton,Bernie Sanders,Indiana,Benton
18009,Bernie Sanders,Hillary Clinton,Indiana,Blackford
18011,Hillary Clinton,Bernie Sanders,Indiana,Boone
18013,Hillary Clinton,Bernie Sanders,Indiana,Brown
18015,Bernie Sanders,Hillary Clinton,Indiana,Carroll
18017,Bernie Sanders,Hillary Clinton,Indiana,Cass
18019,Bernie Sanders,Hillary Clinton,Indiana,Clark
18021,Hillary Clinton,Bernie Sanders,Indiana,Clay
18023,Hillary Clinton,Bernie Sanders,Indiana,Clinton
18025,Hillary Clinton,Bernie Sanders,Indiana,Crawford
18027,Bernie Sanders,Hillary Clinton,Indiana,Daviess
18029,Bernie Sanders,Hillary Clinton,Indiana,Dearborn
18031,Bernie Sanders,Hillary Clinton,Indiana,Decatur
18033,Hillary Clinton,Bernie Sanders,Indiana,De Kalb
18035,Bernie Sanders,Hillary Clinton,Indiana,Delaware
18037,Bernie Sanders,Hillary Clinton,Indiana,Dubois
18039,Hillary Clinton,Bernie Sanders,Indiana,Elkhart
18041,Bernie Sanders,Hillary Clinton,Indiana,Fayette
18043,Bernie Sanders,Hillary Clinton,Indiana,Floyd
18045,Bernie Sanders,Hillary Clinton,Indiana,Fountain
18047,Hillary Clinton,Bernie Sanders,Indiana,Franklin
18049,Bernie Sanders,Hillary Clinton,Indiana,Fulton
18051,Bernie Sanders,Hillary Clinton,Indiana,Gibson
18053,Bernie Sanders,Hillary Clinton,Indiana,Grant
18055,Bernie Sanders,Hillary Clinton,Indiana,Greene
18057,Bernie Sanders,Hillary Clinton,Indiana,Hamilton
18059,Bernie Sanders,Hillary Clinton,Indiana,Hancock
18061,Bernie Sanders,Hillary Clinton,Indiana,Harrison
18063,Bernie Sanders,Hillary Clinton,Indiana,Hendricks
18065,Hillary Clinton,Bernie Sanders,Indiana,Henry
18067,Bernie Sanders,Hillary Clinton,Indiana,Howard
18069,Bernie Sanders,Hillary Clinton,Indiana,Huntington
18071,Bernie Sanders,Hillary Clinton,Indiana,Jackson
18073,Bernie Sanders,Hillary Clinton,Indiana,Jasper
18075,Bernie Sanders,Hillary Clinton,Indiana,Jay
18077,Hillary Clinton,Bernie Sanders,Indiana,Jefferson
18079,Hillary Clinton,Bernie Sanders,Indiana,Jennings
18081,Bernie Sanders,Hillary Clinton,Indiana,Johnson
18083,Bernie Sanders,Hillary Clinton,Indiana,Knox
18085,Hillary Clinton,Bernie Sanders,Indiana,Kosciusko
18087,Hillary Clinton,Bernie Sanders,Indiana,Lagrange
18089,Bernie Sanders,Hillary Clinton,Indiana,Lake
18091,Bernie Sanders,Hillary Clinton,Indiana,La Porte
18093,Hillary Clinton,Bernie Sanders,Indiana,Lawrence
18095,Bernie Sanders,Hillary Clinton,Indiana,Madison
18097,Bernie Sanders,Hillary Clinton,Indiana,Marion
18099,Hillary Clinton,Bernie Sanders,Indiana,Marshall
18101,Hillary Clinton,Bernie Sanders,Indiana,Martin
18103,Hillary Clinton,Bernie Sanders,Indiana,Miami
18105,Bernie Sanders,Hillary Clinton,Indiana,Monroe
18107,Bernie Sanders,Hillary Clinton,Indiana,Montgomery
18109,Bernie Sanders,Hillary Clinton,Indiana,Morgan
18111,Bernie Sanders,Hillary Clinton,Indiana,Newton
18113,Bernie Sanders,Hillary Clinton,Indiana,Noble
18115,Hillary Clinton,Bernie Sanders,Indiana,Ohio
18117,Hillary Clinton,Bernie Sanders,Indiana,Orange
18119,Bernie Sanders,Hillary Clinton,Indiana,Owen
18121,Bernie Sanders,Hillary Clinton,Indiana,Parke
18125,Hillary Clinton,Bernie Sanders,Indiana,Pike
18127,Bernie Sanders,Hillary Clinton,Indiana,Porter
18129,Hillary Clinton,Bernie Sanders,Indiana,Posey
18131,Bernie Sanders,Hillary Clinton,Indiana,Pulaski
18133,Hillary Clinton,Bernie Sanders,Indiana,Putnam
18135,Hillary Clinton,Bernie Sanders,Indiana,Randolph
18137,Hillary Clinton,Bernie Sanders,Indiana,Ripley
18139,Bernie Sanders,Hillary Clinton,Indiana,Rush
18141,Bernie Sanders,Hillary Clinton,Indiana,St Joseph
18143,Bernie Sanders,Hillary Clinton,Indiana,Scott
18145,Bernie Sanders,Hillary Clinton,Indiana,Shelby
18147,Hillary Clinton,Bernie Sanders,Indiana,Spencer
18149,Bernie Sanders,Hillary Clinton,Indiana,Starke
18151,Hillary Clinton,Bernie Sanders,Indiana,Steuben
18153,Bernie Sanders,Hillary Clinton,Indiana,Sullivan
18155,Hillary Clinton,Bernie Sanders,Indiana,Switzerland
18157,Bernie Sanders,Hillary Clinton,Indiana,Tippecanoe
18159,Hillary Clinton,Bernie Sanders,Indiana,Tipton
18161,Bernie Sanders,Hillary Clinton,Indiana,Union
18163,Bernie Sanders,Hillary Clinton,Indiana,Vanderburgh
18165,Bernie Sanders,Hillary Clinton,Indiana,Vermillion
18167,Bernie Sanders,Hillary Clinton,Indiana,Vigo
18169,Bernie Sanders,Hillary Clinton,Indiana,Wabash
18171,Bernie Sanders,Hillary Clinton,Indiana,Warren
18173,Bernie Sanders,Hillary Clinton,Indiana,Warrick
18175,Bernie Sanders,Hillary Clinton,Indiana,Washington
18177,Bernie Sanders,Hillary Clinton,Indiana,Wayne
18179,Hillary Clinton,Bernie Sanders,Indiana,Wells
18181,Hillary Clinton,Bernie Sanders,Indiana,White
18183,Bernie Sanders,Hillary Clinton,Indiana,Whitley
19001,Bernie Sanders,Hillary Clinton,Iowa,Adair
19003,Bernie Sanders,Hillary Clinton,Iowa,Adams
19005,Hillary Clinton,Bernie Sanders,Iowa,Allamakee
19007,Bernie Sanders,Hillary Clinton,Iowa,Appanoose
19009,Hillary Clinton,Bernie Sanders,Iowa,Audubon
19011,Hillary Clinton,Bernie Sanders,Iowa,Benton
19013,Bernie Sanders,Hillary Clinton,Iowa,Black Hawk
19015,Bernie Sanders,Hillary Clinton,Iowa,Boone
19017,Hillary Clinton,Bernie Sanders,Iowa,Bremer
19019,Bernie Sanders,Hillary Clinton,Iowa,Buchanan
19021,Bernie Sanders,Hillary Clinton,Iowa,Buena Vista
19023,Bernie Sanders,Hillary Clinton,Iowa,Butler
19025,Hillary Clinton,Bernie Sanders,Iowa,Calhoun
19027,Hillary Clinton,Bernie Sanders,Iowa,Carroll
19029,Bernie Sanders,Hillary Clinton,Iowa,Cass
19031,Bernie Sanders,Hillary Clinton,Iowa,Cedar
19033,Hillary Clinton,Bernie Sanders,Iowa,Cerro Gordo
19035,Hillary Clinton,Bernie Sanders,Iowa,Cherokee
19037,Hillary Clinton,Bernie Sanders,Iowa,Chickasaw
19039,Hillary Clinton,Bernie Sanders,Iowa,Clarke
19041,Hillary Clinton,Bernie Sanders,Iowa,Clay
19043,Hillary Clinton,Bernie Sanders,Iowa,Clayton
19045,Hillary Clinton,Bernie Sanders,Iowa,Clinton
19047,Hillary Clinton,Bernie Sanders,Iowa,Crawford
19049,Hillary Clinton,Bernie Sanders,Iowa,Dallas
19051,Hillary Clinton,Bernie Sanders,Iowa,Davis
19053,Hillary Clinton,Bernie Sanders,Iowa,Decatur
19055,Bernie Sanders,Hillary Clinton,Iowa,Delaware
19057,Hillary Clinton,Bernie Sanders,Iowa,Des Moines
19059,Hillary Clinton,Bernie Sanders,Iowa,Dickinson
19061,Hillary Clinton,Bernie Sanders,Iowa,Dubuque
19063,Bernie Sanders,Hillary Clinton,Iowa,Emmet
19065,Bernie Sanders,Hillary Clinton,Iowa,Fayette
19067,Bernie Sanders,Hillary Clinton,Iowa,Floyd
19069,Hillary Clinton,Bernie Sanders,Iowa,Franklin
19071,Hillary Clinton,Bernie Sanders,Iowa,Fremont
19073,Hillary Clinton,Bernie Sanders,Iowa,Greene
19075,Hillary Clinton,Bernie Sanders,Iowa,Grundy
19077,Bernie Sanders,Hillary Clinton,Iowa,Guthrie
19079,Bernie Sanders,Hillary Clinton,Iowa,Hamilton
19081,Bernie Sanders,Hillary Clinton,Iowa,Hancock
19083,Hillary Clinton,Bernie Sanders,Iowa,Hardin
19085,Hillary Clinton,Bernie Sanders,Iowa,Harrison
19087,Hillary Clinton,Bernie Sanders,Iowa,Henry
19089,Hillary Clinton,Bernie Sanders,Iowa,Howard
19091,Bernie Sanders,Hillary Clinton,Iowa,Humboldt
19093,Hillary Clinton,Bernie Sanders,Iowa,Ida
19095,Bernie Sanders,Hillary Clinton,Iowa,Iowa
19097,Hillary Clinton,Bernie Sanders,Iowa,Jackson
19099,Bernie Sanders,Hillary Clinton,Iowa,Jasper
19101,Bernie Sanders,Hillary Clinton,Iowa,Jefferson
19103,Hillary Clinton,Bernie Sanders,Iowa,Johnson
19105,Bernie Sanders,Hillary Clinton,Iowa,Jones
19107,Bernie Sanders,Hillary Clinton,Iowa,Keokuk
19109,Bernie Sanders,Hillary Clinton,Iowa,Kossuth
19111,Bernie Sanders,Hillary Clinton,Iowa,Lee
19113,Bernie Sanders,Hillary Clinton,Iowa,Linn
19115,Hillary Clinton,Bernie Sanders,Iowa,Louisa
19117,Bernie Sanders,Hillary Clinton,Iowa,Lucas
19119,Bernie Sanders,Hillary Clinton,Iowa,Lyon
19121,Hillary Clinton,Bernie Sanders,Iowa,Madison
19123,Hillary Clinton,Bernie Sanders,Iowa,Mahaska
19125,Bernie Sanders,Hillary Clinton,Iowa,Marion
19127,Bernie Sanders,Hillary Clinton,Iowa,Marshall
19129,Hillary Clinton,Bernie Sanders,Iowa,Mills
19131,Bernie Sanders,Hillary Clinton,Iowa,Mitchell
19133,Hillary Clinton,Bernie Sanders,Iowa,Monona
19135,Bernie Sanders,Hillary Clinton,Iowa,Monroe
19137,Hillary Clinton,Bernie Sanders,Iowa,Montgomery
19139,Bernie Sanders,Hillary Clinton,Iowa,Muscatine
19141,Bernie Sanders,Hillary Clinton,Iowa,Obrien
19143,Hillary Clinton,Bernie Sanders,Iowa,Osceola
19145,Bernie Sanders,Hillary Clinton,Iowa,Page
19147,Bernie Sanders,Hillary Clinton,Iowa,Palo Alto
19149,Hillary Clinton,Bernie Sanders,Iowa,Plymouth
19151,Bernie Sanders,Hillary Clinton,Iowa,Pocahontas
19153,Bernie Sanders,Hillary Clinton,Iowa,Polk
19155,Bernie Sanders,Hillary Clinton,Iowa,Pottawattamie
19157,Bernie Sanders,Hillary Clinton,Iowa,Poweshiek
19159,Hillary Clinton,Bernie Sanders,Iowa,Ringgold
19161,Bernie Sanders,Hillary Clinton,Iowa,Sac
19163,Bernie Sanders,Hillary Clinton,Iowa,Scott
19165,Hillary Clinton,Bernie Sanders,Iowa,Shelby
19167,Bernie Sanders,Hillary Clinton,Iowa,Sioux
19169,Bernie Sanders,Hillary Clinton,Iowa,Story
19171,Hillary Clinton,Bernie Sanders,Iowa,Tama
19173,Hillary Clinton,Bernie Sanders,Iowa,Taylor
19175,Hillary Clinton,Bernie Sanders,Iowa,Union
19177,Hillary Clinton,Bernie Sanders,Iowa,Van Buren
19179,Bernie Sanders,Hillary Clinton,Iowa,Wapello
19181,Hillary Clinton,Bernie Sanders,Iowa,Warren
19183,Bernie Sanders,Hillary Clinton,Iowa,Washington
19185,Hillary Clinton,Bernie Sanders,Iowa,Wayne
19187,Hillary Clinton,Bernie Sanders,Iowa,Webster
19189,Hillary Clinton,Bernie Sanders,Iowa,Winnebago
19191,Hillary Clinton,Bernie Sanders,Iowa,Winneshiek
19193,Bernie Sanders,Hillary Clinton,Iowa,Woodbury
19195,Bernie Sanders,Hillary Clinton,Iowa,Worth
19197,Bernie Sanders,Hillary Clinton,Iowa,Wright
20001,Bernie Sanders,Hillary Clinton,Kansas,Allen
20003,Hillary Clinton,Bernie Sanders,Kansas,Anderson
20005,Bernie Sanders,Hillary Clinton,Kansas,Atchison
20007,Hillary Clinton,Bernie Sanders,Kansas,Barber
20009,Hillary Clinton,Bernie Sanders,Kansas,Barton
20011,Hillary Clinton,Bernie Sanders,Kansas,Bourbon
20013,Bernie Sanders,Hillary Clinton,Kansas,Brown
20015,Hillary Clinton,Bernie Sanders,Kansas,Butler
20017,Bernie Sanders,Hillary Clinton,Kansas,Chase
20021,Bernie Sanders,Hillary Clinton,Kansas,Cherokee
20023,Bernie Sanders,Hillary Clinton,Kansas,Cheyenne
20025,Hillary Clinton,Bernie Sanders,Kansas,Clark
20027,Bernie Sanders,Hillary Clinton,Kansas,Clay
20029,Bernie Sanders,Hillary Clinton,Kansas,Cloud
20031,Bernie Sanders,Hillary Clinton,Kansas,Coffey
20033,Hillary Clinton,Bernie Sanders,Kansas,Comanche
20035,Bernie Sanders,Hillary Clinton,Kansas,Cowley
20037,Hillary Clinton,Bernie Sanders,Kansas,Crawford
20039,Hillary Clinton,Bernie Sanders,Kansas,Decatur
20041,Bernie Sanders,Hillary Clinton,Kansas,Dickinson
20043,Hillary Clinton,Bernie Sanders,Kansas,Doniphan
20045,Hillary Clinton,Bernie Sanders,Kansas,Douglas
20049,Bernie Sanders,Hillary Clinton,Kansas,Elk
20051,Bernie Sanders,Hillary Clinton,Kansas,Ellis
20053,Hillary Clinton,Bernie Sanders,Kansas,Ellsworth
20055,Hillary Clinton,Bernie Sanders,Kansas,Finney
20057,Hillary Clinton,Bernie Sanders,Kansas,Ford
20059,Bernie Sanders,Hillary Clinton,Kansas,Franklin
20061,Hillary Clinton,Bernie Sanders,Kansas,Geary
20067,Hillary Clinton,Bernie Sanders,Kansas,Grant
20069,Hillary Clinton,Bernie Sanders,Kansas,Gray
20071,Hillary Clinton,Bernie Sanders,Kansas,Greeley
20073,Bernie Sanders,Hillary Clinton,Kansas,Greenwood
20075,Hillary Clinton,No Data,Kansas,Hamilton
20077,Bernie Sanders,Hillary Clinton,Kansas,Harper
20079,Bernie Sanders,Hillary Clinton,Kansas,Harvey
20081,Hillary Clinton,Bernie Sanders,Kansas,Haskell
20083,Bernie Sanders,Hillary Clinton,Kansas,Hodgeman
20085,Bernie Sanders,Hillary Clinton,Kansas,Jackson
20087,Bernie Sanders,Hillary Clinton,Kansas,Jefferson
20089,Bernie Sanders,No Data,Kansas,Jewell
20091,Hillary Clinton,Bernie Sanders,Kansas,Johnson
