"Search interest in the UK in Taylor Swift, Ed Sheeran, and BTS, in the 24 hours around the 2018 Billboard Music Awards",,,
"Data broken down by every sixteen minutes. Numbers indexed from 0 to 100, where 100 means the highest search interest, 50 is half the interest of 100, and so on.",,,
,,,
Time,Taylor Swift,Ed Sheeran,BTS
May 20 2018 9:48			1469.519416			2992.535201			2343.402009,,,
May 20 2018 10:04			1200.940971			3918.519759			2034.697766,,,
May 20 2018 10:20			1954.013704			3228.546784			2119.668561,,,
May 20 2018 10:36			1620.019195			3105.685943			2147.629257,,,
May 20 2018 10:52			1607.200695			3187.070736			2478.485761,,,
May 20 2018 11:08			1754.049794			3245.57534			2132.341406,,,
May 20 2018 11:24			1431.809138			2788.472153			2603.271621,,,
May 20 2018 11:40			1319.4726			3305.617105			2057.982745,,,
May 20 2018 11:56			1274.172662			3242.388202			2372.823295,,,
May 20 2018 12:12			1477.17227			3499.458963			2692.725452,,,
May 20 2018 12:28			1269.092411			2930.614414			2610.397563,,,
May 20 2018 12:44			1183.245803			2919.157664			2346.917847,,,
May 20 2018 13:00			1494.890204			3122.248881			2244.571541,,,
May 20 2018 13:16			1157.805573			3201.39053			2319.89692,,,
May 20 2018 13:32			1209.03577			2934.720581			2604.801424,,,
May 20 2018 13:48			1381.089045			3149.222385			2493.025701,,,
May 20 2018 14:04			1332.785317			3088.768604			2533.376332,,,
May 20 2018 14:20			1305.660647			2791.236811			2427.86484,,,
May 20 2018 14:36			1299.142476			2884.615072			2549.669833,,,
May 20 2018 14:52			1428.127112			3713.344603			2440.747556,,,
May 20 2018 15:08			1192.630415			3507.414218			2299.084305,,,
May 20 2018 15:24			1146.574369			3879.813579			2393.17949,,,
May 20 2018 15:40			1123.148549			3061.300633			2279.524878,,,
May 20 2018 15:56			1228.25863			3377.972957			2508.614771,,,
May 20 2018 16:12			1110.840938			3169.601891			2735.13832,,,
May 20 2018 16:28			1415.709423			3241.143761			2407.350399,,,
May 20 2018 16:44			1361.731264			3833.621163			2324.541394,,,
