"Top searched candidate by county, 11/14/15 to 11/18/15",,,
FIPS,County,State,Top Democrat
26121,Muskegon,Michigan,Bernie Sanders
39119,Muskingum,Ohio,Martin O'Maley
40101,Muskogee,Oklahoma,Hillary Clinton
30065,Musselshell,Montana,Hillary Clinton
48347,Nacogdoches,Texas,Bernie Sanders
31125,Nance,Nebraska,Hillary Clinton
25019,Nantucket,Massachusetts,Bernie Sanders
6055,Napa,California,Hillary Clinton
37127,Nash,North Carolina,Martin O'Maley
12089,Nassau,Florida,Hillary Clinton
36059,Nassau,New York,Bernie Sanders
22069,Natchitoches,Louisiana,Hillary Clinton
56025,Natrona,Wyoming,Hillary Clinton
4017,Navajo,Arizona,Hillary Clinton
48349,Navarro,Texas,Bernie Sanders
21179,Nelson,Kentucky,Bernie Sanders
38063,Nelson,North Dakota,Hillary Clinton
51125,Nelson,Virginia,Hillary Clinton
20131,Nemaha,Kansas,Hillary Clinton
31127,Nemaha,Nebraska,Hillary Clinton
20133,Neosho,Kansas,Bernie Sanders
28099,Neshoba,Mississippi,Hillary Clinton
5099,Nevada,Arkansas,Hillary Clinton
6057,Nevada,California,Bernie Sanders
10003,New Castle,Delaware,Bernie Sanders
37129,New Hanover,North Carolina,Hillary Clinton
9009,New Haven,Connecticut,Hillary Clinton
51127,New Kent,Virginia,Hillary Clinton
9011,New London,Connecticut,Bernie Sanders
29143,New Madrid,Missouri,Hillary Clinton
36061,New York,New York,Hillary Clinton
26123,Newaygo,Michigan,Bernie Sanders
45071,Newberry,South Carolina,Bernie Sanders
44005,Newport,Rhode Island,Bernie Sanders
51700,Newport News City,Virginia,Bernie Sanders
13217,Newton,Georgia,Bernie Sanders
18111,Newton,Indiana,Hillary Clinton
28101,Newton,Mississippi,Hillary Clinton
29145,Newton,Missouri,Bernie Sanders
48351,Newton,Texas,Hillary Clinton
36063,Niagara,New York,Bernie Sanders
54067,Nicholas,West Virginia,Hillary Clinton
27103,Nicollet,Minnesota,Bernie Sanders
18113,Noble,Indiana,Hillary Clinton
40103,Noble,Oklahoma,Hillary Clinton
27105,Nobles,Minnesota,Hillary Clinton
29147,Nodaway,Missouri,Bernie Sanders
48353,Nolan,Texas,Hillary Clinton
2180,Nome,Alaska,Hillary Clinton
25021,Norfolk,Massachusetts,Bernie Sanders
51710,Norfolk City,Virginia,Bernie Sanders
27107,Norman,Minnesota,Bernie Sanders
2185,North Slope,Alaska,Bernie Sanders
37131,Northampton,North Carolina,Hillary Clinton
42095,Northampton,Pennsylvania,Bernie Sanders
51131,Northampton,Virginia,Bernie Sanders
42097,Northumberland,Pennsylvania,Bernie Sanders
51133,Northumberland,Virginia,Hillary Clinton
20137,Norton,Kansas,Bernie Sanders
51720,Norton City,Virginia,Bernie Sanders
51135,Nottoway,Virginia,Bernie Sanders
31129,Nuckolls,Nebraska,Hillary Clinton
48355,Nueces,Texas,Hillary Clinton
32023,Nye,Nevada,Hillary Clinton
26125,Oakland,Michigan,Bernie Sanders
47131,Obion,Tennessee,Bernie Sanders
19141,Obrien,Iowa,Hillary Clinton
34029,Ocean,New Jersey,Bernie Sanders
26127,Oceana,Michigan,Bernie Sanders
48357,Ochiltree,Texas,Bernie Sanders
13219,Oconee,Georgia,Hillary Clinton
45073,Oconee,South Carolina,Hillary Clinton
55083,Oconto,Wisconsin,Hillary Clinton
26129,Ogemaw,Michigan,Bernie Sanders
17141,Ogle,Illinois,Bernie Sanders
13221,Oglethorpe,Georgia,Hillary Clinton
18115,Ohio,Indiana,Bernie Sanders
21183,Ohio,Kentucky,Hillary Clinton
54069,Ohio,West Virginia,Martin O'Maley
12091,Okaloosa,Florida,Bernie Sanders
53047,Okanogan,Washington,Bernie Sanders
12093,Okeechobee,Florida,Hillary Clinton
40107,Okfuskee,Oklahoma,Hillary Clinton
40109,Oklahoma,Oklahoma,Hillary Clinton
40111,Okmulgee,Oklahoma,Bernie Sanders
28105,Oktibbeha,Mississippi,Bernie Sanders
21185,Oldham,Kentucky,Hillary Clinton
27109,Olmsted,Minnesota,Bernie Sanders
16071,Oneida,Idaho,Bernie Sanders
36065,Oneida,New York,Hillary Clinton
55085,Oneida,Wisconsin,Bernie Sanders
36067,Onondaga,New York,Bernie Sanders
37133,Onslow,North Carolina,Hillary Clinton
36069,Ontario,New York,Bernie Sanders
6059,Orange,California,Hillary Clinton
12095,Orange,Florida,Bernie Sanders
18117,Orange,Indiana,Bernie Sanders
36071,Orange,New York,Bernie Sanders
37135,Orange,North Carolina,Bernie Sanders
48361,Orange,Texas,Hillary Clinton
50017,Orange,Vermont,Bernie Sanders
51137,Orange,Virginia,Bernie Sanders
45075,Orangeburg,South Carolina,Hillary Clinton
29149,Oregon,Missouri,Bernie Sanders
22071,Orleans,Louisiana,Bernie Sanders
36073,Orleans,New York,Hillary Clinton
50019,Orleans,Vermont,Bernie Sanders
20139,Osage,Kansas,Bernie Sanders
40113,Osage,Oklahoma,Hillary Clinton
20141,Osborne,Kansas,Hillary Clinton
12097,Osceola,Florida,Bernie Sanders
19143,Osceola,Iowa,Bernie Sanders
26133,Osceola,Michigan,Bernie Sanders
26135,Oscoda,Michigan,Hillary Clinton
36075,Oswego,New York,Bernie Sanders
8089,Otero,Colorado,Hillary Clinton
35035,Otero,New Mexico,Hillary Clinton
31131,Otoe,Nebraska,Bernie Sanders
26137,Otsego,Michigan,Bernie Sanders
36077,Otsego,New York,Bernie Sanders
20143,Ottawa,Kansas,Bernie Sanders
26139,Ottawa,Michigan,Hillary Clinton
39123,Ottawa,Ohio,Hillary Clinton
40115,Ottawa,Oklahoma,Hillary Clinton
27111,Otter Tail,Minnesota,Bernie Sanders
5103,Ouachita,Arkansas,Bernie Sanders
22073,Ouachita,Louisiana,Hillary Clinton
8091,Ouray,Colorado,Hillary Clinton
55087,Outagamie,Wisconsin,Bernie Sanders
47133,Overton,Tennessee,Bernie Sanders
21187,Owen,Kentucky,Bernie Sanders
21189,Owsley,Kentucky,Hillary Clinton
16073,Owyhee,Idaho,Bernie Sanders
23017,Oxford,Maine,Bernie Sanders
29153,Ozark,Missouri,Bernie Sanders
55089,Ozaukee,Wisconsin,Bernie Sanders
53049,Pacific,Washington,Bernie Sanders
19145,Page,Iowa,Hillary Clinton
51139,Page,Virginia,Hillary Clinton
12099,Palm Beach,Florida,Bernie Sanders
19147,Palo Alto,Iowa,Bernie Sanders
48363,Palo Pinto,Texas,Hillary Clinton
37137,Pamlico,North Carolina,Hillary Clinton
28107,Panola,Mississippi,Hillary Clinton
48365,Panola,Texas,Bernie Sanders
8093,Park,Colorado,Bernie Sanders
30067,Park,Montana,Bernie Sanders
56029,Park,Wyoming,Hillary Clinton
18121,Parke,Indiana,Bernie Sanders
48367,Parker,Texas,Hillary Clinton
48369,Parmer,Texas,Bernie Sanders
12101,Pasco,Florida,Bernie Sanders
37139,Pasquotank,North Carolina,Hillary Clinton
34031,Passaic,New Jersey,Bernie Sanders
51141,Patrick,Virginia,Bernie Sanders
13223,Paulding,Georgia,Hillary Clinton
39125,Paulding,Ohio,Hillary Clinton
20145,Pawnee,Kansas,Hillary Clinton
31133,Pawnee,Nebraska,Hillary Clinton
16075,Payette,Idaho,Bernie Sanders
40119,Payne,Oklahoma,Hillary Clinton
13225,Peach,Georgia,Hillary Clinton
28109,Pearl River,Mississippi,Hillary Clinton
48371,Pecos,Texas,Hillary Clinton
38067,Pembina,North Dakota,Hillary Clinton
29155,Pemiscot,Missouri,Hillary Clinton
53051,Pend Oreille,Washington,Bernie Sanders
37141,Pender,North Carolina,Bernie Sanders
21191,Pendleton,Kentucky,Bernie Sanders
27113,Pennington,Minnesota,Hillary Clinton
46103,Pennington,South Dakota,Bernie Sanders
23019,Penobscot,Maine,Hillary Clinton
17143,Peoria,Illinois,Hillary Clinton
55091,Pepin,Wisconsin,Hillary Clinton
46105,Perkins,South Dakota,Hillary Clinton
37143,Perquimans,North Carolina,Hillary Clinton
17145,Perry,Illinois,Bernie Sanders
21193,Perry,Kentucky,Bernie Sanders
28111,Perry,Mississippi,Hillary Clinton
29157,Perry,Missouri,Hillary Clinton
39127,Perry,Ohio,Bernie Sanders
42099,Perry,Pennsylvania,Hillary Clinton
47135,Perry,Tennessee,Hillary Clinton
32027,Pershing,Nevada,Hillary Clinton
37145,Person,North Carolina,Bernie Sanders
51730,Petersburg City,Virginia,Bernie Sanders
29159,Pettis,Missouri,Bernie Sanders
29161,Phelps,Missouri,Bernie Sanders
31137,Phelps,Nebraska,Bernie Sanders
42101,Philadelphia,Pennsylvania,Bernie Sanders
5107,Phillips,Arkansas,Bernie Sanders
8095,Phillips,Colorado,Bernie Sanders
20147,Phillips,Kansas,Hillary Clinton
30071,Phillips,Montana,Hillary Clinton
17147,Piatt,Illinois,Hillary Clinton
39129,Pickaway,Ohio,Hillary Clinton
1107,Pickens,Alabama,Hillary Clinton
45077,Pickens,South Carolina,Hillary Clinton
47137,Pickett,Tennessee,Hillary Clinton
13229,Pierce,Georgia,Bernie Sanders
31139,Pierce,Nebraska,Hillary Clinton
53053,Pierce,Washington,Bernie Sanders
55093,Pierce,Wisconsin,Hillary Clinton
1109,Pike,Alabama,Bernie Sanders
5109,Pike,Arkansas,Bernie Sanders
13231,Pike,Georgia,Bernie Sanders
17149,Pike,Illinois,Hillary Clinton
18125,Pike,Indiana,Bernie Sanders
21195,Pike,Kentucky,Hillary Clinton
28113,Pike,Mississippi,Bernie Sanders
29163,Pike,Missouri,Bernie Sanders
39131,Pike,Ohio,Hillary Clinton
42103,Pike,Pennsylvania,Bernie Sanders
4019,Pima,Arizona,Bernie Sanders
4021,Pinal,Arizona,Bernie Sanders
27115,Pine,Minnesota,Bernie Sanders
12103,Pinellas,Florida,Hillary Clinton
27117,Pipestone,Minnesota,Hillary Clinton
23021,Piscataquis,Maine,Bernie Sanders
8097,Pitkin,Colorado,Bernie Sanders
37147,Pitt,North Carolina,Bernie Sanders
40121,Pittsburg,Oklahoma,Hillary Clinton
51143,Pittsylvania,Virginia,Hillary Clinton
6061,Placer,California,Bernie Sanders
22075,Plaquemines,Louisiana,Hillary Clinton
29165,Platte,Missouri,Bernie Sanders
31141,Platte,Nebraska,Bernie Sanders
56031,Platte,Wyoming,Hillary Clinton
6063,Plumas,California,Bernie Sanders
19149,Plymouth,Iowa,Bernie Sanders
25023,Plymouth,Massachusetts,Bernie Sanders
19151,Pocahontas,Iowa,Bernie Sanders
54075,Pocahontas,West Virginia,Hillary Clinton
5111,Poinsett,Arkansas,Hillary Clinton
22077,Pointe Coupee,Louisiana,Bernie Sanders
5113,Polk,Arkansas,Hillary Clinton
12105,Polk,Florida,Bernie Sanders
13233,Polk,Georgia,Bernie Sanders
19153,Polk,Iowa,Bernie Sanders
27119,Polk,Minnesota,Bernie Sanders
29167,Polk,Missouri,Hillary Clinton
31143,Polk,Nebraska,Bernie Sanders
37149,Polk,North Carolina,Bernie Sanders
41053,Polk,Oregon,Bernie Sanders
47139,Polk,Tennessee,Bernie Sanders
48373,Polk,Texas,Bernie Sanders
55095,Polk,Wisconsin,Bernie Sanders
30073,Pondera,Montana,Bernie Sanders
28115,Pontotoc,Mississippi,Bernie Sanders
40123,Pontotoc,Oklahoma,Hillary Clinton
5115,Pope,Arkansas,Hillary Clinton
17151,Pope,Illinois,Hillary Clinton
27121,Pope,Minnesota,Hillary Clinton
51735,Poquoson City,Virginia,Bernie Sanders
39133,Portage,Ohio,Bernie Sanders
55097,Portage,Wisconsin,Bernie Sanders
18127,Porter,Indiana,Hillary Clinton
51740,Portsmouth City,Virginia,Hillary Clinton
18129,Posey,Indiana,Bernie Sanders
20149,Pottawatomie,Kansas,Hillary Clinton
40125,Pottawatomie,Oklahoma,Hillary Clinton
19155,Pottawattamie,Iowa,Hillary Clinton
42105,Potter,Pennsylvania,Bernie Sanders
46107,Potter,South Dakota,Hillary Clinton
48375,Potter,Texas,Hillary Clinton
21197,Powell,Kentucky,Bernie Sanders
19157,Poweshiek,Iowa,Bernie Sanders
51145,Powhatan,Virginia,Bernie Sanders
5117,Prairie,Arkansas,Bernie Sanders
20151,Pratt,Kansas,Hillary Clinton
39135,Preble,Ohio,Hillary Clinton
28117,Prentiss,Mississippi,Hillary Clinton
48377,Presidio,Texas,Hillary Clinton
26141,Presque Isle,Michigan,Hillary Clinton
54077,Preston,West Virginia,Bernie Sanders
55099,Price,Wisconsin,Bernie Sanders
51147,Prince Edward,Virginia,Bernie Sanders
51149,Prince George,Virginia,Hillary Clinton
24033,Prince Georges,Maryland,Bernie Sanders
2201,Prince Wales Ketchikan,Alaska,Hillary Clinton
51153,Prince William,Virginia,Hillary Clinton
44007,Providence,Rhode Island,Bernie Sanders
8099,Prowers,Colorado,Hillary Clinton
8101,Pueblo,Colorado,Hillary Clinton
5119,Pulaski,Arkansas,Bernie Sanders
13235,Pulaski,Georgia,Hillary Clinton
17153,Pulaski,Illinois,Bernie Sanders
18131,Pulaski,Indiana,Bernie Sanders
21199,Pulaski,Kentucky,Bernie Sanders
29169,Pulaski,Missouri,Bernie Sanders
51155,Pulaski,Virginia,Bernie Sanders
40127,Pushmataha,Oklahoma,Hillary Clinton
12107,Putnam,Florida,Hillary Clinton
13237,Putnam,Georgia,Hillary Clinton
17155,Putnam,Illinois,Hillary Clinton
18133,Putnam,Indiana,Hillary Clinton
29171,Putnam,Missouri,Hillary Clinton
36079,Putnam,New York,Hillary Clinton
39137,Putnam,Ohio,Hillary Clinton
47141,Putnam,Tennessee,Hillary Clinton
54079,Putnam,West Virginia,Bernie Sanders
35037,Quay,New Mexico,Hillary Clinton
24035,Queen Annes,Maryland,Hillary Clinton
13239,Quitman,Georgia,Bernie Sanders
28119,Quitman,Mississippi,Bernie Sanders
13241,Rabun,Georgia,Bernie Sanders
55101,Racine,Wisconsin,Bernie Sanders
51750,Radford,Virginia,Bernie Sanders
48379,Rains,Texas,Hillary Clinton
54081,Raleigh,West Virginia,Hillary Clinton
29173,Ralls,Missouri,Bernie Sanders
27123,Ramsey,Minnesota,Hillary Clinton
38071,Ramsey,North Dakota,Hillary Clinton
48381,Randall,Texas,Hillary Clinton
1111,Randolph,Alabama,Hillary Clinton
5121,Randolph,Arkansas,Bernie Sanders
13243,Randolph,Georgia,Bernie Sanders
17157,Randolph,Illinois,Hillary Clinton
18135,Randolph,Indiana,Hillary Clinton
29175,Randolph,Missouri,Bernie Sanders
37151,Randolph,North Carolina,Hillary Clinton
54083,Randolph,West Virginia,Bernie Sanders
28121,Rankin,Mississippi,Hillary Clinton
38073,Ransom,North Dakota,Bernie Sanders
22079,Rapides,Louisiana,Hillary Clinton
51157,Rappahannock,Virginia,Bernie Sanders
30081,Ravalli,Montana,Hillary Clinton
20153,Rawlins,Kansas,Hillary Clinton
29177,Ray,Missouri,Bernie Sanders
48383,Reagan,Texas,Martin O'Maley
48385,Real,Texas,Bernie Sanders
27125,Red Lake,Minnesota,Bernie Sanders
22081,Red River,Louisiana,Hillary Clinton
48387,Red River,Texas,Bernie Sanders
31145,Red Willow,Nebraska,Hillary Clinton
27127,Redwood,Minnesota,Bernie Sanders
48391,Refugio,Texas,Bernie Sanders
20155,Reno,Kansas,Hillary Clinton
36083,Rensselaer,New York,Bernie Sanders
27129,Renville,Minnesota,Hillary Clinton
38075,Renville,North Dakota,Bernie Sanders
20157,Republic,Kansas,Hillary Clinton
29179,Reynolds,Missouri,Hillary Clinton
47143,Rhea,Tennessee,Bernie Sanders
20159,Rice,Kansas,Hillary Clinton
27131,Rice,Minnesota,Bernie Sanders
49033,Rich,Utah,Hillary Clinton
31147,Richardson,Nebraska,Bernie Sanders
17159,Richland,Illinois,Bernie Sanders
22083,Richland,Louisiana,Hillary Clinton
30083,Richland,Montana,Hillary Clinton
38077,Richland,North Dakota,Bernie Sanders
39139,Richland,Ohio,Hillary Clinton
45079,Richland,South Carolina,Bernie Sanders
55103,Richland,Wisconsin,Hillary Clinton
13245,Richmond,Georgia,Bernie Sanders
37153,Richmond,North Carolina,Hillary Clinton
51159,Richmond,Virginia,Hillary Clinton
20161,Riley,Kansas,Bernie Sanders
19159,Ringgold,Iowa,Hillary Clinton
35039,Rio Arriba,New Mexico,Bernie Sanders
8103,Rio Blanco,Colorado,Hillary Clinton
8105,Rio Grande,Colorado,Bernie Sanders
18137,Ripley,Indiana,Bernie Sanders
29181,Ripley,Missouri,Bernie Sanders
54085,Ritchie,West Virginia,Bernie Sanders
6065,Riverside,California,Hillary Clinton
47145,Roane,Tennessee,Hillary Clinton
54087,Roane,West Virginia,Bernie Sanders
51161,Roanoke,Virginia,Hillary Clinton
46109,Roberts,South Dakota,Hillary Clinton
47147,Robertson,Tennessee,Bernie Sanders
48395,Robertson,Texas,Hillary Clinton
37155,Robeson,North Carolina,Hillary Clinton
27133,Rock,Minnesota,Hillary Clinton
55105,Rock,Wisconsin,Bernie Sanders
17161,Rock Island,Illinois,Hillary Clinton
51163,Rockbridge,Virginia,Hillary Clinton
21203,Rockcastle,Kentucky,Hillary Clinton
13247,Rockdale,Georgia,Hillary Clinton
33015,Rockingham,New Hampshire,Bernie Sanders
37157,Rockingham,North Carolina,Hillary Clinton
51165,Rockingham,Virginia,Hillary Clinton
36087,Rockland,New York,Bernie Sanders
48397,Rockwall,Texas,Hillary Clinton
40129,Roger Mills,Oklahoma,Bernie Sanders
40131,Rogers,Oklahoma,Bernie Sanders
38079,Rolette,North Dakota,Hillary Clinton
20163,Rooks,Kansas,Bernie Sanders
30085,Roosevelt,Montana,Hillary Clinton
35041,Roosevelt,New Mexico,Bernie Sanders
26143,Roscommon,Michigan,Hillary Clinton
27135,Roseau,Minnesota,Bernie Sanders
30087,Rosebud,Montana,Hillary Clinton
39141,Ross,Ohio,Hillary Clinton
8107,Routt,Colorado,Hillary Clinton
21205,Rowan,Kentucky,Bernie Sanders
37159,Rowan,North Carolina,Hillary Clinton
48399,Runnels,Texas,Bernie Sanders
18139,Rush,Indiana,Hillary Clinton
20165,Rush,Kansas,Bernie Sanders
48401,Rusk,Texas,Hillary Clinton
55107,Rusk,Wisconsin,Bernie Sanders
1113,Russell,Alabama,Bernie Sanders
20167,Russell,Kansas,Hillary Clinton
21207,Russell,Kentucky,Bernie Sanders
51167,Russell,Virginia,Hillary Clinton
37161,Rutherford,North Carolina,Hillary Clinton
47149,Rutherford,Tennessee,Bernie Sanders
50021,Rutland,Vermont,Bernie Sanders
22085,Sabine,Louisiana,Hillary Clinton
19161,Sac,Iowa,Bernie Sanders
6067,Sacramento,California,Hillary Clinton
23023,Sagadahoc,Maine,Bernie Sanders
26145,Saginaw,Michigan,Bernie Sanders
8109,Saguache,Colorado,Bernie Sanders
34033,Salem,New Jersey,Hillary Clinton
5125,Saline,Arkansas,Hillary Clinton
17165,Saline,Illinois,Bernie Sanders
20169,Saline,Kansas,Bernie Sanders
29195,Saline,Missouri,Bernie Sanders
31151,Saline,Nebraska,Hillary Clinton
49035,Salt Lake,Utah,Bernie Sanders
45081,Saluda,South Carolina,Bernie Sanders
37163,Sampson,North Carolina,Hillary Clinton
6069,San Benito,California,Hillary Clinton
6071,San Bernardino,California,Bernie Sanders
6073,San Diego,California,Hillary Clinton
6075,San Francisco,California,Bernie Sanders
48407,San Jacinto,Texas,Bernie Sanders
6077,San Joaquin,California,Hillary Clinton
8111,San Juan,Colorado,Bernie Sanders
35045,San Juan,New Mexico,Hillary Clinton
49037,San Juan,Utah,Hillary Clinton
53055,San Juan,Washington,Hillary Clinton
6079,San Luis Obispo,California,Hillary Clinton
6081,San Mateo,California,Hillary Clinton
8113,San Miguel,Colorado,Bernie Sanders
35047,San Miguel,New Mexico,Bernie Sanders
48409,San Patricio,Texas,Bernie Sanders
48411,San Saba,Texas,Hillary Clinton
30089,Sanders,Montana,Bernie Sanders
35043,Sandoval,New Mexico,Bernie Sanders
39143,Sandusky,Ohio,Bernie Sanders
17167,Sangamon,Illinois,Bernie Sanders
26151,Sanilac,Michigan,Bernie Sanders
49039,Sanpete,Utah,Bernie Sanders
6083,Santa Barbara,California,Bernie Sanders
6085,Santa Clara,California,Bernie Sanders
4023,Santa Cruz,Arizona,Hillary Clinton
6087,Santa Cruz,California,Bernie Sanders
35049,Santa Fe,New Mexico,Hillary Clinton
12113,Santa Rosa,Florida,Hillary Clinton
12115,Sarasota,Florida,Hillary Clinton
36091,Saratoga,New York,Bernie Sanders
38081,Sargent,North Dakota,Bernie Sanders
31153,Sarpy,Nebraska,Hillary Clinton
55111,Sauk,Wisconsin,Bernie Sanders
31155,Saunders,Nebraska,Hillary Clinton
55113,Sawyer,Wisconsin,Hillary Clinton
36093,Schenectady,New York,Bernie Sanders
48413,Schleicher,Texas,Hillary Clinton
36095,Schoharie,New York,Bernie Sanders
26153,Schoolcraft,Michigan,Hillary Clinton
17169,Schuyler,Illinois,Hillary Clinton
29197,Schuyler,Missouri,Hillary Clinton
36097,Schuyler,New York,Bernie Sanders
42107,Schuylkill,Pennsylvania,Bernie Sanders
39145,Scioto,Ohio,Bernie Sanders
29199,Scotland,Missouri,Hillary Clinton
37165,Scotland,North Carolina,Hillary Clinton
5127,Scott,Arkansas,Hillary Clinton
17171,Scott,Illinois,Hillary Clinton
18143,Scott,Indiana,Bernie Sanders
19163,Scott,Iowa,Bernie Sanders
20171,Scott,Kansas,Hillary Clinton
21209,Scott,Kentucky,Hillary Clinton
27139,Scott,Minnesota,Bernie Sanders
28123,Scott,Mississippi,Bernie Sanders
29201,Scott,Missouri,Bernie Sanders
47151,Scott,Tennessee,Hillary Clinton
51169,Scott,Virginia,Bernie Sanders
31157,Scotts Bluff,Nebraska,Hillary Clinton
13251,Screven,Georgia,Bernie Sanders
48415,Scurry,Texas,Bernie Sanders
5129,Searcy,Arkansas,Hillary Clinton
5131,Sebastian,Arkansas,Hillary Clinton
8115,Sedgwick,Colorado,Hillary Clinton
20173,Sedgwick,Kansas,Hillary Clinton
12117,Seminole,Florida,Hillary Clinton
40133,Seminole,Oklahoma,Bernie Sanders
36099,Seneca,New York,Hillary Clinton
39147,Seneca,Ohio,Bernie Sanders
47153,Sequatchie,Tennessee,Hillary Clinton
40135,Sequoyah,Oklahoma,Bernie Sanders
5133,Sevier,Arkansas,Bernie Sanders
47155,Sevier,Tennessee,Bernie Sanders
49041,Sevier,Utah,Hillary Clinton
20175,Seward,Kansas,Bernie Sanders
31159,Seward,Nebraska,Hillary Clinton
29203,Shannon,Missouri,Bernie Sanders
46113,Shannon,South Dakota,Bernie Sanders
5135,Sharp,Arkansas,Bernie Sanders
6089,Shasta,California,Bernie Sanders
55115,Shawano,Wisconsin,Bernie Sanders
20177,Shawnee,Kansas,Bernie Sanders
55117,Sheboygan,Wisconsin,Hillary Clinton
1117,Shelby,Alabama,Hillary Clinton
17173,Shelby,Illinois,Bernie Sanders
18145,Shelby,Indiana,Bernie Sanders
19165,Shelby,Iowa,Hillary Clinton
21211,Shelby,Kentucky,Bernie Sanders
29205,Shelby,Missouri,Bernie Sanders
39149,Shelby,Ohio,Hillary Clinton
47157,Shelby,Tennessee,Hillary Clinton
48419,Shelby,Texas,Bernie Sanders
51171,Shenandoah,Virginia,Bernie Sanders
27141,Sherburne,Minnesota,Bernie Sanders
30091,Sheridan,Montana,Hillary Clinton
31161,Sheridan,Nebraska,Hillary Clinton
56033,Sheridan,Wyoming,Bernie Sanders
20181,Sherman,Kansas,Hillary Clinton
31163,Sherman,Nebraska,Bernie Sanders
41055,Sherman,Oregon,Hillary Clinton
48421,Sherman,Texas,Hillary Clinton
26155,Shiawassee,Michigan,Hillary Clinton
16079,Shoshone,Idaho,Bernie Sanders
27143,Sibley,Minnesota,Bernie Sanders
6091,Sierra,California,Bernie Sanders
35051,Sierra,New Mexico,Bernie Sanders
30093,Silver Bow,Montana,Bernie Sanders
28127,Simpson,Mississippi,Hillary Clinton
19167,Sioux,Iowa,Bernie Sanders
38085,Sioux,North Dakota,Hillary Clinton
6093,Siskiyou,California,Bernie Sanders
2220,Sitka,Alaska,Bernie Sanders
53057,Skagit,Washington,Hillary Clinton
2232,Skagway Hoonah Angoon,Alaska,Bernie Sanders
53059,Skamania,Washington,Bernie Sanders
20183,Smith,Kansas,Hillary Clinton
28129,Smith,Mississippi,Hillary Clinton
47159,Smith,Tennessee,Bernie Sanders
48423,Smith,Texas,Martin O'Maley
51173,Smyth,Virginia,Bernie Sanders
53061,Snohomish,Washington,Bernie Sanders
42109,Snyder,Pennsylvania,Bernie Sanders
6095,Solano,California,Bernie Sanders
23025,Somerset,Maine,Bernie Sanders
24039,Somerset,Maryland,Bernie Sanders
34035,Somerset,New Jersey,Hillary Clinton
42111,Somerset,Pennsylvania,Hillary Clinton
48425,Somervell,Texas,Hillary Clinton
6097,Sonoma,California,Bernie Sanders
51175,Southampton,Virginia,Bernie Sanders
2240,Southeast Fairbanks,Alaska,Bernie Sanders
13255,Spalding,Georgia,Bernie Sanders
45083,Spartanburg,South Carolina,Bernie Sanders
18147,Spencer,Indiana,Bernie Sanders
21215,Spencer,Kentucky,Hillary Clinton
46115,Spink,South Dakota,Bernie Sanders
53063,Spokane,Washington,Bernie Sanders
51177,Spotsylvania,Virginia,Bernie Sanders
22087,St Bernard,Louisiana,Bernie Sanders
22089,St Charles,Louisiana,Hillary Clinton
29183,St Charles,Missouri,Bernie Sanders
1115,St Clair,Alabama,Bernie Sanders
17163,St Clair,Illinois,Bernie Sanders
26147,St Clair,Michigan,Hillary Clinton
29185,St Clair,Missouri,Hillary Clinton
55109,St Croix,Wisconsin,Bernie Sanders
5123,St Francis,Arkansas,Bernie Sanders
29187,St Francois,Missouri,Hillary Clinton
22091,St Helena,Louisiana,Hillary Clinton
22093,St James,Louisiana,Hillary Clinton
12109,St Johns,Florida,Hillary Clinton
18141,St Joseph,Indiana,Bernie Sanders
26149,St Joseph,Michigan,Bernie Sanders
22097,St Landry,Louisiana,Bernie Sanders
36089,St Lawrence,New York,Hillary Clinton
27137,St Louis,Minnesota,Bernie Sanders
29189,St Louis,Missouri,Bernie Sanders
12111,St Lucie,Florida,Bernie Sanders
22099,St Martin,Louisiana,Hillary Clinton
22101,St Mary,Louisiana,Hillary Clinton
24037,St Marys,Maryland,Bernie Sanders
22103,St Tammany,Louisiana,Hillary Clinton
51179,Stafford,Virginia,Bernie Sanders
6099,Stanislaus,California,Bernie Sanders
37167,Stanly,North Carolina,Hillary Clinton
20187,Stanton,Kansas,Hillary Clinton
31167,Stanton,Nebraska,Bernie Sanders
17175,Stark,Illinois,Hillary Clinton
38089,Stark,North Dakota,Hillary Clinton
39151,Stark,Ohio,Bernie Sanders
18149,Starke,Indiana,Bernie Sanders
48427,Starr,Texas,Bernie Sanders
51790,Staunton City,Virginia,Bernie Sanders
27145,Stearns,Minnesota,Bernie Sanders
27147,Steele,Minnesota,Bernie Sanders
38091,Steele,North Dakota,Hillary Clinton
13257,Stephens,Georgia,Bernie Sanders
40137,Stephens,Oklahoma,Hillary Clinton
48429,Stephens,Texas,Hillary Clinton
17177,Stephenson,Illinois,Bernie Sanders
18151,Steuben,Indiana,Hillary Clinton
36101,Steuben,New York,Hillary Clinton
27149,Stevens,Minnesota,Bernie Sanders
53065,Stevens,Washington,Hillary Clinton
13259,Stewart,Georgia,Hillary Clinton
47161,Stewart,Tennessee,Bernie Sanders
30095,Stillwater,Montana,Hillary Clinton
29207,Stoddard,Missouri,Bernie Sanders
37169,Stokes,North Carolina,Bernie Sanders
5137,Stone,Arkansas,Bernie Sanders
28131,Stone,Mississippi,Hillary Clinton
29209,Stone,Missouri,Hillary Clinton
32029,Storey,Nevada,Bernie Sanders
19169,Story,Iowa,Hillary Clinton
33017,Strafford,New Hampshire,Bernie Sanders
38093,Stutsman,North Dakota,Hillary Clinton
56035,Sublette,Wyoming,Bernie Sanders
25025,Suffolk,Massachusetts,Hillary Clinton
