"Top searched candidate by county, 11/14/15 to 11/18/15",,,
FIPS,County,State,Top Democrat
40037,Creek,Oklahoma,Bernie Sanders
1041,Crenshaw,Alabama,Hillary Clinton
13081,Crisp,Georgia,Hillary Clinton
5035,Crittenden,Arkansas,Hillary Clinton
21055,Crittenden,Kentucky,Bernie Sanders
47033,Crockett,Tennessee,Hillary Clinton
48105,Crockett,Texas,Hillary Clinton
41013,Crook,Oregon,Bernie Sanders
56011,Crook,Wyoming,Hillary Clinton
48107,Crosby,Texas,Hillary Clinton
5037,Cross,Arkansas,Hillary Clinton
27035,Crow Wing,Minnesota,Hillary Clinton
8025,Crowley,Colorado,Hillary Clinton
48109,Culberson,Texas,Hillary Clinton
1043,Cullman,Alabama,Hillary Clinton
51047,Culpeper,Virginia,Hillary Clinton
17035,Cumberland,Illinois,Bernie Sanders
21057,Cumberland,Kentucky,Bernie Sanders
23005,Cumberland,Maine,Bernie Sanders
34011,Cumberland,New Jersey,Hillary Clinton
37051,Cumberland,North Carolina,Bernie Sanders
42041,Cumberland,Pennsylvania,Hillary Clinton
47035,Cumberland,Tennessee,Bernie Sanders
51049,Cumberland,Virginia,Hillary Clinton
31039,Cuming,Nebraska,Hillary Clinton
37053,Currituck,North Carolina,Hillary Clinton
35009,Curry,New Mexico,Bernie Sanders
41015,Curry,Oregon,Bernie Sanders
8027,Custer,Colorado,Bernie Sanders
16037,Custer,Idaho,Hillary Clinton
31041,Custer,Nebraska,Hillary Clinton
40039,Custer,Oklahoma,Bernie Sanders
46033,Custer,South Dakota,Hillary Clinton
39035,Cuyahoga,Ohio,Bernie Sanders
13083,Dade,Georgia,Hillary Clinton
29057,Dade,Missouri,Hillary Clinton
49009,Daggett,Utah,Hillary Clinton
27037,Dakota,Minnesota,Hillary Clinton
31043,Dakota,Nebraska,Hillary Clinton
1045,Dale,Alabama,Bernie Sanders
48111,Dallam,Texas,Hillary Clinton
1047,Dallas,Alabama,Hillary Clinton
19049,Dallas,Iowa,Bernie Sanders
29059,Dallas,Missouri,Hillary Clinton
48113,Dallas,Texas,Hillary Clinton
55025,Dane,Wisconsin,Bernie Sanders
30019,Daniels,Montana,Hillary Clinton
51590,Danville City,Virginia,Hillary Clinton
37055,Dare,North Carolina,Bernie Sanders
39037,Darke,Ohio,Bernie Sanders
45031,Darlington,South Carolina,Hillary Clinton
42043,Dauphin,Pennsylvania,Hillary Clinton
37057,Davidson,North Carolina,Hillary Clinton
47037,Davidson,Tennessee,Bernie Sanders
37059,Davie,North Carolina,Bernie Sanders
18027,Daviess,Indiana,Hillary Clinton
21059,Daviess,Kentucky,Bernie Sanders
29061,Daviess,Missouri,Hillary Clinton
19051,Davis,Iowa,Hillary Clinton
49011,Davis,Utah,Bernie Sanders
46035,Davison,South Dakota,Bernie Sanders
31045,Dawes,Nebraska,Hillary Clinton
13085,Dawson,Georgia,Bernie Sanders
30021,Dawson,Montana,Hillary Clinton
31047,Dawson,Nebraska,Hillary Clinton
48115,Dawson,Texas,Hillary Clinton
46037,Day,South Dakota,Martin O'Maley
1049,De Kalb,Alabama,Bernie Sanders
13089,De Kalb,Georgia,Bernie Sanders
17037,De Kalb,Illinois,Bernie Sanders
18033,De Kalb,Indiana,Bernie Sanders
12027,De Soto,Florida,Bernie Sanders
22031,De Soto,Louisiana,Hillary Clinton
28033,De Soto,Mississippi,Hillary Clinton
48123,De Witt,Texas,Hillary Clinton
48117,Deaf Smith,Texas,Hillary Clinton
18029,Dearborn,Indiana,Hillary Clinton
13087,Decatur,Georgia,Hillary Clinton
18031,Decatur,Indiana,Hillary Clinton
19053,Decatur,Iowa,Bernie Sanders
47039,Decatur,Tennessee,Martin O'Maley
30023,Deer Lodge,Montana,Bernie Sanders
39039,Defiance,Ohio,Bernie Sanders
29063,Dekalb,Missouri,Hillary Clinton
47041,Dekalb,Tennessee,Hillary Clinton
6015,Del Norte,California,Bernie Sanders
18035,Delaware,Indiana,Hillary Clinton
19055,Delaware,Iowa,Hillary Clinton
36025,Delaware,New York,Bernie Sanders
39041,Delaware,Ohio,Bernie Sanders
40041,Delaware,Oklahoma,Hillary Clinton
42045,Delaware,Pennsylvania,Bernie Sanders
8029,Delta,Colorado,Hillary Clinton
26041,Delta,Michigan,Hillary Clinton
48119,Delta,Texas,Hillary Clinton
29065,Dent,Missouri,Bernie Sanders
48121,Denton,Texas,Hillary Clinton
8031,Denver,Colorado,Bernie Sanders
19057,Des Moines,Iowa,Bernie Sanders
41017,Deschutes,Oregon,Hillary Clinton
5041,Desha,Arkansas,Hillary Clinton
31049,Deuel,Nebraska,Hillary Clinton
46039,Deuel,South Dakota,Hillary Clinton
40043,Dewey,Oklahoma,Hillary Clinton
46041,Dewey,South Dakota,Bernie Sanders
17039,Dewitt,Illinois,Martin O'Maley
48125,Dickens,Texas,Hillary Clinton
51051,Dickenson,Virginia,Bernie Sanders
38021,Dickey,North Dakota,Hillary Clinton
19059,Dickinson,Iowa,Hillary Clinton
20041,Dickinson,Kansas,Hillary Clinton
26043,Dickinson,Michigan,Hillary Clinton
47043,Dickson,Tennessee,Hillary Clinton
2070,Dillingham,Alaska,Bernie Sanders
45033,Dillon,South Carolina,Hillary Clinton
48127,Dimmit,Texas,Hillary Clinton
51053,Dinwiddie,Virginia,Bernie Sanders
12029,Dixie,Florida,Hillary Clinton
31051,Dixon,Nebraska,Hillary Clinton
27039,Dodge,Minnesota,Hillary Clinton
31053,Dodge,Nebraska,Hillary Clinton
55027,Dodge,Wisconsin,Bernie Sanders
35013,Dona Ana,New Mexico,Bernie Sanders
20043,Doniphan,Kansas,Hillary Clinton
13093,Dooly,Georgia,Bernie Sanders
55029,Door,Wisconsin,Bernie Sanders
24019,Dorchester,Maryland,Bernie Sanders
45035,Dorchester,South Carolina,Hillary Clinton
13095,Dougherty,Georgia,Hillary Clinton
8035,Douglas,Colorado,Bernie Sanders
13097,Douglas,Georgia,Bernie Sanders
17041,Douglas,Illinois,Bernie Sanders
20045,Douglas,Kansas,Bernie Sanders
27041,Douglas,Minnesota,Bernie Sanders
29067,Douglas,Missouri,Hillary Clinton
31055,Douglas,Nebraska,Hillary Clinton
32005,Douglas,Nevada,Hillary Clinton
41019,Douglas,Oregon,Bernie Sanders
46043,Douglas,South Dakota,Hillary Clinton
53017,Douglas,Washington,Bernie Sanders
55031,Douglas,Wisconsin,Bernie Sanders
17043,Du Page,Illinois,Bernie Sanders
18037,Dubois,Indiana,Hillary Clinton
19061,Dubuque,Iowa,Hillary Clinton
49013,Duchesne,Utah,Hillary Clinton
25007,Dukes,Massachusetts,Bernie Sanders
29069,Dunklin,Missouri,Bernie Sanders
38025,Dunn,North Dakota,Hillary Clinton
55033,Dunn,Wisconsin,Bernie Sanders
37061,Duplin,North Carolina,Bernie Sanders
37063,Durham,North Carolina,Bernie Sanders
36027,Dutchess,New York,Bernie Sanders
12031,Duval,Florida,Hillary Clinton
48131,Duval,Texas,Hillary Clinton
47045,Dyer,Tennessee,Hillary Clinton
8037,Eagle,Colorado,Bernie Sanders
13099,Early,Georgia,Bernie Sanders
22033,East Baton Rouge,Louisiana,Bernie Sanders
22037,East Feliciana,Louisiana,Hillary Clinton
48133,Eastland,Texas,Bernie Sanders
26045,Eaton,Michigan,Hillary Clinton
55035,Eau Claire,Wisconsin,Bernie Sanders
48135,Ector,Texas,Hillary Clinton
35015,Eddy,New Mexico,Bernie Sanders
38027,Eddy,North Dakota,Hillary Clinton
17045,Edgar,Illinois,Bernie Sanders
37065,Edgecombe,North Carolina,Hillary Clinton
45037,Edgefield,South Carolina,Hillary Clinton
21061,Edmonson,Kentucky,Bernie Sanders
17047,Edwards,Illinois,Bernie Sanders
48137,Edwards,Texas,Hillary Clinton
13103,Effingham,Georgia,Bernie Sanders
17049,Effingham,Illinois,Bernie Sanders
6017,El Dorado,California,Bernie Sanders
8041,El Paso,Colorado,Bernie Sanders
48141,El Paso,Texas,Bernie Sanders
8039,Elbert,Colorado,Bernie Sanders
13105,Elbert,Georgia,Bernie Sanders
20049,Elk,Kansas,Hillary Clinton
42047,Elk,Pennsylvania,Hillary Clinton
18039,Elkhart,Indiana,Bernie Sanders
32007,Elko,Nevada,Hillary Clinton
20051,Ellis,Kansas,Hillary Clinton
48139,Ellis,Texas,Hillary Clinton
20053,Ellsworth,Kansas,Hillary Clinton
1051,Elmore,Alabama,Hillary Clinton
16039,Elmore,Idaho,Hillary Clinton
13107,Emanuel,Georgia,Bernie Sanders
49015,Emery,Utah,Hillary Clinton
19063,Emmet,Iowa,Bernie Sanders
26047,Emmet,Michigan,Bernie Sanders
51595,Emporia City,Virginia,Bernie Sanders
48143,Erath,Texas,Bernie Sanders
36029,Erie,New York,Bernie Sanders
39043,Erie,Ohio,Bernie Sanders
42049,Erie,Pennsylvania,Hillary Clinton
1053,Escambia,Alabama,Hillary Clinton
12033,Escambia,Florida,Hillary Clinton
32009,Esmeralda,Nevada,Hillary Clinton
25009,Essex,Massachusetts,Bernie Sanders
34013,Essex,New Jersey,Bernie Sanders
36031,Essex,New York,Bernie Sanders
50009,Essex,Vermont,Bernie Sanders
51057,Essex,Virginia,Hillary Clinton
21065,Estill,Kentucky,Hillary Clinton
1055,Etowah,Alabama,Hillary Clinton
22039,Evangeline,Louisiana,Hillary Clinton
13109,Evans,Georgia,Bernie Sanders
2090,Fairbanks North Star,Alaska,Bernie Sanders
51059,Fairfax,Virginia,Hillary Clinton
9001,Fairfield,Connecticut,Hillary Clinton
39045,Fairfield,Ohio,Hillary Clinton
45039,Fairfield,South Carolina,Hillary Clinton
46047,Fall River,South Dakota,Hillary Clinton
30025,Fallon,Montana,Hillary Clinton
48145,Falls,Texas,Hillary Clinton
51610,Falls Church City,Virginia,Hillary Clinton
13111,Fannin,Georgia,Hillary Clinton
48147,Fannin,Texas,Hillary Clinton
27043,Faribault,Minnesota,Bernie Sanders
5045,Faulkner,Arkansas,Hillary Clinton
51061,Fauquier,Virginia,Bernie Sanders
1057,Fayette,Alabama,Hillary Clinton
13113,Fayette,Georgia,Bernie Sanders
17051,Fayette,Illinois,Bernie Sanders
18041,Fayette,Indiana,Hillary Clinton
19065,Fayette,Iowa,Hillary Clinton
21067,Fayette,Kentucky,Bernie Sanders
39047,Fayette,Ohio,Bernie Sanders
42051,Fayette,Pennsylvania,Hillary Clinton
47047,Fayette,Tennessee,Bernie Sanders
48149,Fayette,Texas,Bernie Sanders
54019,Fayette,West Virginia,Bernie Sanders
47049,Fentress,Tennessee,Bernie Sanders
30027,Fergus,Montana,Hillary Clinton
53019,Ferry,Washington,Hillary Clinton
27045,Fillmore,Minnesota,Bernie Sanders
31059,Fillmore,Nebraska,Hillary Clinton
20055,Finney,Kansas,Hillary Clinton
48151,Fisher,Texas,Bernie Sanders
12035,Flagler,Florida,Hillary Clinton
30029,Flathead,Montana,Hillary Clinton
21069,Fleming,Kentucky,Bernie Sanders
45041,Florence,South Carolina,Hillary Clinton
55037,Florence,Wisconsin,Bernie Sanders
13115,Floyd,Georgia,Bernie Sanders
18043,Floyd,Indiana,Bernie Sanders
19067,Floyd,Iowa,Bernie Sanders
21071,Floyd,Kentucky,Hillary Clinton
48153,Floyd,Texas,Hillary Clinton
51063,Floyd,Virginia,Bernie Sanders
51065,Fluvanna,Virginia,Bernie Sanders
48155,Foard,Texas,Bernie Sanders
55039,Fond Du Lac,Wisconsin,Bernie Sanders
17053,Ford,Illinois,Hillary Clinton
20057,Ford,Kansas,Hillary Clinton
55041,Forest,Wisconsin,Bernie Sanders
28035,Forrest,Mississippi,Bernie Sanders
13117,Forsyth,Georgia,Bernie Sanders
37067,Forsyth,North Carolina,Hillary Clinton
48157,Fort Bend,Texas,Hillary Clinton
18045,Fountain,Indiana,Hillary Clinton
1059,Franklin,Alabama,Bernie Sanders
5047,Franklin,Arkansas,Martin O'Maley
12037,Franklin,Florida,Hillary Clinton
13119,Franklin,Georgia,Bernie Sanders
16041,Franklin,Idaho,Hillary Clinton
17055,Franklin,Illinois,Hillary Clinton
18047,Franklin,Indiana,Hillary Clinton
19069,Franklin,Iowa,Bernie Sanders
20059,Franklin,Kansas,Bernie Sanders
21073,Franklin,Kentucky,Hillary Clinton
22041,Franklin,Louisiana,Hillary Clinton
23007,Franklin,Maine,Bernie Sanders
25011,Franklin,Massachusetts,Bernie Sanders
28037,Franklin,Mississippi,Hillary Clinton
29071,Franklin,Missouri,Bernie Sanders
31061,Franklin,Nebraska,Hillary Clinton
36033,Franklin,New York,Hillary Clinton
37069,Franklin,North Carolina,Bernie Sanders
39049,Franklin,Ohio,Bernie Sanders
42055,Franklin,Pennsylvania,Hillary Clinton
47051,Franklin,Tennessee,Hillary Clinton
48159,Franklin,Texas,Bernie Sanders
50011,Franklin,Vermont,Bernie Sanders
51067,Franklin,Virginia,Bernie Sanders
53021,Franklin,Washington,Hillary Clinton
24021,Frederick,Maryland,Bernie Sanders
51069,Frederick,Virginia,Bernie Sanders
51630,Fredericksburg City,Virginia,Bernie Sanders
27047,Freeborn,Minnesota,Hillary Clinton
48161,Freestone,Texas,Hillary Clinton
8043,Fremont,Colorado,Bernie Sanders
16043,Fremont,Idaho,Hillary Clinton
19071,Fremont,Iowa,Bernie Sanders
56013,Fremont,Wyoming,Bernie Sanders
6019,Fresno,California,Bernie Sanders
48163,Frio,Texas,Hillary Clinton
31063,Frontier,Nebraska,Bernie Sanders
5049,Fulton,Arkansas,Bernie Sanders
13121,Fulton,Georgia,Bernie Sanders
17057,Fulton,Illinois,Hillary Clinton
18049,Fulton,Indiana,Bernie Sanders
36035,Fulton,New York,Bernie Sanders
39051,Fulton,Ohio,Bernie Sanders
42057,Fulton,Pennsylvania,Hillary Clinton
31065,Furnas,Nebraska,Hillary Clinton
12039,Gadsden,Florida,Hillary Clinton
31067,Gage,Nebraska,Hillary Clinton
48165,Gaines,Texas,Hillary Clinton
51640,Galax City,Virginia,Bernie Sanders
17059,Gallatin,Illinois,Bernie Sanders
21077,Gallatin,Kentucky,Bernie Sanders
30031,Gallatin,Montana,Bernie Sanders
39053,Gallia,Ohio,Bernie Sanders
48167,Galveston,Texas,Bernie Sanders
8045,Garfield,Colorado,Bernie Sanders
31071,Garfield,Nebraska,Hillary Clinton
40047,Garfield,Oklahoma,Bernie Sanders
49017,Garfield,Utah,Bernie Sanders
53023,Garfield,Washington,Bernie Sanders
5051,Garland,Arkansas,Hillary Clinton
21079,Garrard,Kentucky,Hillary Clinton
24023,Garrett,Maryland,Hillary Clinton
40049,Garvin,Oklahoma,Bernie Sanders
48169,Garza,Texas,Hillary Clinton
29073,Gasconade,Missouri,Hillary Clinton
37071,Gaston,North Carolina,Hillary Clinton
37073,Gates,North Carolina,Hillary Clinton
20061,Geary,Kansas,Bernie Sanders
39055,Geauga,Ohio,Bernie Sanders
16045,Gem,Idaho,Hillary Clinton
26049,Genesee,Michigan,Bernie Sanders
36037,Genesee,New York,Bernie Sanders
1061,Geneva,Alabama,Hillary Clinton
29075,Gentry,Missouri,Bernie Sanders
28039,George,Mississippi,Hillary Clinton
45043,Georgetown,South Carolina,Hillary Clinton
18051,Gibson,Indiana,Hillary Clinton
47053,Gibson,Tennessee,Hillary Clinton
4007,Gila,Arizona,Hillary Clinton
12041,Gilchrist,Florida,Hillary Clinton
47055,Giles,Tennessee,Hillary Clinton
51071,Giles,Virginia,Bernie Sanders
48171,Gillespie,Texas,Hillary Clinton
41021,Gilliam,Oregon,Bernie Sanders
13123,Gilmer,Georgia,Hillary Clinton
54021,Gilmer,West Virginia,Hillary Clinton
8047,Gilpin,Colorado,Bernie Sanders
30035,Glacier,Montana,Hillary Clinton
12043,Glades,Florida,Hillary Clinton
26051,Gladwin,Michigan,Hillary Clinton
13125,Glascock,Georgia,Bernie Sanders
6021,Glenn,California,Bernie Sanders
34015,Gloucester,New Jersey,Hillary Clinton
51073,Gloucester,Virginia,Hillary Clinton
13127,Glynn,Georgia,Hillary Clinton
26053,Gogebic,Michigan,Bernie Sanders
30037,Golden Valley,Montana,Bernie Sanders
48175,Goliad,Texas,Bernie Sanders
48177,Gonzales,Texas,Hillary Clinton
51075,Goochland,Virginia,Hillary Clinton
27049,Goodhue,Minnesota,Hillary Clinton
16047,Gooding,Idaho,Hillary Clinton
13129,Gordon,Georgia,Hillary Clinton
56015,Goshen,Wyoming,Hillary Clinton
13131,Grady,Georgia,Hillary Clinton
40051,Grady,Oklahoma,Hillary Clinton
33009,Grafton,New Hampshire,Bernie Sanders
4009,Graham,Arizona,Hillary Clinton
37075,Graham,North Carolina,Hillary Clinton
47057,Grainger,Tennessee,Hillary Clinton
8049,Grand,Colorado,Bernie Sanders
49019,Grand,Utah,Bernie Sanders
38035,Grand Forks,North Dakota,Bernie Sanders
50013,Grand Isle,Vermont,Bernie Sanders
26055,Grand Traverse,Michigan,Bernie Sanders
30039,Granite,Montana,Hillary Clinton
5053,Grant,Arkansas,Hillary Clinton
18053,Grant,Indiana,Bernie Sanders
20067,Grant,Kansas,Bernie Sanders
21081,Grant,Kentucky,Hillary Clinton
22043,Grant,Louisiana,Bernie Sanders
27051,Grant,Minnesota,Bernie Sanders
35017,Grant,New Mexico,Hillary Clinton
41023,Grant,Oregon,Bernie Sanders
46051,Grant,South Dakota,Hillary Clinton
53025,Grant,Washington,Bernie Sanders
54023,Grant,West Virginia,Hillary Clinton
55043,Grant,Wisconsin,Bernie Sanders
37077,Granville,North Carolina,Bernie Sanders
26057,Gratiot,Michigan,Hillary Clinton
21083,Graves,Kentucky,Hillary Clinton
20069,Gray,Kansas,Bernie Sanders
48179,Gray,Texas,Hillary Clinton
53027,Grays Harbor,Washington,Hillary Clinton
21085,Grayson,Kentucky,Bernie Sanders
48181,Grayson,Texas,Hillary Clinton
51077,Grayson,Virginia,Hillary Clinton
20071,Greeley,Kansas,Hillary Clinton
31077,Greeley,Nebraska,Hillary Clinton
21087,Green,Kentucky,Hillary Clinton
55045,Green,Wisconsin,Bernie Sanders
55047,Green Lake,Wisconsin,Hillary Clinton
54025,Greenbrier,West Virginia,Hillary Clinton
5055,Greene,Arkansas,Bernie Sanders
13133,Greene,Georgia,Bernie Sanders
17061,Greene,Illinois,Bernie Sanders
18055,Greene,Indiana,Bernie Sanders
19073,Greene,Iowa,Hillary Clinton
28041,Greene,Mississippi,Hillary Clinton
29077,Greene,Missouri,Bernie Sanders
36039,Greene,New York,Bernie Sanders
37079,Greene,North Carolina,Bernie Sanders
39057,Greene,Ohio,Hillary Clinton
42059,Greene,Pennsylvania,Hillary Clinton
47059,Greene,Tennessee,Bernie Sanders
51079,Greene,Virginia,Bernie Sanders
4011,Greenlee,Arizona,Hillary Clinton
21089,Greenup,Kentucky,Hillary Clinton
45045,Greenville,South Carolina,Bernie Sanders
20073,Greenwood,Kansas,Hillary Clinton
45047,Greenwood,South Carolina,Hillary Clinton
48183,Gregg,Texas,Hillary Clinton
46053,Gregory,South Dakota,Bernie Sanders
28043,Grenada,Mississippi,Hillary Clinton
38039,Griggs,North Dakota,Hillary Clinton
48185,Grimes,Texas,Bernie Sanders
17063,Grundy,Illinois,Hillary Clinton
19075,Grundy,Iowa,Bernie Sanders
29079,Grundy,Missouri,Hillary Clinton
47061,Grundy,Tennessee,Hillary Clinton
35019,Guadalupe,New Mexico,Hillary Clinton
48187,Guadalupe,Texas,Bernie Sanders
39059,Guernsey,Ohio,Hillary Clinton
37081,Guilford,North Carolina,Bernie Sanders
12045,Gulf,Florida,Hillary Clinton
8051,Gunnison,Colorado,Bernie Sanders
19077,Guthrie,Iowa,Bernie Sanders
13135,Gwinnett,Georgia,Hillary Clinton
13137,Habersham,Georgia,Bernie Sanders
2100,Haines,Alaska,Hillary Clinton
1065,Hale,Alabama,Bernie Sanders
48189,Hale,Texas,Hillary Clinton
37083,Halifax,North Carolina,Hillary Clinton
51083,Halifax,Virginia,Hillary Clinton
13139,Hall,Georgia,Bernie Sanders
31079,Hall,Nebraska,Hillary Clinton
47063,Hamblen,Tennessee,Bernie Sanders
12047,Hamilton,Florida,Hillary Clinton
17065,Hamilton,Illinois,Bernie Sanders
18057,Hamilton,Indiana,Hillary Clinton
19079,Hamilton,Iowa,Bernie Sanders
31081,Hamilton,Nebraska,Hillary Clinton
36041,Hamilton,New York,Bernie Sanders
39061,Hamilton,Ohio,Hillary Clinton
47065,Hamilton,Tennessee,Bernie Sanders
48193,Hamilton,Texas,Bernie Sanders
46057,Hamlin,South Dakota,Hillary Clinton
25013,Hampden,Massachusetts,Bernie Sanders
25015,Hampshire,Massachusetts,Bernie Sanders
54027,Hampshire,West Virginia,Bernie Sanders
45049,Hampton,South Carolina,Hillary Clinton
51650,Hampton City,Virginia,Hillary Clinton
13141,Hancock,Georgia,Hillary Clinton
17067,Hancock,Illinois,Hillary Clinton
18059,Hancock,Indiana,Hillary Clinton
19081,Hancock,Iowa,Hillary Clinton
21091,Hancock,Kentucky,Hillary Clinton
23009,Hancock,Maine,Bernie Sanders
28045,Hancock,Mississippi,Bernie Sanders
39063,Hancock,Ohio,Hillary Clinton
54029,Hancock,West Virginia,Bernie Sanders
51085,Hanover,Virginia,Bernie Sanders
48195,Hansford,Texas,Hillary Clinton
46061,Hanson,South Dakota,Hillary Clinton
13143,Haralson,Georgia,Bernie Sanders
12049,Hardee,Florida,Hillary Clinton
47069,Hardeman,Tennessee,Hillary Clinton
48197,Hardeman,Texas,Hillary Clinton
17069,Hardin,Illinois,Hillary Clinton
19083,Hardin,Iowa,Hillary Clinton
21093,Hardin,Kentucky,Bernie Sanders
39065,Hardin,Ohio,Bernie Sanders
47071,Hardin,Tennessee,Bernie Sanders
48199,Hardin,Texas,Bernie Sanders
54031,Hardy,West Virginia,Hillary Clinton
24025,Harford,Maryland,Bernie Sanders
21095,Harlan,Kentucky,Hillary Clinton
37085,Harnett,North Carolina,Hillary Clinton
20077,Harper,Kansas,Hillary Clinton
40059,Harper,Oklahoma,Hillary Clinton
13145,Harris,Georgia,Hillary Clinton
48201,Harris,Texas,Bernie Sanders
18061,Harrison,Indiana,Bernie Sanders
19085,Harrison,Iowa,Hillary Clinton
21097,Harrison,Kentucky,Hillary Clinton
28047,Harrison,Mississippi,Bernie Sanders
29081,Harrison,Missouri,Hillary Clinton
39067,Harrison,Ohio,Bernie Sanders
48203,Harrison,Texas,Bernie Sanders
54033,Harrison,West Virginia,Hillary Clinton
51660,Harrisonburg City,Virginia,Bernie Sanders
13147,Hart,Georgia,Hillary Clinton
21099,Hart,Kentucky,Hillary Clinton
9003,Hartford,Connecticut,Hillary Clinton
20079,Harvey,Kansas,Hillary Clinton
20081,Haskell,Kansas,Hillary Clinton
40061,Haskell,Oklahoma,Hillary Clinton
48207,Haskell,Texas,Bernie Sanders
15001,Hawaii,Hawaii,Bernie Sanders
47073,Hawkins,Tennessee,Bernie Sanders
48209,Hays,Texas,Hillary Clinton
37087,Haywood,North Carolina,Hillary Clinton
47075,Haywood,Tennessee,Hillary Clinton
48211,Hemphill,Texas,Hillary Clinton
5057,Hempstead,Arkansas,Hillary Clinton
17071,Henderson,Illinois,Bernie Sanders
21101,Henderson,Kentucky,Bernie Sanders
37089,Henderson,North Carolina,Bernie Sanders
47077,Henderson,Tennessee,Hillary Clinton
48213,Henderson,Texas,Hillary Clinton
18063,Hendricks,Indiana,Hillary Clinton
12051,Hendry,Florida,Bernie Sanders
27053,Hennepin,Minnesota,Bernie Sanders
51087,Henrico,Virginia,Hillary Clinton
13151,Henry,Georgia,Bernie Sanders
17073,Henry,Illinois,Hillary Clinton
18065,Henry,Indiana,Bernie Sanders
19087,Henry,Iowa,Bernie Sanders
21103,Henry,Kentucky,Bernie Sanders
29083,Henry,Missouri,Hillary Clinton
39069,Henry,Ohio,Bernie Sanders
47079,Henry,Tennessee,Bernie Sanders
51089,Henry,Virginia,Bernie Sanders
36043,Herkimer,New York,Bernie Sanders
12053,Hernando,Florida,Bernie Sanders
37091,Hertford,North Carolina,Hillary Clinton
38041,Hettinger,North Dakota,Bernie Sanders
21105,Hickman,Kentucky,Hillary Clinton
47081,Hickman,Tennessee,Hillary Clinton
29085,Hickory,Missouri,Hillary Clinton
35023,Hidalgo,New Mexico,Hillary Clinton
48215,Hidalgo,Texas,Hillary Clinton
39071,Highland,Ohio,Hillary Clinton
12055,Highlands,Florida,Hillary Clinton
30041,Hill,Montana,Hillary Clinton
48217,Hill,Texas,Bernie Sanders
12057,Hillsborough,Florida,Hillary Clinton
33011,Hillsborough,New Hampshire,Bernie Sanders
26059,Hillsdale,Michigan,Hillary Clinton
28049,Hinds,Mississippi,Hillary Clinton
31087,Hitchcock,Nebraska,Bernie Sanders
48219,Hockley,Texas,Hillary Clinton
37093,Hoke,North Carolina,Bernie Sanders
12059,Holmes,Florida,Bernie Sanders
28051,Holmes,Mississippi,Bernie Sanders
39075,Holmes,Ohio,Bernie Sanders
29087,Holt,Missouri,Bernie Sanders
31089,Holt,Nebraska,Hillary Clinton
15003,Honolulu,Hawaii,Bernie Sanders
48221,Hood,Texas,Hillary Clinton
41027,Hood River,Oregon,Bernie Sanders
51670,Hopewell City,Virginia,Hillary Clinton
21107,Hopkins,Kentucky,Bernie Sanders
48223,Hopkins,Texas,Bernie Sanders
45051,Horry,South Carolina,Hillary Clinton
5059,Hot Spring,Arkansas,Hillary Clinton
56017,Hot Springs,Wyoming,Hillary Clinton
26061,Houghton,Michigan,Bernie Sanders
1069,Houston,Alabama,Hillary Clinton
13153,Houston,Georgia,Hillary Clinton
27055,Houston,Minnesota,Hillary Clinton
47083,Houston,Tennessee,Bernie Sanders
48225,Houston,Texas,Hillary Clinton
5061,Howard,Arkansas,Bernie Sanders
18067,Howard,Indiana,Bernie Sanders
19089,Howard,Iowa,Bernie Sanders
24027,Howard,Maryland,Bernie Sanders
29089,Howard,Missouri,Bernie Sanders
48227,Howard,Texas,Hillary Clinton
29091,Howell,Missouri,Hillary Clinton
27057,Hubbard,Minnesota,Bernie Sanders
34017,Hudson,New Jersey,Hillary Clinton
8055,Huerfano,Colorado,Hillary Clinton
40063,Hughes,Oklahoma,Hillary Clinton
6023,Humboldt,California,Bernie Sanders
19091,Humboldt,Iowa,Bernie Sanders
28053,Humphreys,Mississippi,Bernie Sanders
47085,Humphreys,Tennessee,Hillary Clinton
48231,Hunt,Texas,Hillary Clinton
34019,Hunterdon,New Jersey,Bernie Sanders
42061,Huntingdon,Pennsylvania,Bernie Sanders
18069,Huntington,Indiana,Bernie Sanders
26063,Huron,Michigan,Hillary Clinton
39077,Huron,Ohio,Hillary Clinton
46067,Hutchinson,South Dakota,Hillary Clinton
48233,Hutchinson,Texas,Hillary Clinton
46069,Hyde,South Dakota,Hillary Clinton
22045,Iberia,Louisiana,Bernie Sanders
22047,Iberville,Louisiana,Hillary Clinton
19093,Ida,Iowa,Hillary Clinton
16049,Idaho,Idaho,Hillary Clinton
6025,Imperial,California,Bernie Sanders
5063,Independence,Arkansas,Hillary Clinton
12061,Indian River,Florida,Hillary Clinton
42063,Indiana,Pennsylvania,Bernie Sanders
26065,Ingham,Michigan,Bernie Sanders
6027,Inyo,California,Bernie Sanders
26067,Ionia,Michigan,Hillary Clinton
26069,Iosco,Michigan,Hillary Clinton
19095,Iowa,Iowa,Bernie Sanders
55049,Iowa,Wisconsin,Bernie Sanders
37097,Iredell,North Carolina,Hillary Clinton
26071,Iron,Michigan,Hillary Clinton
29093,Iron,Missouri,Hillary Clinton
49021,Iron,Utah,Bernie Sanders
55051,Iron,Wisconsin,Bernie Sanders
17075,Iroquois,Illinois,Hillary Clinton
13155,Irwin,Georgia,Hillary Clinton
26073,Isabella,Michigan,Bernie Sanders
27059,Isanti,Minnesota,Bernie Sanders
53029,Island,Washington,Bernie Sanders
51093,Isle of Wight,Virginia,Hillary Clinton
27061,Itasca,Minnesota,Bernie Sanders
