county_code,countyname,state,Most Searched,Second Most Searched
29093,Iron,Missouri,Donald Trump,Bobby Jindal
29095,Jackson,Missouri,Donald Trump,Jeb Bush
29097,Jasper,Missouri,Donald Trump,Chris Christie
29099,Jefferson,Missouri,Donald Trump,Ted Cruz
29101,Johnson,Missouri,Donald Trump,Rand Paul
29103,Knox,Missouri,Donald Trump,Chris Christie
29105,Laclede,Missouri,Donald Trump,Jeb Bush
29107,Lafayette,Missouri,Donald Trump,Jeb Bush
29109,Lawrence,Missouri,Donald Trump,Jeb Bush
29113,Lincoln,Missouri,Donald Trump,Bobby Jindal
29115,Linn,Missouri,Donald Trump,Jeb Bush
29117,Livingston,Missouri,Donald Trump,Ben Carson
29121,Macon,Missouri,Jeb Bush,Rand Paul
29123,Madison,Missouri,Donald Trump,Jeb Bush
29127,Marion,Missouri,Donald Trump,Jeb Bush
29129,Mercer,Missouri,Donald Trump,Ted Cruz
29131,Miller,Missouri,Donald Trump,Rand Paul
29155,Pemiscot,Missouri,Donald Trump,Jeb Bush
29163,Pike,Missouri,Donald Trump,Rand Paul
29133,Mississippi,Missouri,Donald Trump,Jeb Bush
29135,Moniteau,Missouri,Donald Trump,Lindsey Graham
29139,Montgomery,Missouri,Donald Trump,Marco Rubio
29141,Morgan,Missouri,Donald Trump,Ted Cruz
29157,Perry,Missouri,Donald Trump,Jeb Bush
29159,Pettis,Missouri,Donald Trump,Jeb Bush
29143,New Madrid,Missouri,Jeb Bush,Rick Perry
29145,Newton,Missouri,Donald Trump,Rand Paul
29147,Nodaway,Missouri,Donald Trump,Ted Cruz
29149,Oregon,Missouri,Ted Cruz,Bobby Jindal
29151,Osage,Missouri,Donald Trump,Jeb Bush
29153,Ozark,Missouri,Donald Trump,Jeb Bush
29161,Phelps,Missouri,Scott Walker,Donald Trump
29165,Platte,Missouri,Donald Trump,Rand Paul
29167,Polk,Missouri,Ben Carson,Donald Trump
29169,Pulaski,Missouri,Donald Trump,Ben Carson
29171,Putnam,Missouri,Donald Trump,Rick Perry
29173,Ralls,Missouri,Donald Trump,Ted Cruz
29175,Randolph,Missouri,Donald Trump,Ben Carson
29177,Ray,Missouri,Marco Rubio,Donald Trump
29203,Shannon,Missouri,Donald Trump,Bobby Jindal
29179,Reynolds,Missouri,Donald Trump,Ted Cruz
29181,Ripley,Missouri,Donald Trump,Ted Cruz
29183,St Charles,Missouri,Donald Trump,Jeb Bush
29185,St Clair,Missouri,Chris Christie,Donald Trump
29186,Ste Genevieve,Missouri,Donald Trump,Jeb Bush
29187,St Francois,Missouri,Donald Trump,Jeb Bush
29189,St Louis,Missouri,Donald Trump,Jeb Bush
29195,Saline,Missouri,Ted Cruz,Donald Trump
29197,Schuyler,Missouri,Donald Trump,Jeb Bush
29199,Scotland,Missouri,Donald Trump,Rand Paul
29201,Scott,Missouri,Donald Trump,Ben Carson
29205,Shelby,Missouri,Donald Trump,Ted Cruz
29207,Stoddard,Missouri,Donald Trump,Ted Cruz
29209,Stone,Missouri,Donald Trump,Carly Fiorina
29211,Sullivan,Missouri,Donald Trump,Ben Carson
29213,Taney,Missouri,Donald Trump,Ben Carson
29215,Texas,Missouri,Donald Trump,Rand Paul
29223,Wayne,Missouri,Donald Trump,Rand Paul
29225,Webster,Missouri,Donald Trump,Rand Paul
29227,Worth,Missouri,Ted Cruz,Donald Trump
29229,Wright,Missouri,Ben Carson,Donald Trump
30001,Beaverhead,Montana,Donald Trump,Scott Walker
31079,Hall,Nebraska,Donald Trump,Ben Carson
30003,Big Horn,Montana,Jeb Bush,Donald Trump
30005,Blaine,Montana,Donald Trump,Scott Walker
30009,Carbon,Montana,Donald Trump,Jeb Bush
30013,Cascade,Montana,Donald Trump,Ben Carson
30015,Chouteau,Montana,Rand Paul,Donald Trump
30019,Daniels,Montana,Donald Trump,Jeb Bush
30023,Deer Lodge,Montana,Donald Trump,Rand Paul
30025,Fallon,Montana,Donald Trump,Ted Cruz
30035,Glacier,Montana,Rick Santorum,Donald Trump
30027,Fergus,Montana,Donald Trump,Ben Carson
30097,Sweet Grass,Montana,Donald Trump,Ted Cruz
30029,Flathead,Montana,Donald Trump,Carly Fiorina
30031,Gallatin,Montana,Donald Trump,Scott Walker
30039,Granite,Montana,Donald Trump,Ted Cruz
30041,Hill,Montana,Donald Trump,Ted Cruz
30043,Jefferson,Montana,Donald Trump,Chris Christie
30045,Judith Basin,Montana,Donald Trump,Rand Paul
30047,Lake,Montana,Jeb Bush,Marco Rubio
30055,McCone,Montana,Donald Trump,Bobby Jindal
30049,Lewis and Clark,Montana,Donald Trump,Scott Walker
30053,Lincoln,Montana,Donald Trump,Rick Santorum
30065,Musselshell,Montana,Donald Trump,Carly Fiorina
30057,Madison,Montana,Donald Trump,Mike Huckabee
30059,Meagher,Montana,Donald Trump,Bobby Jindal
30067,Park,Montana,Donald Trump,John Kasich
30107,Wheatland,Montana,Donald Trump,Mike Huckabee
30061,Mineral,Montana,Ben Carson,Bobby Jindal
30063,Missoula,Montana,Donald Trump,Mike Huckabee
31011,Boone,Nebraska,Donald Trump,Ben Carson
30071,Phillips,Montana,Donald Trump,Rand Paul
30073,Pondera,Montana,Donald Trump,Jeb Bush
30077,Powell,Montana,Donald Trump,Mike Huckabee
30081,Ravalli,Montana,Donald Trump,Rand Paul
30083,Richland,Montana,Donald Trump,Carly Fiorina
31013,Box Butte,Nebraska,Donald Trump,Bobby Jindal
31185,York,Nebraska,Donald Trump,Jeb Bush
30085,Roosevelt,Montana,Donald Trump,Bobby Jindal
30087,Rosebud,Montana,Donald Trump,Ben Carson
30095,Stillwater,Montana,Donald Trump,Bobby Jindal
31073,Gosper,Nebraska,Donald Trump,Jeb Bush
30089,Sanders,Montana,Donald Trump,Jeb Bush
30091,Sheridan,Montana,Donald Trump,Chris Christie
30093,Silver Bow,Montana,Donald Trump,Jeb Bush
31075,Grant,Nebraska,Donald Trump,Bobby Jindal
30099,Teton,Montana,Ben Carson,Lindsey Graham
30101,Toole,Montana,Donald Trump,Ted Cruz
30105,Valley,Montana,Donald Trump,Jeb Bush
30111,Yellowstone,Montana,Donald Trump,Jeb Bush
31001,Adams,Nebraska,Donald Trump,Jeb Bush
31003,Antelope,Nebraska,Donald Trump,Bobby Jindal
31077,Greeley,Nebraska,Donald Trump,Bobby Jindal
31015,Boyd,Nebraska,Donald Trump,Bobby Jindal
31017,Brown,Nebraska,Donald Trump,Jeb Bush
31019,Buffalo,Nebraska,Donald Trump,Jeb Bush
31021,Burt,Nebraska,Donald Trump,Jeb Bush
31023,Butler,Nebraska,Donald Trump,Marco Rubio
31025,Cass,Nebraska,Donald Trump,Scott Walker
31027,Cedar,Nebraska,Donald Trump,Bobby Jindal
31029,Chase,Nebraska,Donald Trump,Lindsey Graham
31031,Cherry,Nebraska,Donald Trump,Ben Carson
31033,Cheyenne,Nebraska,Donald Trump,Ted Cruz
31035,Clay,Nebraska,Donald Trump,Marco Rubio
31037,Colfax,Nebraska,Donald Trump,Bobby Jindal
31039,Cuming,Nebraska,Donald Trump,Ted Cruz
31041,Custer,Nebraska,Donald Trump,John Kasich
31043,Dakota,Nebraska,Donald Trump,Rand Paul
31045,Dawes,Nebraska,Donald Trump,Rand Paul
31047,Dawson,Nebraska,Donald Trump,Scott Walker
31051,Dixon,Nebraska,Donald Trump,Marco Rubio
31053,Dodge,Nebraska,Donald Trump,Ted Cruz
31055,Douglas,Nebraska,Donald Trump,Ted Cruz
31059,Fillmore,Nebraska,Donald Trump,Carly Fiorina
31061,Franklin,Nebraska,Donald Trump,Lindsey Graham
31063,Frontier,Nebraska,Marco Rubio,Carly Fiorina
31065,Furnas,Nebraska,Donald Trump,Ted Cruz
31067,Gage,Nebraska,Donald Trump,Jeb Bush
31071,Garfield,Nebraska,Donald Trump,Rand Paul
31081,Hamilton,Nebraska,Donald Trump,Jeb Bush
31083,Harlan,Nebraska,Scott Walker,Donald Trump
31087,Hitchcock,Nebraska,Donald Trump,Ted Cruz
31089,Holt,Nebraska,Donald Trump,Ben Carson
31093,Howard,Nebraska,Donald Trump,Bobby Jindal
31095,Jefferson,Nebraska,Donald Trump,Rand Paul
31097,Johnson,Nebraska,Donald Trump,Bobby Jindal
31099,Kearney,Nebraska,Donald Trump,Ben Carson
31101,Keith,Nebraska,Donald Trump,Scott Walker
48087,Collingsworth,Texas,Donald Trump,Ben Carson
31105,Kimball,Nebraska,Rand Paul,Donald Trump
31107,Knox,Nebraska,Bobby Jindal,Donald Trump
31109,Lancaster,Nebraska,Donald Trump,Lindsey Graham
31111,Lincoln,Nebraska,Donald Trump,Bobby Jindal
31119,Madison,Nebraska,Donald Trump,Bobby Jindal
31121,Merrick,Nebraska,Donald Trump,Scott Walker
31123,Morrill,Nebraska,Donald Trump,Rick Perry
31125,Nance,Nebraska,Marco Rubio,Bobby Jindal
31127,Nemaha,Nebraska,Donald Trump,Scott Walker
31129,Nuckolls,Nebraska,Rand Paul,Donald Trump
31131,Otoe,Nebraska,Donald Trump,Jeb Bush
31135,Perkins,Nebraska,John Kasich,Ted Cruz
31137,Phelps,Nebraska,Donald Trump,John Kasich
31139,Pierce,Nebraska,Donald Trump,Jeb Bush
31141,Platte,Nebraska,Donald Trump,Mike Huckabee
31143,Polk,Nebraska,Donald Trump,Bobby Jindal
31145,Red Willow,Nebraska,Donald Trump,Jeb Bush
31147,Richardson,Nebraska,Donald Trump,Ted Cruz
31151,Saline,Nebraska,Donald Trump,Chris Christie
31153,Sarpy,Nebraska,Donald Trump,Jeb Bush
31155,Saunders,Nebraska,Donald Trump,Scott Walker
31157,Scotts Bluff,Nebraska,Donald Trump,Ted Cruz
31159,Seward,Nebraska,Donald Trump,Ben Carson
31161,Sheridan,Nebraska,Donald Trump,Jeb Bush
31167,Stanton,Nebraska,Donald Trump,Ben Carson
31169,Thayer,Nebraska,Donald Trump,Lindsey Graham
31173,Thurston,Nebraska,Donald Trump,Carly Fiorina
31175,Valley,Nebraska,Donald Trump,Jeb Bush
31177,Washington,Nebraska,Donald Trump,Jeb Bush
31179,Wayne,Nebraska,Donald Trump,Jeb Bush
31181,Webster,Nebraska,Donald Trump,Bobby Jindal
32001,Churchill,Nevada,Donald Trump,Rand Paul
32003,Clark,Nevada,Donald Trump,Jeb Bush
32005,Douglas,Nevada,Donald Trump,Ted Cruz
36003,Allegany,New York,Donald Trump,Scott Walker
32007,Elko,Nevada,Donald Trump,Chris Christie
32009,Esmeralda,Nevada,Donald Trump,Rand Paul
32015,Lander,Nevada,Donald Trump,Bobby Jindal
32017,Lincoln,Nevada,Donald Trump,Ted Cruz
33005,Cheshire,New Hampshire,Donald Trump,Chris Christie
32019,Lyon,Nevada,Donald Trump,Lindsey Graham
32023,Nye,Nevada,Donald Trump,Chris Christie
32027,Pershing,Nevada,Donald Trump,Carly Fiorina
32029,Storey,Nevada,Donald Trump,Ted Cruz
32031,Washoe,Nevada,Donald Trump,Mike Huckabee
32033,White Pine,Nevada,Donald Trump,Rick Perry
32510,Carson City,Nevada,Donald Trump,Jeb Bush
33001,Belknap,New Hampshire,Donald Trump,Chris Christie
33003,Carroll,New Hampshire,Donald Trump,Chris Christie
33007,Coos,New Hampshire,Donald Trump,John Kasich
33009,Grafton,New Hampshire,Donald Trump,Jeb Bush
33011,Hillsborough,New Hampshire,Donald Trump,Jeb Bush
33013,Merrimack,New Hampshire,Donald Trump,Chris Christie
33015,Rockingham,New Hampshire,Donald Trump,Chris Christie
33017,Strafford,New Hampshire,Donald Trump,Jeb Bush
33019,Sullivan,New Hampshire,Donald Trump,Scott Walker
34001,Atlantic,New Jersey,Donald Trump,Chris Christie
34003,Bergen,New Jersey,Donald Trump,Chris Christie
34005,Burlington,New Jersey,Donald Trump,Chris Christie
34007,Camden,New Jersey,Donald Trump,Chris Christie
34009,Cape May,New Jersey,Donald Trump,Ted Cruz
34011,Cumberland,New Jersey,Donald Trump,Chris Christie
34013,Essex,New Jersey,Donald Trump,Chris Christie
36001,Albany,New York,Donald Trump,Jeb Bush
34015,Gloucester,New Jersey,Donald Trump,Chris Christie
34017,Hudson,New Jersey,Donald Trump,Chris Christie
34019,Hunterdon,New Jersey,Donald Trump,Chris Christie
34021,Mercer,New Jersey,Donald Trump,Chris Christie
34023,Middlesex,New Jersey,Donald Trump,Chris Christie
34025,Monmouth,New Jersey,Donald Trump,Chris Christie
34027,Morris,New Jersey,Donald Trump,Chris Christie
34029,Ocean,New Jersey,Donald Trump,Chris Christie
34031,Passaic,New Jersey,Donald Trump,Chris Christie
34033,Salem,New Jersey,Donald Trump,Chris Christie
34035,Somerset,New Jersey,Chris Christie,Donald Trump
34037,Sussex,New Jersey,Donald Trump,Chris Christie
34039,Union,New Jersey,Donald Trump,Chris Christie
34041,Warren,New Jersey,Donald Trump,Chris Christie
35001,Bernalillo,New Mexico,Donald Trump,Ted Cruz
35003,Catron,New Mexico,Donald Trump,Bobby Jindal
35005,Chaves,New Mexico,Donald Trump,Jeb Bush
35006,Cibola,New Mexico,Donald Trump,Ted Cruz
35007,Colfax,New Mexico,Donald Trump,Rick Santorum
35009,Curry,New Mexico,Donald Trump,Jeb Bush
35013,Dona Ana,New Mexico,Donald Trump,Jeb Bush
35015,Eddy,New Mexico,Donald Trump,Rick Perry
35017,Grant,New Mexico,Ben Carson,Donald Trump
35019,Guadalupe,New Mexico,Donald Trump,Ben Carson
35023,Hidalgo,New Mexico,Donald Trump,Jeb Bush
35025,Lea,New Mexico,Donald Trump,Rick Perry
35027,Lincoln,New Mexico,Donald Trump,John Kasich
35028,Los Alamos,New Mexico,Donald Trump,Jeb Bush
35029,Luna,New Mexico,Donald Trump,Marco Rubio
35031,Mckinley,New Mexico,Donald Trump,John Kasich
35033,Mora,New Mexico,Donald Trump,Carly Fiorina
35035,Otero,New Mexico,Donald Trump,John Kasich
35037,Quay,New Mexico,Donald Trump,Mike Huckabee
35039,Rio Arriba,New Mexico,Donald Trump,Jeb Bush
35041,Roosevelt,New Mexico,Donald Trump,Ben Carson
35043,Sandoval,New Mexico,Donald Trump,Jeb Bush
35045,San Juan,New Mexico,Donald Trump,Ted Cruz
35047,San Miguel,New Mexico,George Pataki,Donald Trump
35049,Santa Fe,New Mexico,Donald Trump,Rick Perry
35051,Sierra,New Mexico,Donald Trump,Ted Cruz
35053,Socorro,New Mexico,Rand Paul,Bobby Jindal
35055,Taos,New Mexico,Donald Trump,Bobby Jindal
35057,Torrance,New Mexico,Donald Trump,Carly Fiorina
35059,Union,New Mexico,Donald Trump,Bobby Jindal
35061,Valencia,New Mexico,Donald Trump,Scott Walker
36007,Broome,New York,Donald Trump,Scott Walker
36009,Cattaraugus,New York,Donald Trump,Rand Paul
36011,Cayuga,New York,Donald Trump,Jeb Bush
36013,Chautauqua,New York,Donald Trump,Jeb Bush
36015,Chemung,New York,Donald Trump,Ben Carson
36017,Chenango,New York,Donald Trump,Rand Paul
36055,Monroe,New York,Donald Trump,Jeb Bush
36019,Clinton,New York,Donald Trump,Marco Rubio
36021,Columbia,New York,Donald Trump,Rick Santorum
36023,Cortland,New York,Donald Trump,Jeb Bush
36025,Delaware,New York,Donald Trump,Jeb Bush
36027,Dutchess,New York,Donald Trump,Jeb Bush
36029,Erie,New York,Donald Trump,Jeb Bush
36031,Essex,New York,Donald Trump,George Pataki
36033,Franklin,New York,Donald Trump,Jeb Bush
36035,Fulton,New York,Lindsey Graham,Donald Trump
36037,Genesee,New York,Donald Trump,Ted Cruz
36039,Greene,New York,Donald Trump,Scott Walker
36041,Hamilton,New York,Donald Trump,Ted Cruz
38041,Hettinger,North Dakota,Donald Trump,Ben Carson
36043,Herkimer,New York,Donald Trump,Mike Huckabee
36045,Jefferson,New York,Donald Trump,Rand Paul
36049,Lewis,New York,Donald Trump,Jeb Bush
36051,Livingston,New York,Donald Trump,Marco Rubio
36053,Madison,New York,Donald Trump,Ben Carson
36057,Montgomery,New York,Donald Trump,Rick Perry
36059,Nassau,New York,Donald Trump,Jeb Bush
36061,New York,New York,Donald Trump,Jeb Bush
36063,Niagara,New York,Donald Trump,Chris Christie
36065,Oneida,New York,Donald Trump,Marco Rubio
36067,Onondaga,New York,Donald Trump,Jeb Bush
36069,Ontario,New York,Donald Trump,Jeb Bush
36071,Orange,New York,Donald Trump,Jeb Bush
36073,Orleans,New York,Donald Trump,Jeb Bush
36075,Oswego,New York,Donald Trump,Rand Paul
36077,Otsego,New York,Donald Trump,Chris Christie
36079,Putnam,New York,Donald Trump,Jeb Bush
36083,Rensselaer,New York,Donald Trump,Jeb Bush
36087,Rockland,New York,Donald Trump,Chris Christie
36089,St Lawrence,New York,Donald Trump,Jeb Bush
36091,Saratoga,New York,Donald Trump,Lindsey Graham
36093,Schenectady,New York,Donald Trump,Jeb Bush
36095,Schoharie,New York,Donald Trump,Chris Christie
36097,Schuyler,New York,Donald Trump,Rick Perry
36099,Seneca,New York,Mike Huckabee,Donald Trump
36101,Steuben,New York,Donald Trump,Ted Cruz
36103,Suffolk,New York,Donald Trump,Lindsey Graham
36105,Sullivan,New York,Donald Trump,Jeb Bush
36107,Tioga,New York,Donald Trump,Ted Cruz
36109,Tompkins,New York,Donald Trump,Jeb Bush
36111,Ulster,New York,Donald Trump,Rand Paul
36113,Warren,New York,Donald Trump,Rand Paul
36115,Washington,New York,Donald Trump,Jeb Bush
36117,Wayne,New York,Donald Trump,Jeb Bush
36119,Westchester,New York,Donald Trump,Jeb Bush
36121,Wyoming,New York,Donald Trump,Rand Paul
36123,Yates,New York,Donald Trump,Marco Rubio
37001,Alamance,North Carolina,Donald Trump,Bobby Jindal
37003,Alexander,North Carolina,Donald Trump,Lindsey Graham
37005,Alleghany,North Carolina,Donald Trump,Jeb Bush
37007,Anson,North Carolina,Donald Trump,Ben Carson
37029,Camden,North Carolina,Donald Trump,Rand Paul
37009,Ashe,North Carolina,Donald Trump,Marco Rubio
37011,Avery,North Carolina,Donald Trump,Ben Carson
37013,Beaufort,North Carolina,Donald Trump,Ted Cruz
37015,Bertie,North Carolina,John Kasich,Donald Trump
37017,Bladen,North Carolina,Donald Trump,Ben Carson
37019,Brunswick,North Carolina,Donald Trump,Mike Huckabee
37021,Buncombe,North Carolina,Donald Trump,Ted Cruz
37023,Burke,North Carolina,Donald Trump,Jeb Bush
37025,Cabarrus,North Carolina,Donald Trump,Ben Carson
37027,Caldwell,North Carolina,Donald Trump,Jeb Bush
37081,Guilford,North Carolina,Donald Trump,Ben Carson
37031,Carteret,North Carolina,Chris Christie,Donald Trump
37033,Caswell,North Carolina,Donald Trump,Bobby Jindal
37035,Catawba,North Carolina,Donald Trump,Rand Paul
37037,Chatham,North Carolina,Donald Trump,Rand Paul
37039,Cherokee,North Carolina,Donald Trump,Lindsey Graham
37041,Chowan,North Carolina,Donald Trump,Jeb Bush
37043,Clay,North Carolina,Donald Trump,Marco Rubio
37045,Cleveland,North Carolina,Donald Trump,Rand Paul
37047,Columbus,North Carolina,Donald Trump,Ted Cruz
37049,Craven,North Carolina,Donald Trump,Scott Walker
37051,Cumberland,North Carolina,Donald Trump,Jeb Bush
37053,Currituck,North Carolina,Donald Trump,Ben Carson
37055,Dare,North Carolina,Donald Trump,Chris Christie
37057,Davidson,North Carolina,Donald Trump,Lindsey Graham
37059,Davie,North Carolina,Donald Trump,Rand Paul
37061,Duplin,North Carolina,Donald Trump,Ben Carson
37063,Durham,North Carolina,Donald Trump,Jeb Bush
37065,Edgecombe,North Carolina,Donald Trump,Ben Carson
37067,Forsyth,North Carolina,Donald Trump,Lindsey Graham
37069,Franklin,North Carolina,Donald Trump,Jeb Bush
37071,Gaston,North Carolina,Donald Trump,Rand Paul
37073,Gates,North Carolina,Marco Rubio,Donald Trump
37075,Graham,North Carolina,Donald Trump,Lindsey Graham
37077,Granville,North Carolina,Donald Trump,Jeb Bush
37079,Greene,North Carolina,Donald Trump,Bobby Jindal
37083,Halifax,North Carolina,Bobby Jindal,Donald Trump
37085,Harnett,North Carolina,Donald Trump,Ben Carson
37087,Haywood,North Carolina,Donald Trump,Ben Carson
37089,Henderson,North Carolina,Bobby Jindal,Donald Trump
37091,Hertford,North Carolina,Donald Trump,Jeb Bush
37093,Hoke,North Carolina,Donald Trump,Ben Carson
37095,Hyde,North Carolina,Scott Walker,Donald Trump
37097,Iredell,North Carolina,Donald Trump,Ben Carson
37099,Jackson,North Carolina,Donald Trump,Scott Walker
37101,Johnston,North Carolina,Donald Trump,Rand Paul
37103,Jones,North Carolina,Lindsey Graham,Bobby Jindal
37105,Lee,North Carolina,Donald Trump,Jeb Bush
37107,Lenoir,North Carolina,Donald Trump,Jeb Bush
37109,Lincoln,North Carolina,Donald Trump,Jeb Bush
37111,McDowell,North Carolina,Donald Trump,Marco Rubio
37113,Macon,North Carolina,Donald Trump,Rick Perry
37115,Madison,North Carolina,Donald Trump,Bobby Jindal
37117,Martin,North Carolina,Donald Trump,Ben Carson
37119,Mecklenburg,North Carolina,Donald Trump,Bobby Jindal
37121,Mitchell,North Carolina,Donald Trump,Lindsey Graham
37123,Montgomery,North Carolina,Donald Trump,Rand Paul
37125,Moore,North Carolina,Donald Trump,Carly Fiorina
37127,Nash,North Carolina,Donald Trump,Ted Cruz
37129,New Hanover,North Carolina,Donald Trump,Ben Carson
37131,Northampton,North Carolina,Donald Trump,Ted Cruz
37133,Onslow,North Carolina,Donald Trump,Ben Carson
37137,Pamlico,North Carolina,Donald Trump,Ben Carson
37139,Pasquotank,North Carolina,Donald Trump,Rand Paul
37141,Pender,North Carolina,Donald Trump,Jeb Bush
37143,Perquimans,North Carolina,Donald Trump,Bobby Jindal
37145,Person,North Carolina,Donald Trump,Ben Carson
37147,Pitt,North Carolina,Donald Trump,Scott Walker
37149,Polk,North Carolina,Donald Trump,Jeb Bush
37151,Randolph,North Carolina,Donald Trump,Jeb Bush
37165,Scotland,North Carolina,Donald Trump,Rand Paul
37153,Richmond,North Carolina,Donald Trump,Marco Rubio
37155,Robeson,North Carolina,Donald Trump,Lindsey Graham
37157,Rockingham,North Carolina,Donald Trump,Ted Cruz
37159,Rowan,North Carolina,Donald Trump,Jeb Bush
37161,Rutherford,North Carolina,Donald Trump,Ben Carson
37163,Sampson,North Carolina,Donald Trump,Jeb Bush
37167,Stanly,North Carolina,Donald Trump,Scott Walker
37169,Stokes,North Carolina,Bobby Jindal,Donald Trump
37171,Surry,North Carolina,Bobby Jindal,Donald Trump
37173,Swain,North Carolina,Donald Trump,John Kasich
37175,Transylvania,North Carolina,Donald Trump,Jeb Bush
37177,Tyrrell,North Carolina,Donald Trump,Scott Walker
37179,Union,North Carolina,Donald Trump,Ted Cruz
37181,Vance,North Carolina,Donald Trump,Ben Carson
37183,Wake,North Carolina,Donald Trump,Jeb Bush
37185,Warren,North Carolina,Donald Trump,Rick Perry
37187,Washington,North Carolina,Donald Trump,Bobby Jindal
37189,Watauga,North Carolina,Donald Trump,Ted Cruz
37191,Wayne,North Carolina,Donald Trump,Ted Cruz
37193,Wilkes,North Carolina,Donald Trump,Jeb Bush
37195,Wilson,North Carolina,Donald Trump,John Kasich
37197,Yadkin,North Carolina,Donald Trump,Jeb Bush
38001,Adams,North Dakota,Donald Trump,Lindsey Graham
38003,Barnes,North Dakota,Donald Trump,Jeb Bush
38021,Dickey,North Dakota,Donald Trump,Scott Walker
38005,Benson,North Dakota,Donald Trump,Mike Huckabee
38009,Bottineau,North Dakota,Donald Trump,Rand Paul
38011,Bowman,North Dakota,Donald Trump,Marco Rubio
38013,Burke,North Dakota,Donald Trump,Bobby Jindal
38015,Burleigh,North Dakota,Donald Trump,Jeb Bush
38017,Cass,North Dakota,Donald Trump,Rand Paul
38019,Cavalier,North Dakota,Donald Trump,John Kasich
38025,Dunn,North Dakota,Carly Fiorina,Donald Trump
38027,Eddy,North Dakota,Jeb Bush,Donald Trump
38031,Foster,North Dakota,Donald Trump,Jeb Bush
38035,Grand Forks,North Dakota,Donald Trump,Ben Carson
38039,Griggs,North Dakota,Donald Trump,Lindsey Graham
38043,Kidder,North Dakota,Ben Carson,Bobby Jindal
38045,Lamoure,North Dakota,Donald Trump,Ben Carson
38049,McHenry,North Dakota,Donald Trump,Bobby Jindal
38051,McIntosh,North Dakota,Donald Trump,Jeb Bush
38053,Mckenzie,North Dakota,Donald Trump,Rand Paul
38055,Mclean,North Dakota,Donald Trump,Rick Santorum
38057,Mercer,North Dakota,Donald Trump,Jeb Bush
38059,Morton,North Dakota,Rand Paul,Mike Huckabee
38061,Mountrail,North Dakota,Donald Trump,Ben Carson
38063,Nelson,North Dakota,Donald Trump,Ted Cruz
38067,Pembina,North Dakota,John Kasich,Scott Walker
38071,Ramsey,North Dakota,Donald Trump,Jeb Bush
38073,Ransom,North Dakota,Donald Trump,Mike Huckabee
38077,Richland,North Dakota,Donald Trump,Ted Cruz
38079,Rolette,North Dakota,Donald Trump,Ted Cruz
38081,Sargent,North Dakota,Donald Trump,Scott Walker
38099,Walsh,North Dakota,Donald Trump,Ben Carson
38089,Stark,North Dakota,Donald Trump,Jeb Bush
38091,Steele,North Dakota,Donald Trump,Jeb Bush
38093,Stutsman,North Dakota,Donald Trump,Ted Cruz
38095,Towner,North Dakota,Donald Trump,Bobby Jindal
38097,Traill,North Dakota,Jeb Bush,Marco Rubio
48439,Tarrant,Texas,Donald Trump,Ted Cruz
38101,Ward,North Dakota,Donald Trump,Rand Paul
38103,Wells,North Dakota,Donald Trump,Chris Christie
38105,Williams,North Dakota,Donald Trump,Jeb Bush
39001,Adams,Ohio,Donald Trump,John Kasich
39003,Allen,Ohio,Donald Trump,John Kasich
39005,Ashland,Ohio,Donald Trump,John Kasich
39007,Ashtabula,Ohio,Donald Trump,Jeb Bush
39009,Athens,Ohio,Donald Trump,Ted Cruz
39011,Auglaize,Ohio,Donald Trump,John Kasich
39013,Belmont,Ohio,Donald Trump,Jeb Bush
39015,Brown,Ohio,Donald Trump,Bobby Jindal
39017,Butler,Ohio,Donald Trump,Jeb Bush
39019,Carroll,Ohio,Donald Trump,Ted Cruz
39021,Champaign,Ohio,Donald Trump,John Kasich
39023,Clark,Ohio,Donald Trump,John Kasich
39025,Clermont,Ohio,Donald Trump,Jeb Bush
39027,Clinton,Ohio,Donald Trump,John Kasich
39029,Columbiana,Ohio,Donald Trump,Scott Walker
39031,Coshocton,Ohio,Donald Trump,Ben Carson
39033,Crawford,Ohio,Donald Trump,Marco Rubio
39035,Cuyahoga,Ohio,Donald Trump,John Kasich
39037,Darke,Ohio,Donald Trump,John Kasich
39039,Defiance,Ohio,Donald Trump,Chris Christie
40043,Dewey,Oklahoma,Ben Carson,Donald Trump
39041,Delaware,Ohio,Donald Trump,John Kasich
39043,Erie,Ohio,Donald Trump,John Kasich
39045,Fairfield,Ohio,Donald Trump,John Kasich
39047,Fayette,Ohio,John Kasich,Jeb Bush
39049,Franklin,Ohio,Donald Trump,John Kasich
39051,Fulton,Ohio,Donald Trump,John Kasich
39053,Gallia,Ohio,Donald Trump,Ben Carson
39055,Geauga,Ohio,Donald Trump,John Kasich
39057,Greene,Ohio,Donald Trump,John Kasich
39059,Guernsey,Ohio,Donald Trump,John Kasich
39061,Hamilton,Ohio,Donald Trump,Rand Paul
39063,Hancock,Ohio,Ben Carson,Bobby Jindal
39065,Hardin,Ohio,Donald Trump,John Kasich
39067,Harrison,Ohio,Donald Trump,Ted Cruz
39069,Henry,Ohio,Donald Trump,John Kasich
39071,Highland,Ohio,Donald Trump,Jeb Bush
39073,Hocking,Ohio,Donald Trump,John Kasich
39075,Holmes,Ohio,Donald Trump,John Kasich
39077,Huron,Ohio,Donald Trump,Ben Carson
39079,Jackson,Ohio,Donald Trump,Marco Rubio
39081,Jefferson,Ohio,Donald Trump,John Kasich
39083,Knox,Ohio,Donald Trump,John Kasich
