county_code,countyname,state,Most Searched,Second Most Searched
13171,Lamar,Georgia,Donald Trump,Bobby Jindal
13173,Lanier,Georgia,Donald Trump,Ben Carson
13175,Laurens,Georgia,Donald Trump,Rand Paul
13177,Lee,Georgia,Donald Trump,Rand Paul
13179,Liberty,Georgia,Mike Huckabee,Donald Trump
13181,Lincoln,Georgia,Donald Trump,Jeb Bush
13183,Long,Georgia,Donald Trump,Bobby Jindal
13211,Morgan,Georgia,Donald Trump,Scott Walker
13185,Lowndes,Georgia,Donald Trump,Ted Cruz
13187,Lumpkin,Georgia,Donald Trump,Jeb Bush
13189,McDuffie,Georgia,Donald Trump,Mike Huckabee
13191,McIntosh,Georgia,Donald Trump,John Kasich
13193,Macon,Georgia,Donald Trump,Mike Huckabee
13195,Madison,Georgia,Donald Trump,Mike Huckabee
13199,Meriwether,Georgia,Donald Trump,Mike Huckabee
13201,Miller,Georgia,Donald Trump,Bobby Jindal
13205,Mitchell,Georgia,Donald Trump,Ted Cruz
13275,Thomas,Georgia,Donald Trump,Rand Paul
13213,Murray,Georgia,Donald Trump,Ben Carson
13215,Muscogee,Georgia,Donald Trump,Jeb Bush
13217,Newton,Georgia,Donald Trump,Bobby Jindal
13219,Oconee,Georgia,Donald Trump,Rand Paul
13221,Oglethorpe,Georgia,Ben Carson,Bobby Jindal
17041,Douglas,Illinois,Donald Trump,Carly Fiorina
13223,Paulding,Georgia,Donald Trump,Ben Carson
13225,Peach,Georgia,Donald Trump,Lindsey Graham
13227,Pickens,Georgia,Donald Trump,Jeb Bush
13229,Pierce,Georgia,Donald Trump,Ted Cruz
13231,Pike,Georgia,Ted Cruz,Jeb Bush
17043,Du Page,Illinois,Donald Trump,Jeb Bush
13233,Polk,Georgia,Donald Trump,Jeb Bush
13235,Pulaski,Georgia,Donald Trump,Ben Carson
13237,Putnam,Georgia,Donald Trump,Jeb Bush
13241,Rabun,Georgia,Donald Trump,Ted Cruz
13253,Seminole,Georgia,Donald Trump,Ben Carson
13243,Randolph,Georgia,Donald Trump,Jeb Bush
13245,Richmond,Georgia,Donald Trump,Jeb Bush
13247,Rockdale,Georgia,Donald Trump,Jeb Bush
13251,Screven,Georgia,Donald Trump,Jeb Bush
13255,Spalding,Georgia,Donald Trump,Marco Rubio
13257,Stephens,Georgia,Donald Trump,Ben Carson
13261,Sumter,Georgia,Donald Trump,Lindsey Graham
13263,Talbot,Georgia,Donald Trump,Bobby Jindal
17079,Jasper,Illinois,Donald Trump,Scott Walker
13267,Tattnall,Georgia,Donald Trump,Rick Santorum
13269,Taylor,Georgia,Donald Trump,Jeb Bush
13271,Telfair,Georgia,Ted Cruz,Donald Trump
13273,Terrell,Georgia,Rand Paul,Donald Trump
19027,Carroll,Iowa,Donald Trump,Ben Carson
13277,Tift,Georgia,Donald Trump,Jeb Bush
13279,Toombs,Georgia,Donald Trump,Rick Perry
13281,Towns,Georgia,Donald Trump,Bobby Jindal
13283,Treutlen,Georgia,Rick Perry,Donald Trump
13285,Troup,Georgia,Donald Trump,Marco Rubio
13287,Turner,Georgia,Chris Christie,Donald Trump
13289,Twiggs,Georgia,Ben Carson,Donald Trump
13291,Union,Georgia,Donald Trump,Ben Carson
13293,Upson,Georgia,Donald Trump,Lindsey Graham
13295,Walker,Georgia,Donald Trump,Lindsey Graham
13297,Walton,Georgia,Donald Trump,Scott Walker
13299,Ware,Georgia,Donald Trump,Ted Cruz
20081,Haskell,Kansas,Donald Trump,Jeb Bush
13301,Warren,Georgia,Bobby Jindal,John Kasich
13303,Washington,Georgia,Donald Trump,Jeb Bush
13305,Wayne,Georgia,Donald Trump,Ted Cruz
13319,Wilkinson,Georgia,Donald Trump,Scott Walker
13309,Wheeler,Georgia,Donald Trump,Jeb Bush
13311,White,Georgia,Donald Trump,Ben Carson
13313,Whitfield,Georgia,Donald Trump,Ted Cruz
13317,Wilkes,Georgia,Donald Trump,Jeb Bush
13321,Worth,Georgia,Donald Trump,Bobby Jindal
15001,Hawaii,Hawaii,Donald Trump,Bobby Jindal
15003,Honolulu,Hawaii,Donald Trump,Jeb Bush
15007,Kauai,Hawaii,Donald Trump,Bobby Jindal
15009,Maui,Hawaii,Donald Trump,Jeb Bush
16001,Ada,Idaho,Donald Trump,Jeb Bush
16003,Adams,Idaho,Donald Trump,Ben Carson
16005,Bannock,Idaho,Donald Trump,Ben Carson
16007,Bear Lake,Idaho,Donald Trump,Rand Paul
19029,Cass,Iowa,Donald Trump,Mike Huckabee
16009,Benewah,Idaho,Chris Christie,Donald Trump
16011,Bingham,Idaho,Donald Trump,Jeb Bush
16013,Blaine,Idaho,Donald Trump,Chris Christie
16057,Latah,Idaho,Donald Trump,Rand Paul
16015,Boise,Idaho,Donald Trump,Rand Paul
16017,Bonner,Idaho,Donald Trump,Ben Carson
16019,Bonneville,Idaho,Donald Trump,Jeb Bush
16021,Boundary,Idaho,Donald Trump,Marco Rubio
16023,Butte,Idaho,Donald Trump,Rand Paul
16027,Canyon,Idaho,Donald Trump,Ted Cruz
16029,Caribou,Idaho,Donald Trump,Rick Santorum
16031,Cassia,Idaho,Donald Trump,Ben Carson
16033,Clark,Idaho,Ted Cruz,Bobby Jindal
17081,Jefferson,Illinois,Donald Trump,Scott Walker
16035,Clearwater,Idaho,Donald Trump,Scott Walker
16037,Custer,Idaho,Donald Trump,Ted Cruz
17147,Piatt,Illinois,Donald Trump,Scott Walker
16039,Elmore,Idaho,Donald Trump,Scott Walker
16041,Franklin,Idaho,Donald Trump,John Kasich
16043,Fremont,Idaho,Donald Trump,Mike Huckabee
16045,Gem,Idaho,Donald Trump,Ben Carson
16049,Idaho,Idaho,Donald Trump,Jeb Bush
16051,Jefferson,Idaho,Ted Cruz,Donald Trump
16053,Jerome,Idaho,Donald Trump,Jeb Bush
16055,Kootenai,Idaho,Donald Trump,Carly Fiorina
16061,Lewis,Idaho,Donald Trump,Scott Walker
19031,Cedar,Iowa,Donald Trump,Jeb Bush
16063,Lincoln,Idaho,Donald Trump,Scott Walker
16065,Madison,Idaho,Donald Trump,Rand Paul
16067,Minidoka,Idaho,Donald Trump,Ted Cruz
16071,Oneida,Idaho,Ted Cruz,Donald Trump
16081,Teton,Idaho,Donald Trump,Ben Carson
17017,Cass,Illinois,Donald Trump,Jeb Bush
16073,Owyhee,Idaho,Donald Trump,Jeb Bush
16075,Payette,Idaho,Donald Trump,Rand Paul
16079,Shoshone,Idaho,Donald Trump,Ted Cruz
16083,Twin Falls,Idaho,Donald Trump,Jeb Bush
16085,Valley,Idaho,Donald Trump,Bobby Jindal
16087,Washington,Idaho,Donald Trump,Jeb Bush
17001,Adams,Illinois,Donald Trump,Bobby Jindal
17019,Champaign,Illinois,Donald Trump,Jeb Bush
17003,Alexander,Illinois,Rand Paul,Jeb Bush
17005,Bond,Illinois,Donald Trump,Ben Carson
17007,Boone,Illinois,Donald Trump,Ben Carson
17009,Brown,Illinois,Donald Trump,Jeb Bush
17011,Bureau,Illinois,Ben Carson,Donald Trump
17013,Calhoun,Illinois,Donald Trump,Rand Paul
17015,Carroll,Illinois,Donald Trump,Jeb Bush
17035,Cumberland,Illinois,Donald Trump,Mike Huckabee
17021,Christian,Illinois,Donald Trump,Carly Fiorina
17023,Clark,Illinois,Donald Trump,Bobby Jindal
17025,Clay,Illinois,Donald Trump,Rand Paul
17027,Clinton,Illinois,Donald Trump,Scott Walker
17029,Coles,Illinois,Donald Trump,Jeb Bush
17031,Cook,Illinois,Donald Trump,Jeb Bush
17033,Crawford,Illinois,Donald Trump,Jeb Bush
27147,Steele,Minnesota,Carly Fiorina,Ben Carson
17045,Edgar,Illinois,Donald Trump,Jeb Bush
17047,Edwards,Illinois,Donald Trump,Ted Cruz
17049,Effingham,Illinois,Donald Trump,Scott Walker
17051,Fayette,Illinois,Donald Trump,Ben Carson
17053,Ford,Illinois,Donald Trump,Marco Rubio
17055,Franklin,Illinois,Carly Fiorina,Donald Trump
17057,Fulton,Illinois,Donald Trump,Ted Cruz
17059,Gallatin,Illinois,Donald Trump,Ted Cruz
19033,Cerro Gordo,Iowa,Donald Trump,Scott Walker
17061,Greene,Illinois,Donald Trump,Rand Paul
17063,Grundy,Illinois,Donald Trump,Ben Carson
17065,Hamilton,Illinois,Donald Trump,Ben Carson
17067,Hancock,Illinois,Donald Trump,Jeb Bush
17069,Hardin,Illinois,Donald Trump,Lindsey Graham
17071,Henderson,Illinois,Donald Trump,Ted Cruz
17073,Henry,Illinois,Donald Trump,Rand Paul
17075,Iroquois,Illinois,Donald Trump,Carly Fiorina
17077,Jackson,Illinois,Donald Trump,Mike Huckabee
17083,Jersey,Illinois,Ted Cruz,Donald Trump
17085,Jo Daviess,Illinois,Donald Trump,Bobby Jindal
17087,Johnson,Illinois,Jeb Bush,Donald Trump
17089,Kane,Illinois,Donald Trump,Jeb Bush
17091,Kankakee,Illinois,Donald Trump,Scott Walker
17093,Kendall,Illinois,Donald Trump,Lindsey Graham
17095,Knox,Illinois,Donald Trump,Marco Rubio
17097,Lake,Illinois,Donald Trump,Scott Walker
17099,La Salle,Illinois,Donald Trump,Ted Cruz
17101,Lawrence,Illinois,Donald Trump,Rand Paul
17103,Lee,Illinois,Donald Trump,Jeb Bush
17105,Livingston,Illinois,Donald Trump,Scott Walker
17107,Logan,Illinois,Donald Trump,Jeb Bush
17109,McDonough,Illinois,Donald Trump,John Kasich
17111,McHenry,Illinois,Donald Trump,Jeb Bush
17113,Mclean,Illinois,Donald Trump,Jeb Bush
17115,Macon,Illinois,Donald Trump,Carly Fiorina
17117,Macoupin,Illinois,Donald Trump,Rand Paul
17119,Madison,Illinois,Donald Trump,Ben Carson
17121,Marion,Illinois,Donald Trump,Bobby Jindal
17123,Marshall,Illinois,Donald Trump,Bobby Jindal
17125,Mason,Illinois,Donald Trump,Bobby Jindal
17127,Massac,Illinois,Donald Trump,Rand Paul
17129,Menard,Illinois,Donald Trump,Bobby Jindal
17131,Mercer,Illinois,Donald Trump,Ben Carson
17133,Monroe,Illinois,Donald Trump,Rick Perry
17135,Montgomery,Illinois,Carly Fiorina,Donald Trump
17137,Morgan,Illinois,Donald Trump,Rand Paul
17139,Moultrie,Illinois,Donald Trump,Lindsey Graham
17141,Ogle,Illinois,Donald Trump,Scott Walker
17143,Peoria,Illinois,Donald Trump,Rand Paul
17145,Perry,Illinois,Donald Trump,Jeb Bush
19035,Cherokee,Iowa,Donald Trump,Ted Cruz
17149,Pike,Illinois,Donald Trump,Jeb Bush
17151,Pope,Illinois,Rand Paul,Scott Walker
17153,Pulaski,Illinois,Donald Trump,Ben Carson
17155,Putnam,Illinois,Donald Trump,Jeb Bush
17157,Randolph,Illinois,Donald Trump,Rick Perry
17159,Richland,Illinois,Donald Trump,Rand Paul
17161,Rock Island,Illinois,Donald Trump,Scott Walker
17163,St Clair,Illinois,Donald Trump,Ted Cruz
17165,Saline,Illinois,Rick Perry,Ted Cruz
17167,Sangamon,Illinois,Donald Trump,Scott Walker
17169,Schuyler,Illinois,Donald Trump,Ted Cruz
17171,Scott,Illinois,Chris Christie,Lindsey Graham
17173,Shelby,Illinois,Donald Trump,Ben Carson
17175,Stark,Illinois,Donald Trump,Rand Paul
17177,Stephenson,Illinois,Donald Trump,Scott Walker
17179,Tazewell,Illinois,Donald Trump,Scott Walker
17181,Union,Illinois,Donald Trump,Ben Carson
17183,Vermilion,Illinois,Donald Trump,Jeb Bush
17185,Wabash,Illinois,Donald Trump,Ted Cruz
17187,Warren,Illinois,Lindsey Graham,Donald Trump
17189,Washington,Illinois,Donald Trump,Scott Walker
17191,Wayne,Illinois,Donald Trump,Ben Carson
18005,Bartholomew,Indiana,Donald Trump,John Kasich
17193,White,Illinois,Donald Trump,Rand Paul
17195,Whiteside,Illinois,Rand Paul,Donald Trump
17197,Will,Illinois,Donald Trump,Scott Walker
17199,Williamson,Illinois,Donald Trump,Jeb Bush
17201,Winnebago,Illinois,Donald Trump,Scott Walker
17203,Woodford,Illinois,Donald Trump,Rand Paul
18001,Adams,Indiana,Donald Trump,Bobby Jindal
18003,Allen,Indiana,Donald Trump,Rand Paul
18015,Carroll,Indiana,Donald Trump,Jeb Bush
18017,Cass,Indiana,Donald Trump,Ben Carson
18019,Clark,Indiana,Donald Trump,Rand Paul
18021,Clay,Indiana,Donald Trump,Ted Cruz
18023,Clinton,Indiana,Donald Trump,Ben Carson
18025,Crawford,Indiana,Donald Trump,Jeb Bush
18043,Floyd,Indiana,Donald Trump,Rand Paul
18027,Daviess,Indiana,Donald Trump,Rick Perry
18029,Dearborn,Indiana,Donald Trump,Marco Rubio
18031,Decatur,Indiana,Donald Trump,Bobby Jindal
18033,De Kalb,Indiana,Donald Trump,Ben Carson
18035,Delaware,Indiana,Donald Trump,Jeb Bush
18037,Dubois,Indiana,Donald Trump,Rand Paul
18039,Elkhart,Indiana,Donald Trump,Jeb Bush
18041,Fayette,Indiana,Donald Trump,Scott Walker
19037,Chickasaw,Iowa,Donald Trump,Bobby Jindal
18045,Fountain,Indiana,Donald Trump,Rand Paul
18047,Franklin,Indiana,Ted Cruz,Donald Trump
18049,Fulton,Indiana,Donald Trump,Ted Cruz
18051,Gibson,Indiana,Donald Trump,Mike Huckabee
18053,Grant,Indiana,Donald Trump,Rand Paul
18055,Greene,Indiana,Ted Cruz,Donald Trump
18057,Hamilton,Indiana,Donald Trump,Scott Walker
18059,Hancock,Indiana,Donald Trump,Jeb Bush
18061,Harrison,Indiana,Donald Trump,Ted Cruz
18063,Hendricks,Indiana,Donald Trump,Jeb Bush
18065,Henry,Indiana,Donald Trump,Ted Cruz
18067,Howard,Indiana,Donald Trump,Lindsey Graham
18069,Huntington,Indiana,Donald Trump,Jeb Bush
18071,Jackson,Indiana,Donald Trump,Carly Fiorina
18073,Jasper,Indiana,Donald Trump,Jeb Bush
18077,Jefferson,Indiana,Donald Trump,Rand Paul
18079,Jennings,Indiana,Donald Trump,Jeb Bush
18081,Johnson,Indiana,Donald Trump,Jeb Bush
18083,Knox,Indiana,Donald Trump,Chris Christie
18085,Kosciusko,Indiana,Donald Trump,Scott Walker
18087,Lagrange,Indiana,Donald Trump,Ben Carson
18089,Lake,Indiana,Donald Trump,Jeb Bush
18091,La Porte,Indiana,Donald Trump,Jeb Bush
18093,Lawrence,Indiana,Donald Trump,Jeb Bush
18095,Madison,Indiana,Donald Trump,Rand Paul
18097,Marion,Indiana,Donald Trump,Jeb Bush
18099,Marshall,Indiana,Donald Trump,Ben Carson
18101,Martin,Indiana,Donald Trump,Rick Santorum
18103,Miami,Indiana,Donald Trump,Jeb Bush
18105,Monroe,Indiana,Donald Trump,Jeb Bush
18107,Montgomery,Indiana,Donald Trump,Ted Cruz
18109,Morgan,Indiana,Donald Trump,Jeb Bush
18111,Newton,Indiana,Donald Trump,Mike Huckabee
18113,Noble,Indiana,Donald Trump,Bobby Jindal
18115,Ohio,Indiana,Donald Trump,Jeb Bush
18117,Orange,Indiana,Donald Trump,Carly Fiorina
18119,Owen,Indiana,Donald Trump,Carly Fiorina
18121,Parke,Indiana,Donald Trump,Rand Paul
18125,Pike,Indiana,Donald Trump,Jeb Bush
18127,Porter,Indiana,Donald Trump,Ted Cruz
18129,Posey,Indiana,Donald Trump,Jeb Bush
18131,Pulaski,Indiana,Donald Trump,Rand Paul
18133,Putnam,Indiana,Donald Trump,Jeb Bush
18135,Randolph,Indiana,Donald Trump,Scott Walker
18137,Ripley,Indiana,Donald Trump,Ben Carson
18139,Rush,Indiana,Donald Trump,Ben Carson
18141,St Joseph,Indiana,Donald Trump,Rand Paul
18143,Scott,Indiana,Donald Trump,Marco Rubio
18145,Shelby,Indiana,Donald Trump,Bobby Jindal
18147,Spencer,Indiana,Donald Trump,Lindsey Graham
18149,Starke,Indiana,Donald Trump,Ben Carson
18151,Steuben,Indiana,Donald Trump,Ted Cruz
18153,Sullivan,Indiana,Donald Trump,Chris Christie
19039,Clarke,Iowa,Donald Trump,Marco Rubio
18155,Switzerland,Indiana,Donald Trump,Bobby Jindal
18157,Tippecanoe,Indiana,Donald Trump,Rand Paul
18159,Tipton,Indiana,Bobby Jindal,Donald Trump
18161,Union,Indiana,Donald Trump,Ben Carson
18163,Vanderburgh,Indiana,Donald Trump,John Kasich
18165,Vermillion,Indiana,Donald Trump,Jeb Bush
18167,Vigo,Indiana,Donald Trump,Ben Carson
18169,Wabash,Indiana,Ben Carson,Donald Trump
18171,Warren,Indiana,Donald Trump,Jeb Bush
18173,Warrick,Indiana,Donald Trump,Carly Fiorina
18175,Washington,Indiana,Donald Trump,Ben Carson
18177,Wayne,Indiana,Donald Trump,Chris Christie
18179,Wells,Indiana,Donald Trump,Ted Cruz
18181,White,Indiana,Donald Trump,Marco Rubio
18183,Whitley,Indiana,Donald Trump,Lindsey Graham
19001,Adair,Iowa,Donald Trump,Rick Perry
19003,Adams,Iowa,Donald Trump,Ben Carson
19005,Allamakee,Iowa,Donald Trump,Jeb Bush
19007,Appanoose,Iowa,Donald Trump,Ted Cruz
19009,Audubon,Iowa,Rick Santorum,Donald Trump
19011,Benton,Iowa,Donald Trump,John Kasich
19013,Black Hawk,Iowa,Donald Trump,Scott Walker
19015,Boone,Iowa,Donald Trump,Ted Cruz
19017,Bremer,Iowa,Donald Trump,Scott Walker
19019,Buchanan,Iowa,Donald Trump,Ted Cruz
19021,Buena Vista,Iowa,Donald Trump,Ben Carson
19023,Butler,Iowa,Donald Trump,Chris Christie
19025,Calhoun,Iowa,Donald Trump,Scott Walker
19043,Clayton,Iowa,Scott Walker,Donald Trump
19045,Clinton,Iowa,Donald Trump,Bobby Jindal
19047,Crawford,Iowa,Donald Trump,Rand Paul
19049,Dallas,Iowa,Donald Trump,Scott Walker
19051,Davis,Iowa,Donald Trump,Rand Paul
19053,Decatur,Iowa,Donald Trump,Ben Carson
19055,Delaware,Iowa,Donald Trump,Ben Carson
19057,Des Moines,Iowa,Donald Trump,Ted Cruz
19059,Dickinson,Iowa,Donald Trump,Bobby Jindal
19083,Hardin,Iowa,Donald Trump,Bobby Jindal
19061,Dubuque,Iowa,Donald Trump,Rand Paul
19063,Emmet,Iowa,Donald Trump,Scott Walker
19065,Fayette,Iowa,Donald Trump,Scott Walker
19067,Floyd,Iowa,Donald Trump,Jeb Bush
19069,Franklin,Iowa,Donald Trump,Scott Walker
19071,Fremont,Iowa,Donald Trump,Marco Rubio
19073,Greene,Iowa,Donald Trump,Ted Cruz
19075,Grundy,Iowa,Rand Paul,Donald Trump
19077,Guthrie,Iowa,Donald Trump,Scott Walker
19079,Hamilton,Iowa,Rick Perry,Donald Trump
19085,Harrison,Iowa,Marco Rubio,Donald Trump
19087,Henry,Iowa,Chris Christie,Donald Trump
19089,Howard,Iowa,Donald Trump,Bobby Jindal
19091,Humboldt,Iowa,Donald Trump,Bobby Jindal
19093,Ida,Iowa,Marco Rubio,Donald Trump
19095,Iowa,Iowa,Donald Trump,Ted Cruz
19097,Jackson,Iowa,Donald Trump,Bobby Jindal
19099,Jasper,Iowa,Ted Cruz,Donald Trump
19101,Jefferson,Iowa,Bobby Jindal,Donald Trump
19103,Johnson,Iowa,Donald Trump,Lindsey Graham
19111,Lee,Iowa,Donald Trump,Bobby Jindal
19113,Linn,Iowa,Donald Trump,Jeb Bush
19115,Louisa,Iowa,Donald Trump,Jeb Bush
19117,Lucas,Iowa,Donald Trump,Jeb Bush
19119,Lyon,Iowa,Donald Trump,Ted Cruz
19121,Madison,Iowa,Donald Trump,Bobby Jindal
19123,Mahaska,Iowa,Donald Trump,Jeb Bush
19125,Marion,Iowa,Donald Trump,Jeb Bush
19127,Marshall,Iowa,Donald Trump,Scott Walker
19129,Mills,Iowa,Donald Trump,Jeb Bush
19131,Mitchell,Iowa,Donald Trump,Mike Huckabee
19133,Monona,Iowa,Donald Trump,Ben Carson
19135,Monroe,Iowa,Donald Trump,Mike Huckabee
19137,Montgomery,Iowa,Donald Trump,Mike Huckabee
19139,Muscatine,Iowa,Donald Trump,Jeb Bush
19141,Obrien,Iowa,Donald Trump,Jeb Bush
19143,Osceola,Iowa,Donald Trump,Bobby Jindal
19145,Page,Iowa,Donald Trump,Ben Carson
19147,Palo Alto,Iowa,Donald Trump,Marco Rubio
20009,Barton,Kansas,Donald Trump,Rand Paul
19149,Plymouth,Iowa,Donald Trump,Jeb Bush
19151,Pocahontas,Iowa,Donald Trump,Bobby Jindal
19153,Polk,Iowa,Donald Trump,Rand Paul
19155,Pottawattamie,Iowa,Donald Trump,Scott Walker
19157,Poweshiek,Iowa,Donald Trump,Rand Paul
19159,Ringgold,Iowa,Ted Cruz,Bobby Jindal
19161,Sac,Iowa,Donald Trump,Scott Walker
19163,Scott,Iowa,Donald Trump,Carly Fiorina
19165,Shelby,Iowa,Donald Trump,Rick Santorum
19167,Sioux,Iowa,Donald Trump,Lindsey Graham
19169,Story,Iowa,Donald Trump,Ben Carson
19171,Tama,Iowa,Donald Trump,Jeb Bush
19173,Taylor,Iowa,Donald Trump,Ted Cruz
19175,Union,Iowa,Donald Trump,Jeb Bush
19177,Van Buren,Iowa,Donald Trump,Lindsey Graham
19179,Wapello,Iowa,Mike Huckabee,Donald Trump
19181,Warren,Iowa,Donald Trump,Bobby Jindal
19183,Washington,Iowa,Donald Trump,Ted Cruz
19185,Wayne,Iowa,Donald Trump,Scott Walker
19187,Webster,Iowa,Donald Trump,Scott Walker
19189,Winnebago,Iowa,Donald Trump,Scott Walker
19191,Winneshiek,Iowa,Donald Trump,Scott Walker
19193,Woodbury,Iowa,Donald Trump,John Kasich
19195,Worth,Iowa,Donald Trump,Lindsey Graham
19197,Wright,Iowa,Donald Trump,Ben Carson
20001,Allen,Kansas,Donald Trump,Ted Cruz
20003,Anderson,Kansas,Donald Trump,Carly Fiorina
20005,Atchison,Kansas,Donald Trump,Rand Paul
20007,Barber,Kansas,Donald Trump,Mike Huckabee
20015,Butler,Kansas,Donald Trump,Ben Carson
20019,Chautauqua,Kansas,Donald Trump,Rand Paul
20021,Cherokee,Kansas,Donald Trump,Rick Perry
20023,Cheyenne,Kansas,Donald Trump,Jeb Bush
20025,Clark,Kansas,Donald Trump,Bobby Jindal
20027,Clay,Kansas,Donald Trump,Chris Christie
20029,Cloud,Kansas,Donald Trump,Carly Fiorina
20031,Coffey,Kansas,Ben Carson,Jeb Bush
20033,Comanche,Kansas,Ted Cruz,Jeb Bush
20035,Cowley,Kansas,Donald Trump,Ben Carson
20147,Phillips,Kansas,Donald Trump,Bobby Jindal
20037,Crawford,Kansas,Donald Trump,Ted Cruz
20039,Decatur,Kansas,Donald Trump,Jeb Bush
20041,Dickinson,Kansas,Donald Trump,Ben Carson
20043,Doniphan,Kansas,Donald Trump,Scott Walker
20045,Douglas,Kansas,Donald Trump,Rand Paul
20047,Edwards,Kansas,Donald Trump,Bobby Jindal
20049,Elk,Kansas,Donald Trump,Scott Walker
20051,Ellis,Kansas,Donald Trump,Jeb Bush
20053,Ellsworth,Kansas,Donald Trump,Chris Christie
20055,Finney,Kansas,Donald Trump,Jeb Bush
20057,Ford,Kansas,Donald Trump,Ted Cruz
20059,Franklin,Kansas,Donald Trump,Jeb Bush
20061,Geary,Kansas,Donald Trump,Ben Carson
20063,Gove,Kansas,Ben Carson,Bobby Jindal
20065,Graham,Kansas,Ted Cruz,Bobby Jindal
20067,Grant,Kansas,Donald Trump,Jeb Bush
20069,Gray,Kansas,Donald Trump,Rick Perry
20071,Greeley,Kansas,Donald Trump,Ted Cruz
20073,Greenwood,Kansas,Scott Walker,Donald Trump
20075,Hamilton,Kansas,Donald Trump,Bobby Jindal
20083,Hodgeman,Kansas,Donald Trump,Jeb Bush
20085,Jackson,Kansas,Donald Trump,Lindsey Graham
20087,Jefferson,Kansas,Donald Trump,Rand Paul
20089,Jewell,Kansas,Ben Carson,Donald Trump
20091,Johnson,Kansas,Donald Trump,Jeb Bush
20093,Kearny,Kansas,Donald Trump,Jeb Bush
20095,Kingman,Kansas,Donald Trump,Jeb Bush
20097,Kiowa,Kansas,Donald Trump,Marco Rubio
20099,Labette,Kansas,Donald Trump,Chris Christie
20123,Mitchell,Kansas,Donald Trump,Jeb Bush
20103,Leavenworth,Kansas,Donald Trump,Jeb Bush
20105,Lincoln,Kansas,Donald Trump,John Kasich
20107,Linn,Kansas,Donald Trump,Carly Fiorina
20109,Logan,Kansas,Scott Walker,Rick Perry
20111,Lyon,Kansas,Donald Trump,Ben Carson
20113,McPherson,Kansas,Donald Trump,Chris Christie
20115,Marion,Kansas,Ted Cruz,Donald Trump
20117,Marshall,Kansas,Donald Trump,Jeb Bush
20119,Meade,Kansas,Donald Trump,Bobby Jindal
20121,Miami,Kansas,Donald Trump,Jeb Bush
20125,Montgomery,Kansas,Donald Trump,Jeb Bush
20127,Morris,Kansas,Donald Trump,Rand Paul
20129,Morton,Kansas,Donald Trump,Jeb Bush
20131,Nemaha,Kansas,Donald Trump,Mike Huckabee
20133,Neosho,Kansas,Donald Trump,Jeb Bush
20137,Norton,Kansas,Donald Trump,Rand Paul
20139,Osage,Kansas,Marco Rubio,Donald Trump
20141,Osborne,Kansas,Donald Trump,Bobby Jindal
20143,Ottawa,Kansas,Donald Trump,Rand Paul
20145,Pawnee,Kansas,Donald Trump,Bobby Jindal
20149,Pottawatomie,Kansas,Donald Trump,Scott Walker
20151,Pratt,Kansas,Donald Trump,Ben Carson
20155,Reno,Kansas,Chris Christie,Donald Trump
20157,Republic,Kansas,Donald Trump,Ted Cruz
20159,Rice,Kansas,Donald Trump,Jeb Bush
20161,Riley,Kansas,Donald Trump,Jeb Bush
20163,Rooks,Kansas,Bobby Jindal,Scott Walker
20167,Russell,Kansas,Donald Trump,Ted Cruz
20171,Scott,Kansas,Donald Trump,Rand Paul
20173,Sedgwick,Kansas,Donald Trump,Rand Paul
20175,Seward,Kansas,Donald Trump,Jeb Bush
20177,Shawnee,Kansas,Donald Trump,Ted Cruz
20181,Sherman,Kansas,Donald Trump,Rick Perry
20185,Stafford,Kansas,Donald Trump,Ted Cruz
20187,Stanton,Kansas,Donald Trump,Bobby Jindal
20191,Sumner,Kansas,Donald Trump,Ted Cruz
20193,Thomas,Kansas,Donald Trump,Ted Cruz
20195,Trego,Kansas,Rick Santorum,Bobby Jindal
20197,Wabaunsee,Kansas,Donald Trump,Chris Christie
20199,Wallace,Kansas,Donald Trump,Marco Rubio
20201,Washington,Kansas,Donald Trump,Mike Huckabee
20203,Wichita,Kansas,Donald Trump,Jeb Bush
20205,Wilson,Kansas,Donald Trump,Rand Paul
20207,Woodson,Kansas,Donald Trump,Bobby Jindal
20209,Wyandotte,Kansas,Donald Trump,Rand Paul
21001,Adair,Kentucky,Donald Trump,Rand Paul
21003,Allen,Kentucky,Donald Trump,Rand Paul
21005,Anderson,Kentucky,Donald Trump,Rand Paul
21007,Ballard,Kentucky,Donald Trump,Ted Cruz
21009,Barren,Kentucky,Donald Trump,Mike Huckabee
21011,Bath,Kentucky,Ben Carson,Donald Trump
21035,Calloway,Kentucky,Donald Trump,Rand Paul
21013,Bell,Kentucky,Donald Trump,Rand Paul
21015,Boone,Kentucky,Donald Trump,Rand Paul
21017,Bourbon,Kentucky,Donald Trump,Ted Cruz
21019,Boyd,Kentucky,Donald Trump,Rand Paul
21021,Boyle,Kentucky,Donald Trump,Rand Paul
21023,Bracken,Kentucky,Donald Trump,Bobby Jindal
21025,Breathitt,Kentucky,Donald Trump,Ben Carson
21027,Breckinridge,Kentucky,Donald Trump,Ben Carson
21029,Bullitt,Kentucky,Donald Trump,Marco Rubio
21031,Butler,Kentucky,Donald Trump,Jeb Bush
21033,Caldwell,Kentucky,Donald Trump,Scott Walker
21037,Campbell,Kentucky,Donald Trump,Rand Paul
21039,Carlisle,Kentucky,Donald Trump,Ted Cruz
