Most searched and 2nd most searched Republican presidential candidate by US county,,,,
"Results are based on US searches, from August 7, 2015 - September 10, 2015",,,,
State,CountyName,County.Code,MostSearched,SecondMostSearched
Indiana,Bartholomew,18005,Trump,Jindal
Indiana,Benton,18007,Trump,Rubio
Indiana,Blackford,18009,Trump,Cruz
Indiana,Boone,18011,Trump,Fiorina
Indiana,Brown,18013,Trump,Carson
Indiana,Carroll,18015,Carson,Trump
Indiana,Cass,18017,Trump,Carson
Indiana,Clark,18019,Trump,Carson
Indiana,Clay,18021,Trump,Fiorina
Indiana,Clinton,18023,Trump,Huckabee
Indiana,Crawford,18025,Walker,Trump
Indiana,Daviess,18027,Trump,Carson
Indiana,Dearborn,18029,Trump,Carson
Indiana,Decatur,18031,Trump,Paul
Indiana,De Kalb,18033,Trump,Carson
Indiana,Delaware,18035,Trump,Rubio
Indiana,Dubois,18037,Rubio,Kasich
Indiana,Elkhart,18039,Trump,Carson
Indiana,Fayette,18041,Trump,Carson
Indiana,Floyd,18043,Trump,Carson
Indiana,Fountain,18045,Carson,Trump
Indiana,Franklin,18047,Trump,Paul
Indiana,Fulton,18049,Trump,Jindal
Indiana,Gibson,18051,Trump,Carson
Indiana,Grant,18053,Trump,Carson
Indiana,Greene,18055,Fiorina,Trump
Indiana,Hamilton,18057,Trump,Carson
Indiana,Hancock,18059,Trump,Cruz
Indiana,Harrison,18061,Trump,Carson
Indiana,Hendricks,18063,Trump,Carson
Indiana,Henry,18065,Trump,Carson
Indiana,Howard,18067,Trump,Carson
Indiana,Huntington,18069,Trump,Bush
Indiana,Jackson,18071,Trump,Carson
Indiana,Jasper,18073,Trump,Fiorina
Indiana,Jay,18075,Carson,Trump
Indiana,Jefferson,18077,Trump,Carson
Indiana,Jennings,18079,Trump,Bush
Indiana,Johnson,18081,Trump,Carson
Indiana,Knox,18083,Trump,Fiorina
Indiana,Kosciusko,18085,Trump,Carson
Indiana,Lagrange,18087,Trump,Carson
Indiana,Lake,18089,Trump,Carson
Indiana,La Porte,18091,Bush,Trump
Indiana,Lawrence,18093,Trump,Fiorina
Indiana,Madison,18095,Trump,Paul
Indiana,Marion,18097,Trump,Carson
Indiana,Marshall,18099,Trump,Carson
Indiana,Martin,18101,Trump,Carson
Indiana,Miami,18103,Trump,Cruz
Indiana,Monroe,18105,Trump,Carson
Indiana,Montgomery,18107,Trump,Fiorina
Indiana,Morgan,18109,Trump,Carson
Indiana,Newton,18111,Bush,Trump
Indiana,Noble,18113,Trump,Carson
Indiana,Ohio,18115,Trump,Carson
Indiana,Orange,18117,Trump,Rubio
Indiana,Owen,18119,Trump,Carson
Indiana,Parke,18121,Trump,Fiorina
Indiana,Pike,18125,Trump,Carson
Indiana,Porter,18127,Trump,Carson
Indiana,Posey,18129,Carson,Trump
Indiana,Pulaski,18131,Trump,Cruz
Indiana,Putnam,18133,Trump,Carson
Indiana,Randolph,18135,Trump,Cruz
Indiana,Ripley,18137,Trump,Carson
Indiana,Rush,18139,Trump,Rubio
Indiana,St Joseph,18141,Trump,Carson
Indiana,Scott,18143,Trump,Fiorina
Indiana,Shelby,18145,Trump,Carson
Indiana,Spencer,18147,Trump,Fiorina
Indiana,Starke,18149,Trump,Fiorina
Indiana,Steuben,18151,Rubio,Trump
Indiana,Sullivan,18153,Trump,Bush
Indiana,Switzerland,18155,Kasich,Trump
Indiana,Tippecanoe,18157,Carson,Trump
Indiana,Tipton,18159,Trump,Carson
Indiana,Union,18161,Trump,Carson
Indiana,Vanderburgh,18163,Trump,Carson
Indiana,Vermillion,18165,Trump,Carson
Indiana,Vigo,18167,Trump,Carson
Indiana,Wabash,18169,Trump,Carson
Indiana,Warren,18171,Santorum,Trump
Indiana,Warrick,18173,Trump,Graham
Indiana,Washington,18175,Trump,Carson
Indiana,Wayne,18177,Trump,Cruz
Indiana,Wells,18179,Trump,Cruz
Indiana,White,18181,Trump,Carson
Indiana,Whitley,18183,Trump,Carson
Iowa,Adair,19001,Trump,Cruz
Iowa,Adams,19003,Trump,Rubio
Iowa,Allamakee,19005,Trump,Fiorina
Iowa,Appanoose,19007,Trump,Cruz
Iowa,Audubon,19009,Trump,Paul
Iowa,Benton,19011,Trump,Bush
Iowa,Black Hawk,19013,Trump,Cruz
Iowa,Boone,19015,Trump,Rubio
Iowa,Bremer,19017,Trump,Christie
Iowa,Buchanan,19019,Carson,Trump
Iowa,Buena Vista,19021,Santorum,Trump
Iowa,Butler,19023,Paul,Trump
Iowa,Calhoun,19025,Trump,Fiorina
Iowa,Carroll,19027,Trump,Cruz
Iowa,Cass,19029,Trump,Carson
Iowa,Cedar,19031,Trump,Fiorina
Iowa,Cerro Gordo,19033,Carson,Trump
Iowa,Cherokee,19035,Trump,Graham
Iowa,Chickasaw,19037,Trump,Rubio
Iowa,Clarke,19039,Trump,Carson
Iowa,Clay,19041,Trump,Fiorina
Iowa,Clayton,19043,Trump,Fiorina
Iowa,Clinton,19045,Trump,Fiorina
Iowa,Crawford,19047,Trump,Graham
Iowa,Dallas,19049,Trump,Graham
Iowa,Davis,19051,Trump,Santorum
Iowa,Decatur,19053,Trump,Huckabee
Iowa,Delaware,19055,Trump,Rubio
Iowa,Des Moines,19057,Trump,Cruz
Iowa,Dickinson,19059,Trump,Bush
Iowa,Dubuque,19061,Trump,Huckabee
Iowa,Emmet,19063,Trump,Fiorina
Iowa,Fayette,19065,Trump,Fiorina
Iowa,Floyd,19067,Trump,Carson
Iowa,Franklin,19069,Trump,Walker
Iowa,Fremont,19071,Trump,Jindal
Iowa,Greene,19073,Christie,Paul
Iowa,Grundy,19075,Trump,Bush
Iowa,Guthrie,19077,Carson,Fiorina
Iowa,Hamilton,19079,Trump,Fiorina
Iowa,Hancock,19081,Fiorina,Trump
Iowa,Hardin,19083,Trump,Kasich
Iowa,Harrison,19085,Jindal,Trump
Iowa,Henry,19087,Carson,Trump
Iowa,Howard,19089,Trump,Carson
Iowa,Humboldt,19091,Trump,Bush
Iowa,Ida,19093,Trump,Fiorina
Iowa,Iowa,19095,Trump,Carson
Iowa,Jackson,19097,Trump,Santorum
Iowa,Jasper,19099,Fiorina,Trump
Iowa,Jefferson,19101,Trump,Huckabee
Iowa,Johnson,19103,Trump,Cruz
Iowa,Jones,19105,Trump,Carson
Iowa,Keokuk,19107,Cruz,Trump
Iowa,Kossuth,19109,Trump,Carson
Iowa,Lee,19111,Huckabee,Trump
Iowa,Linn,19113,Trump,Cruz
Iowa,Louisa,19115,Trump,Carson
Iowa,Lucas,19117,Trump,Christie
Iowa,Lyon,19119,Trump,Huckabee
Iowa,Madison,19121,Trump,Carson
Iowa,Mahaska,19123,Carson,Fiorina
Iowa,Marion,19125,Trump,Carson
Iowa,Marshall,19127,Trump,Carson
Iowa,Mills,19129,Trump,Carson
Iowa,Mitchell,19131,Trump,Pataki
Iowa,Monona,19133,Trump,Walker
Iowa,Monroe,19135,Trump,Carson
Iowa,Montgomery,19137,Trump,Rubio
Iowa,Muscatine,19139,Trump,Bush
Iowa,Obrien,19141,Trump,Carson
Iowa,Osceola,19143,Bush,Huckabee
Iowa,Page,19145,Christie,Trump
Iowa,Palo Alto,19147,Trump,Santorum
Iowa,Plymouth,19149,Trump,Christie
Iowa,Pocahontas,19151,Trump,Fiorina
Iowa,Polk,19153,Trump,Carson
Iowa,Pottawattamie,19155,Trump,Walker
Iowa,Poweshiek,19157,Trump,Walker
Iowa,Ringgold,19159,Trump,Carson
Iowa,Sac,19161,Trump,Cruz
Iowa,Scott,19163,Trump,Carson
Iowa,Shelby,19165,Trump,Cruz
Iowa,Sioux,19167,Trump,Carson
Iowa,Story,19169,Trump,Kasich
Iowa,Tama,19171,Trump,Cruz
Iowa,Taylor,19173,Trump,Carson
Iowa,Union,19175,Trump,Cruz
Iowa,Van Buren,19177,Trump,Rubio
Iowa,Wapello,19179,Carson,Trump
Iowa,Warren,19181,Trump,Fiorina
Iowa,Washington,19183,Trump,Cruz
Iowa,Wayne,19185,Trump,Cruz
Iowa,Webster,19187,Trump,Fiorina
Iowa,Winnebago,19189,Trump,Carson
Iowa,Winneshiek,19191,Trump,Santorum
Iowa,Woodbury,19193,Trump,Fiorina
Iowa,Worth,19195,Trump,Jindal
Iowa,Wright,19197,Trump,Cruz
Kansas,Allen,20001,Huckabee,Trump
Kansas,Anderson,20003,Trump,Rubio
Kansas,Atchison,20005,Trump,Carson
Kansas,Barber,20007,Carson,Trump
Kansas,Barton,20009,Trump,Carson
Kansas,Bourbon,20011,Trump,Carson
Kansas,Brown,20013,Trump,Carson
Kansas,Butler,20015,Trump,Jindal
Kansas,Chautauqua,20019,Trump,Kasich
Kansas,Cherokee,20021,Trump,Fiorina
Kansas,Clark,20025,Carson,Huckabee
Kansas,Clay,20027,Trump,Christie
Kansas,Cloud,20029,Trump,Christie
Kansas,Coffey,20031,Trump,Fiorina
Kansas,Comanche,20033,Christie,Carson
Kansas,Cowley,20035,Trump,Kasich
Kansas,Crawford,20037,Trump,Bush
Kansas,Decatur,20039,Trump,Fiorina
Kansas,Dickinson,20041,Trump,Cruz
Kansas,Doniphan,20043,Carson,Trump
Kansas,Douglas,20045,Trump,Carson
Kansas,Elk,20049,Trump,Cruz
Kansas,Ellis,20051,Trump,Carson
Kansas,Ellsworth,20053,Trump,Fiorina
Kansas,Finney,20055,Trump,Carson
Kansas,Ford,20057,Huckabee,Trump
Kansas,Franklin,20059,Rubio,Trump
Kansas,Geary,20061,Trump,Carson
Kansas,Graham,20065,Paul,Rubio
Kansas,Grant,20067,Trump,Carson
Kansas,Gray,20069,Trump,Carson
Kansas,Greeley,20071,Trump,Fiorina
Kansas,Greenwood,20073,Trump,Huckabee
Kansas,Hamilton,20075,Trump,Carson
Kansas,Harper,20077,Trump,Rubio
Kansas,Harvey,20079,Trump,Paul
Kansas,Haskell,20081,Trump,Carson
Kansas,Hodgeman,20083,Trump,Cruz
Kansas,Jackson,20085,Carson,Trump
Kansas,Jefferson,20087,Trump,Carson
Kansas,Jewell,20089,Trump,Carson
Kansas,Johnson,20091,Trump,Carson
Kansas,Kearny,20093,Trump,Cruz
Kansas,Kingman,20095,Trump,Kasich
Kansas,Kiowa,20097,Trump,Carson
Kansas,Labette,20099,Trump,Fiorina
Kansas,Lane,20101,Trump,Bush
Kansas,Leavenworth,20103,Trump,Carson
Kansas,Lincoln,20105,Huckabee,Trump
Kansas,Linn,20107,Trump,Paul
Kansas,Logan,20109,Trump,Carson
Kansas,Lyon,20111,Trump,Fiorina
Kansas,McPherson,20113,Trump,Carson
Kansas,Marion,20115,Trump,Fiorina
Kansas,Marshall,20117,Christie,Trump
Kansas,Meade,20119,Trump,Fiorina
Kansas,Miami,20121,Trump,Paul
Kansas,Mitchell,20123,Trump,Carson
Kansas,Montgomery,20125,Trump,Kasich
Kansas,Morris,20127,Trump,Fiorina
Kansas,Morton,20129,Trump,Santorum
Kansas,Nemaha,20131,Trump,Fiorina
Kansas,Neosho,20133,Trump,Carson
Kansas,Ness,20135,Rubio,Trump
Kansas,Norton,20137,Trump,Carson
Kansas,Osage,20139,Trump,Fiorina
Kansas,Osborne,20141,Trump,Paul
Kansas,Ottawa,20143,Trump,Paul
Kansas,Phillips,20147,Walker,Rubio
Kansas,Pottawatomie,20149,Trump,Carson
Kansas,Pratt,20151,Trump,Carson
Kansas,Rawlins,20153,Trump,Carson
Kansas,Reno,20155,Trump,Carson
Kansas,Republic,20157,Trump,Fiorina
Kansas,Rice,20159,Trump,Fiorina
Kansas,Riley,20161,Trump,Carson
Kansas,Rooks,20163,Carson,Trump
Kansas,Russell,20167,Trump,Carson
Kansas,Scott,20171,Trump,Bush
Kansas,Sedgwick,20173,Trump,Carson
Kansas,Seward,20175,Trump,Carson
Kansas,Shawnee,20177,Trump,Cruz
Kansas,Sherman,20181,Trump,Bush
Kansas,Smith,20183,Cruz,Carson
Kansas,Stanton,20187,Trump,Paul
Kansas,Sumner,20191,Trump,Carson
Kansas,Thomas,20193,Trump,Fiorina
Kansas,Wabaunsee,20197,Trump,Rubio
Kansas,Wallace,20199,Trump,Christie
Kansas,Washington,20201,Cruz,Trump
Kansas,Wichita,20203,Trump,Cruz
Kansas,Wilson,20205,Trump,Carson
Kansas,Wyandotte,20209,Trump,Carson
Kentucky,Adair,21001,Trump,Carson
Kentucky,Allen,21003,Trump,Carson
Kentucky,Anderson,21005,Trump,Carson
Kentucky,Ballard,21007,Trump,Christie
Kentucky,Barren,21009,Trump,Carson
Kentucky,Bath,21011,Carson,Trump
Kentucky,Bell,21013,Trump,Cruz
Kentucky,Boone,21015,Trump,Fiorina
Kentucky,Bourbon,21017,Trump,Paul
Kentucky,Boyd,21019,Trump,Fiorina
Kentucky,Boyle,21021,Carson,Trump
Kentucky,Bracken,21023,Trump,Cruz
Kentucky,Breathitt,21025,Trump,Carson
Kentucky,Breckinridge,21027,Trump,Paul
Kentucky,Bullitt,21029,Trump,Carson
Kentucky,Butler,21031,Trump,Bush
Kentucky,Caldwell,21033,Trump,Kasich
Kentucky,Calloway,21035,Trump,Carson
Kentucky,Campbell,21037,Trump,Carson
Kentucky,Carlisle,21039,Trump,Fiorina
Kentucky,Carroll,21041,Trump,Cruz
Kentucky,Carter,21043,Trump,Huckabee
Kentucky,Christian,21047,Trump,Walker
Kentucky,Clark,21049,Trump,Carson
Kentucky,Clay,21051,Trump,Paul
Kentucky,Clinton,21053,Trump,Carson
Kentucky,Crittenden,21055,Trump,Christie
Kentucky,Cumberland,21057,Trump,Cruz
Kentucky,Daviess,21059,Fiorina,Trump
Kentucky,Edmonson,21061,Trump,Carson
Kentucky,Elliott,21063,Trump,Carson
Kentucky,Estill,21065,Trump,Carson
Kentucky,Fayette,21067,Trump,Carson
Kentucky,Fleming,21069,Trump,Carson
Kentucky,Floyd,21071,Trump,Carson
Kentucky,Franklin,21073,Trump,Carson
Kentucky,Fulton,21075,Cruz,Trump
Kentucky,Gallatin,21077,Rubio,Paul
Kentucky,Garrard,21079,Trump,Kasich
Kentucky,Grant,21081,Trump,Carson
Kentucky,Graves,21083,Trump,Carson
Kentucky,Grayson,21085,Trump,Carson
Kentucky,Green,21087,Trump,Carson
Kentucky,Greenup,21089,Trump,Fiorina
Kentucky,Hancock,21091,Trump,Carson
Kentucky,Hardin,21093,Trump,Christie
Kentucky,Harlan,21095,Trump,Carson
Kentucky,Harrison,21097,Trump,Carson
Kentucky,Hart,21099,Trump,Rubio
Kentucky,Henderson,21101,Trump,Fiorina
Kentucky,Henry,21103,Carson,Trump
Kentucky,Hickman,21105,Trump,Carson
Kentucky,Hopkins,21107,Jindal,Trump
Kentucky,Jackson,21109,Trump,Carson
Kentucky,Jefferson,21111,Trump,Carson
Kentucky,Jessamine,21113,Trump,Carson
Kentucky,Johnson,21115,Trump,Paul
Kentucky,Kenton,21117,Trump,Carson
Kentucky,Knott,21119,Trump,Huckabee
Kentucky,Knox,21121,Trump,Paul
Kentucky,Larue,21123,Trump,Carson
Kentucky,Laurel,21125,Trump,Paul
Kentucky,Lawrence,21127,Trump,Rubio
Kentucky,Lee,21129,Trump,Paul
Kentucky,Leslie,21131,Trump,Carson
Kentucky,Letcher,21133,Trump,Carson
Kentucky,Lewis,21135,Trump,Huckabee
Kentucky,Lincoln,21137,Trump,Paul
Kentucky,Livingston,21139,Trump,Carson
Kentucky,Logan,21141,Trump,Carson
Kentucky,Lyon,21143,Trump,Carson
Kentucky,McCracken,21145,Trump,Kasich
Kentucky,McCreary,21147,Trump,Graham
Kentucky,Mclean,21149,Trump,Huckabee
Kentucky,Madison,21151,Trump,Carson
Kentucky,Marion,21155,Trump,Cruz
Kentucky,Marshall,21157,Trump,Carson
Kentucky,Martin,21159,Trump,Bush
Kentucky,Mason,21161,Trump,Carson
Kentucky,Meade,21163,Trump,Carson
Kentucky,Menifee,21165,Fiorina,Trump
Kentucky,Mercer,21167,Trump,Carson
Kentucky,Metcalfe,21169,Trump,Paul
Kentucky,Monroe,21171,Trump,Carson
Kentucky,Montgomery,21173,Trump,Carson
Kentucky,Morgan,21175,Carson,Trump
Kentucky,Muhlenberg,21177,Trump,Cruz
Kentucky,Nelson,21179,Trump,Paul
Kentucky,Nicholas,21181,Trump,Carson
Kentucky,Ohio,21183,Trump,Huckabee
Kentucky,Oldham,21185,Trump,Fiorina
Kentucky,Owen,21187,Trump,Rubio
Kentucky,Pendleton,21191,Trump,Carson
Kentucky,Perry,21193,Trump,Carson
Kentucky,Pike,21195,Trump,Carson
Kentucky,Powell,21197,Trump,Fiorina
Kentucky,Pulaski,21199,Trump,Carson
Kentucky,Rockcastle,21203,Trump,Carson
Kentucky,Rowan,21205,Trump,Carson
Kentucky,Russell,21207,Trump,Santorum
Kentucky,Scott,21209,Trump,Carson
Kentucky,Shelby,21211,Trump,Fiorina
Kentucky,Simpson,21213,Cruz,Trump
Kentucky,Spencer,21215,Trump,Carson
Kentucky,Taylor,21217,Trump,Carson
Kentucky,Todd,21219,Trump,Paul
Kentucky,Trigg,21221,Trump,Bush
Kentucky,Trimble,21223,Trump,Cruz
Kentucky,Union,21225,Trump,Carson
Kentucky,Warren,21227,Trump,Carson
Kentucky,Washington,21229,Cruz,Trump
Kentucky,Wayne,21231,Trump,Carson
Kentucky,Webster,21233,Cruz,Trump
Kentucky,Whitley,21235,Trump,Carson
Kentucky,Wolfe,21237,Trump,Huckabee
Kentucky,Woodford,21239,Rubio,Carson
Louisiana,Acadia,22001,Trump,Fiorina
Louisiana,Allen,22003,Trump,Huckabee
Louisiana,Ascension,22005,Trump,Carson
Louisiana,Assumption,22007,Trump,Jindal
Louisiana,Avoyelles,22009,Trump,Carson
Louisiana,Bienville,22013,Trump,Jindal
Louisiana,Bossier,22015,Fiorina,Bush
Louisiana,Caddo,22017,Trump,Cruz
Louisiana,Calcasieu,22019,Trump,Carson
Louisiana,Caldwell,22021,Bush,Trump
Louisiana,Cameron,22023,Trump,Fiorina
Louisiana,Catahoula,22025,Trump,Jindal
Louisiana,Claiborne,22027,Trump,Cruz
Louisiana,Concordia,22029,Trump,Cruz
Louisiana,De Soto,22031,Trump,Carson
Louisiana,East Baton Rouge,22033,Trump,Cruz
Louisiana,East Feliciana,22037,Trump,Cruz
Louisiana,Evangeline,22039,Trump,Bush
Louisiana,Franklin,22041,Trump,Carson
Louisiana,Grant,22043,Trump,Fiorina
Louisiana,Iberia,22045,Trump,Fiorina
Louisiana,Iberville,22047,Rubio,Trump
Louisiana,Jackson,22049,Trump,Paul
Louisiana,Jefferson,22051,Trump,Fiorina
Louisiana,Jefferson Davis,22053,Trump,Jindal
Louisiana,Lafayette,22055,Trump,Carson
Louisiana,Lafourche,22057,Trump,Carson
Louisiana,La Salle,22059,Trump,Jindal
Louisiana,Lincoln,22061,Trump,Carson
Louisiana,Livingston,22063,Trump,Rubio
Louisiana,Madison,22065,Trump,Carson
Louisiana,Morehouse,22067,Trump,Carson
Louisiana,Natchitoches,22069,Carson,Cruz
Louisiana,Orleans,22071,Trump,Carson
Louisiana,Ouachita,22073,Trump,Fiorina
Louisiana,Plaquemines,22075,Trump,Cruz
Louisiana,Pointe Coupee,22077,Trump,Carson
Louisiana,Rapides,22079,Trump,Fiorina
Louisiana,Red River,22081,Trump,Carson
Louisiana,Richland,22083,Fiorina,Trump
Louisiana,Sabine,22085,Fiorina,Trump
Louisiana,St Bernard,22087,Cruz,Trump
Louisiana,St Charles,22089,Trump,Jindal
Louisiana,St James,22093,Trump,Carson
Louisiana,St John The Baptist,22095,Trump,Carson
Louisiana,St Landry,22097,Cruz,Trump
Louisiana,St Martin,22099,Trump,Bush
Louisiana,St Mary,22101,Trump,Carson
Louisiana,St Tammany,22103,Trump,Carson
Louisiana,Tangipahoa,22105,Trump,Cruz
Louisiana,Tensas,22107,Santorum,Trump
Louisiana,Terrebonne,22109,Trump,Fiorina
Louisiana,Union,22111,Trump,Fiorina
Louisiana,Vermilion,22113,Trump,Carson
Louisiana,Vernon,22115,Trump,Carson
Louisiana,Washington,22117,Trump,Carson
Louisiana,Webster,22119,Cruz,Trump
Louisiana,West Baton Rouge,22121,Trump,Carson
Louisiana,West Carroll,22123,Trump,Huckabee
Louisiana,Winn,22127,Trump,Carson
Maine,Androscoggin,23001,Trump,Carson
Maine,Aroostook,23003,Trump,Carson
Maine,Cumberland,23005,Trump,Carson
Maine,Franklin,23007,Trump,Kasich
Maine,Hancock,23009,Trump,Carson
Maine,Kennebec,23011,Trump,Carson
Maine,Knox,23013,Trump,Bush
Maine,Lincoln,23015,Trump,Carson
Maine,Oxford,23017,Trump,Graham
Maine,Penobscot,23019,Trump,Paul
Maine,Piscataquis,23021,Trump,Paul
Maine,Sagadahoc,23023,Trump,Carson
Maine,Somerset,23025,Graham,Trump
Maine,Waldo,23027,Trump,Fiorina
Maine,Washington,23029,Trump,Carson
Maine,York,23031,Trump,Fiorina
Maryland,Allegany,24001,Trump,Fiorina
Maryland,Anne Arundel,24003,Trump,Carson
Maryland,Baltimore,24005,Trump,Carson
Maryland,Calvert,24009,Trump,Carson
Maryland,Caroline,24011,Trump,Fiorina
Maryland,Carroll,24013,Trump,Carson
Maryland,Cecil,24015,Trump,Carson
Maryland,Charles,24017,Trump,Carson
Maryland,Dorchester,24019,Trump,Carson
Maryland,Frederick,24021,Trump,Carson
Maryland,Garrett,24023,Trump,Carson
Maryland,Harford,24025,Trump,Carson
Maryland,Howard,24027,Trump,Carson
Maryland,Kent,24029,Trump,Kasich
Maryland,Montgomery,24031,Trump,Carson
Maryland,Prince Georges,24033,Trump,Carson
Maryland,Queen Annes,24035,Trump,Fiorina
Maryland,St Marys,24037,Huckabee,Trump
Maryland,Somerset,24039,Carson,Trump
Maryland,Talbot,24041,Trump,Carson
Maryland,Washington,24043,Trump,Carson
Maryland,Wicomico,24045,Trump,Carson
Maryland,Worcester,24047,Trump,Carson
Massachusetts,Barnstable,25001,Trump,Bush
Massachusetts,Berkshire,25003,Trump,Bush
Massachusetts,Bristol,25005,Trump,Carson
Massachusetts,Dukes,25007,Trump,Carson
Massachusetts,Essex,25009,Trump,Carson
Massachusetts,Franklin,25011,Trump,Paul
Massachusetts,Hampden,25013,Trump,Kasich
Massachusetts,Hampshire,25015,Trump,Carson
Massachusetts,Middlesex,25017,Trump,Carson
Massachusetts,Nantucket,25019,Trump,Fiorina
Massachusetts,Norfolk,25021,Trump,Carson
Massachusetts,Plymouth,25023,Trump,Carson
Massachusetts,Suffolk,25025,Trump,Carson
Massachusetts,Worcester,25027,Trump,Carson
Michigan,Alcona,26001,Trump,Carson
Michigan,Alger,26003,Trump,Carson
Michigan,Allegan,26005,Trump,Carson
Michigan,Alpena,26007,Cruz,Trump
Michigan,Antrim,26009,Trump,Fiorina
Michigan,Arenac,26011,Trump,Paul
Michigan,Barry,26015,Walker,Trump
Michigan,Bay,26017,Trump,Carson
Michigan,Benzie,26019,Rubio,Paul
Michigan,Berrien,26021,Trump,Carson
Michigan,Branch,26023,Trump,Carson
Michigan,Calhoun,26025,Paul,Trump
Michigan,Cass,26027,Trump,Walker
Michigan,Charlevoix,26029,Trump,Carson
Michigan,Cheboygan,26031,Trump,Carson
Michigan,Chippewa,26033,Trump,Carson
Michigan,Clare,26035,Trump,Kasich
Michigan,Clinton,26037,Trump,Rubio
Michigan,Crawford,26039,Trump,Fiorina
Michigan,Delta,26041,Trump,Carson
Michigan,Dickinson,26043,Trump,Carson
Michigan,Eaton,26045,Trump,Pataki
Michigan,Emmet,26047,Trump,Fiorina
Michigan,Genesee,26049,Trump,Carson
Michigan,Gladwin,26051,Trump,Fiorina
Michigan,Gogebic,26053,Trump,Cruz
Michigan,Grand Traverse,26055,Trump,Carson
Michigan,Gratiot,26057,Trump,Fiorina
Michigan,Hillsdale,26059,Trump,Bush
Michigan,Houghton,26061,Walker,Trump
Michigan,Huron,26063,Trump,Santorum
Michigan,Ingham,26065,Trump,Carson
Michigan,Ionia,26067,Carson,Trump
Michigan,Iosco,26069,Trump,Carson
Michigan,Iron,26071,Trump,Fiorina
Michigan,Isabella,26073,Trump,Cruz
Michigan,Jackson,26075,Trump,Carson
Michigan,Kalamazoo,26077,Trump,Bush
Michigan,Kalkaska,26079,Trump,Fiorina
Michigan,Kent,26081,Trump,Carson
Michigan,Keweenaw,26083,Trump,Carson
Michigan,Lake,26085,Trump,Carson
Michigan,Lapeer,26087,Trump,Carson
Michigan,Leelanau,26089,Trump,Carson
Michigan,Lenawee,26091,Trump,Fiorina
Michigan,Livingston,26093,Trump,Carson
Michigan,Mackinac,26097,Trump,Rubio
Michigan,Macomb,26099,Trump,Carson
Michigan,Manistee,26101,Trump,Carson
Michigan,Marquette,26103,Trump,Cruz
Michigan,Mason,26105,Trump,Carson
Michigan,Mecosta,26107,Fiorina,Trump
Michigan,Menominee,26109,Paul,Rubio
Michigan,Midland,26111,Trump,Carson
Michigan,Missaukee,26113,Trump,Bush
Michigan,Monroe,26115,Trump,Fiorina
Michigan,Montcalm,26117,Trump,Carson
Michigan,Montmorency,26119,Trump,Bush
Michigan,Muskegon,26121,Trump,Carson
Michigan,Newaygo,26123,Trump,Cruz
Michigan,Oakland,26125,Trump,Carson
Michigan,Oceana,26127,Trump,Carson
Michigan,Ogemaw,26129,Trump,Carson
Michigan,Ontonagon,26131,Trump,Bush
Michigan,Osceola,26133,Trump,Carson
Michigan,Oscoda,26135,Trump,Rubio
Michigan,Otsego,26137,Trump,Carson
Michigan,Ottawa,26139,Trump,Carson
Michigan,Presque Isle,26141,Trump,Huckabee
Michigan,Roscommon,26143,Trump,Carson
Michigan,Saginaw,26145,Trump,Carson
Michigan,St Clair,26147,Trump,Carson
Michigan,St Joseph,26149,Carson,Trump
Michigan,Sanilac,26151,Trump,Carson
Michigan,Shiawassee,26155,Trump,Carson
Michigan,Tuscola,26157,Trump,Cruz
Michigan,Van Buren,26159,Trump,Bush
Michigan,Washtenaw,26161,Trump,Carson
Michigan,Wayne,26163,Trump,Carson
Michigan,Wexford,26165,Trump,Paul
Minnesota,Aitkin,27001,Trump,Bush
Minnesota,Anoka,27003,Trump,Carson
Minnesota,Becker,27005,Trump,Carson
Minnesota,Beltrami,27007,Trump,Fiorina
Minnesota,Benton,27009,Trump,Santorum
Minnesota,Big Stone,27011,Trump,Carson
Minnesota,Blue Earth,27013,Trump,Carson
Minnesota,Brown,27015,Trump,Fiorina
Minnesota,Carlton,27017,Trump,Cruz
Minnesota,Carver,27019,Trump,Fiorina
Minnesota,Cass,27021,Trump,Cruz
Minnesota,Chippewa,27023,Trump,Huckabee
Minnesota,Chisago,27025,Trump,Walker
Minnesota,Clay,27027,Trump,Rubio
Minnesota,Clearwater,27029,Trump,Cruz
Minnesota,Cook,27031,Trump,Bush
Minnesota,Cottonwood,27033,Trump,Carson
Minnesota,Crow Wing,27035,Trump,Kasich
Minnesota,Dakota,27037,Trump,Carson
Minnesota,Dodge,27039,Trump,Paul
Minnesota,Douglas,27041,Trump,Carson
Minnesota,Faribault,27043,Trump,Walker
Minnesota,Fillmore,27045,Trump,Kasich
Minnesota,Freeborn,27047,Trump,Carson
Minnesota,Goodhue,27049,Trump,Carson
Minnesota,Grant,27051,Trump,Cruz
Minnesota,Hennepin,27053,Trump,Carson
Minnesota,Houston,27055,Trump,Cruz
Minnesota,Hubbard,27057,Trump,Carson
Minnesota,Isanti,27059,Trump,Carson
Minnesota,Itasca,27061,Trump,Kasich
Minnesota,Jackson,27063,Trump,Carson
Minnesota,Kanabec,27065,Trump,Carson
Minnesota,Kandiyohi,27067,Trump,Christie
Minnesota,Kittson,27069,Trump,Carson
Minnesota,Koochiching,27071,Trump,Fiorina
Minnesota,Lac Qui Parle,27073,Trump,Cruz
Minnesota,Lake,27075,Cruz,Trump
Minnesota,Le Sueur,27079,Trump,Fiorina
