Most searched and 2nd most searched Republican presidential candidate by US county,,,,
"Results are based on US searches, from August 7, 2015 - September 10, 2015",,,,
State,CountyName,County.Code,MostSearched,SecondMostSearched
Colorado,Broomfield,8014,Trump,Carson
Colorado,Chaffee,8015,Trump,Carson
Colorado,Cheyenne,8017,Trump,Carson
Colorado,Clear Creek,8019,Trump,Carson
Colorado,Conejos,8021,Trump,Walker
Colorado,Crowley,8025,Trump,Cruz
Colorado,Custer,8027,Trump,Carson
Colorado,Delta,8029,Trump,Huckabee
Colorado,Denver,8031,Trump,Carson
Colorado,Douglas,8035,Trump,Fiorina
Colorado,Eagle,8037,Trump,Carson
Colorado,Elbert,8039,Trump,Cruz
Colorado,El Paso,8041,Trump,Carson
Colorado,Fremont,8043,Trump,Paul
Colorado,Garfield,8045,Trump,Carson
Colorado,Gilpin,8047,Trump,Fiorina
Colorado,Grand,8049,Trump,Fiorina
Colorado,Gunnison,8051,Trump,Carson
Colorado,Hinsdale,8053,Cruz,Carson
Colorado,Huerfano,8055,Trump,Carson
Colorado,Jefferson,8059,Trump,Fiorina
Colorado,Kit Carson,8063,Trump,Carson
Colorado,Lake,8065,Trump,Carson
Colorado,La Plata,8067,Trump,Carson
Colorado,Larimer,8069,Trump,Carson
Colorado,Las Animas,8071,Trump,Carson
Colorado,Lincoln,8073,Rubio,Trump
Colorado,Logan,8075,Trump,Carson
Colorado,Mesa,8077,Trump,Cruz
Colorado,Mineral,8079,Trump,Bush
Colorado,Moffat,8081,Trump,Carson
Colorado,Montezuma,8083,Christie,Trump
Colorado,Montrose,8085,Trump,Carson
Colorado,Morgan,8087,Trump,Carson
Colorado,Otero,8089,Trump,Christie
Colorado,Ouray,8091,Trump,Carson
Colorado,Park,8093,Trump,Bush
Colorado,Phillips,8095,Trump,Carson
Colorado,Pitkin,8097,Trump,Fiorina
Colorado,Prowers,8099,Trump,Carson
Colorado,Pueblo,8101,Trump,Carson
Colorado,Rio Blanco,8103,Carson,Trump
Colorado,Rio Grande,8105,Trump,Carson
Colorado,Routt,8107,Carson,Trump
Colorado,San Miguel,8113,Trump,Carson
Colorado,Summit,8117,Trump,Cruz
Colorado,Teller,8119,Trump,Carson
Colorado,Weld,8123,Trump,Carson
Colorado,Yuma,8125,Trump,Carson
Connecticut,Fairfield,9001,Trump,Carson
Connecticut,Hartford,9003,Trump,Carson
Connecticut,Litchfield,9005,Trump,Fiorina
Connecticut,Middlesex,9007,Trump,Fiorina
Connecticut,New Haven,9009,Trump,Carson
Connecticut,New London,9011,Trump,Carson
Connecticut,Tolland,9013,Trump,Carson
Connecticut,Windham,9015,Trump,Cruz
Delaware,Kent,10001,Trump,Bush
Delaware,New Castle,10003,Trump,Carson
Delaware,Sussex,10005,Trump,Carson
District of Columbia,District of Columbia,11001,Trump,Carson
Florida,Alachua,12001,Trump,Carson
Florida,Baker,12003,Trump,Carson
Florida,Bay,12005,Trump,Carson
Florida,Bradford,12007,Kasich,Trump
Florida,Brevard,12009,Trump,Fiorina
Florida,Broward,12011,Trump,Carson
Florida,Calhoun,12013,Trump,Carson
Florida,Charlotte,12015,Trump,Paul
Florida,Citrus,12017,Trump,Fiorina
Florida,Clay,12019,Trump,Carson
Florida,Collier,12021,Trump,Carson
Florida,Columbia,12023,Trump,Cruz
Florida,De Soto,12027,Trump,Carson
Florida,Dixie,12029,Trump,Carson
Florida,Duval,12031,Trump,Kasich
Florida,Escambia,12033,Trump,Carson
Florida,Flagler,12035,Trump,Carson
Florida,Franklin,12037,Trump,Carson
Florida,Gadsden,12039,Trump,Carson
Florida,Gilchrist,12041,Trump,Cruz
Florida,Glades,12043,Trump,Bush
Florida,Gulf,12045,Trump,Fiorina
Florida,Hardee,12049,Trump,Carson
Florida,Hendry,12051,Trump,Jindal
Florida,Hernando,12053,Trump,Cruz
Florida,Highlands,12055,Trump,Carson
Florida,Hillsborough,12057,Trump,Carson
Florida,Holmes,12059,Fiorina,Bush
Florida,Indian River,12061,Trump,Fiorina
Florida,Jackson,12063,Trump,Rubio
Florida,Lafayette,12067,Rubio,Trump
Florida,Lake,12069,Trump,Carson
Florida,Lee,12071,Trump,Fiorina
Florida,Leon,12073,Trump,Carson
Florida,Levy,12075,Trump,Carson
Florida,Madison,12079,Trump,Carson
Florida,Manatee,12081,Trump,Bush
Florida,Marion,12083,Trump,Carson
Florida,Martin,12085,Trump,Huckabee
Florida,Miami-Dade,12086,Trump,Carson
Florida,Monroe,12087,Trump,Bush
Florida,Nassau,12089,Trump,Fiorina
Florida,Okaloosa,12091,Trump,Carson
Florida,Okeechobee,12093,Trump,Carson
Florida,Orange,12095,Trump,Carson
Florida,Osceola,12097,Trump,Carson
Florida,Palm Beach,12099,Trump,Carson
Florida,Pasco,12101,Trump,Carson
Florida,Pinellas,12103,Fiorina,Trump
Florida,Polk,12105,Trump,Paul
Florida,Putnam,12107,Trump,Carson
Florida,St Johns,12109,Trump,Fiorina
Florida,St Lucie,12111,Trump,Walker
Florida,Santa Rosa,12113,Trump,Carson
Florida,Sarasota,12115,Trump,Carson
Florida,Seminole,12117,Trump,Carson
Florida,Sumter,12119,Trump,Carson
Florida,Suwannee,12121,Trump,Carson
Florida,Taylor,12123,Trump,Carson
Florida,Union,12125,Trump,Carson
Florida,Volusia,12127,Trump,Carson
Florida,Wakulla,12129,Trump,Cruz
Florida,Walton,12131,Trump,Carson
Florida,Washington,12133,Trump,Carson
Georgia,Appling,13001,Trump,Carson
Georgia,Atkinson,13003,Carson,Trump
Georgia,Bacon,13005,Trump,Carson
Georgia,Baldwin,13009,Trump,Carson
Georgia,Banks,13011,Rubio,Trump
Georgia,Barrow,13013,Carson,Trump
Georgia,Bartow,13015,Trump,Carson
Georgia,Berrien,13019,Fiorina,Carson
Georgia,Bibb,13021,Trump,Carson
Georgia,Bleckley,13023,Trump,Bush
Georgia,Brantley,13025,Trump,Carson
Georgia,Brooks,13027,Trump,Paul
Georgia,Bryan,13029,Trump,Carson
Georgia,Bulloch,13031,Trump,Rubio
Georgia,Burke,13033,Trump,Carson
Georgia,Butts,13035,Trump,Carson
Georgia,Camden,13039,Trump,Cruz
Georgia,Candler,13043,Trump,Carson
Georgia,Carroll,13045,Carson,Trump
Georgia,Catoosa,13047,Trump,Carson
Georgia,Chatham,13051,Trump,Carson
Georgia,Chattahoochee,13053,Trump,Carson
Georgia,Chattooga,13055,Trump,Fiorina
Georgia,Cherokee,13057,Trump,Carson
Georgia,Clarke,13059,Trump,Carson
Georgia,Clayton,13063,Trump,Carson
Georgia,Cobb,13067,Trump,Carson
Georgia,Coffee,13069,Trump,Carson
Georgia,Colquitt,13071,Trump,Carson
Georgia,Columbia,13073,Trump,Carson
Georgia,Cook,13075,Carson,Trump
Georgia,Coweta,13077,Trump,Carson
Georgia,Crawford,13079,Trump,Carson
Georgia,Crisp,13081,Trump,Carson
Georgia,Dade,13083,Trump,Carson
Georgia,Dawson,13085,Trump,Fiorina
Georgia,Decatur,13087,Trump,Carson
Georgia,De Kalb,13089,Trump,Carson
Georgia,Dodge,13091,Trump,Carson
Georgia,Dooly,13093,Bush,Cruz
Georgia,Dougherty,13095,Trump,Carson
Georgia,Douglas,13097,Trump,Carson
Georgia,Early,13099,Trump,Jindal
Georgia,Echols,13101,Trump,Cruz
Georgia,Effingham,13103,Trump,Graham
Georgia,Elbert,13105,Trump,Cruz
Georgia,Emanuel,13107,Trump,Bush
Georgia,Evans,13109,Trump,Carson
Georgia,Fannin,13111,Trump,Carson
Georgia,Fayette,13113,Trump,Carson
Georgia,Floyd,13115,Trump,Fiorina
Georgia,Forsyth,13117,Trump,Carson
Georgia,Franklin,13119,Trump,Carson
Georgia,Fulton,13121,Trump,Carson
Georgia,Gilmer,13123,Trump,Carson
Georgia,Glynn,13127,Trump,Carson
Georgia,Gordon,13129,Trump,Graham
Georgia,Grady,13131,Trump,Carson
Georgia,Greene,13133,Trump,Fiorina
Georgia,Gwinnett,13135,Trump,Carson
Georgia,Habersham,13137,Trump,Rubio
Georgia,Hall,13139,Trump,Carson
Georgia,Hancock,13141,Trump,Jindal
Georgia,Haralson,13143,Trump,Cruz
Georgia,Harris,13145,Trump,Carson
Georgia,Hart,13147,Trump,Carson
Georgia,Heard,13149,Trump,Fiorina
Georgia,Henry,13151,Trump,Carson
Georgia,Houston,13153,Trump,Carson
Georgia,Irwin,13155,Carson,Trump
Georgia,Jackson,13157,Trump,Carson
Georgia,Jasper,13159,Trump,Fiorina
Georgia,Jefferson,13163,Trump,Carson
Georgia,Jenkins,13165,Trump,Carson
Georgia,Johnson,13167,Trump,Walker
Georgia,Lamar,13171,Trump,Carson
Georgia,Lanier,13173,Trump,Carson
Georgia,Laurens,13175,Carson,Trump
Georgia,Lee,13177,Trump,Carson
Georgia,Liberty,13179,Trump,Carson
Georgia,Lincoln,13181,Trump,Bush
Georgia,Lowndes,13185,Trump,Carson
Georgia,Lumpkin,13187,Trump,Carson
Georgia,McDuffie,13189,Trump,Carson
Georgia,McIntosh,13191,Trump,Bush
Georgia,Madison,13195,Trump,Carson
Georgia,Marion,13197,Trump,Bush
Georgia,Meriwether,13199,Trump,Carson
Georgia,Miller,13201,Trump,Carson
Georgia,Mitchell,13205,Trump,Cruz
Georgia,Monroe,13207,Trump,Cruz
Georgia,Morgan,13211,Fiorina,Trump
Georgia,Murray,13213,Trump,Carson
Georgia,Muscogee,13215,Trump,Carson
Georgia,Newton,13217,Trump,Carson
Georgia,Oconee,13219,Trump,Carson
Georgia,Paulding,13223,Trump,Carson
Georgia,Peach,13225,Trump,Fiorina
Georgia,Pickens,13227,Trump,Carson
Georgia,Pierce,13229,Trump,Carson
Georgia,Pike,13231,Carson,Paul
Georgia,Polk,13233,Trump,Carson
Georgia,Pulaski,13235,Trump,Carson
Georgia,Putnam,13237,Trump,Carson
Georgia,Rabun,13241,Trump,Cruz
Georgia,Randolph,13243,Trump,Carson
Georgia,Richmond,13245,Trump,Carson
Georgia,Rockdale,13247,Trump,Carson
Georgia,Screven,13251,Trump,Fiorina
Georgia,Seminole,13253,Trump,Carson
Georgia,Spalding,13255,Trump,Carson
Georgia,Stephens,13257,Trump,Carson
Georgia,Sumter,13261,Fiorina,Trump
Georgia,Talbot,13263,Trump,Carson
Georgia,Tattnall,13267,Trump,Cruz
Georgia,Taylor,13269,Trump,Carson
Georgia,Telfair,13271,Trump,Rubio
Georgia,Thomas,13275,Trump,Carson
Georgia,Tift,13277,Trump,Carson
Georgia,Toombs,13279,Trump,Fiorina
Georgia,Towns,13281,Trump,Christie
Georgia,Treutlen,13283,Trump,Carson
Georgia,Troup,13285,Trump,Carson
Georgia,Turner,13287,Trump,Christie
Georgia,Twiggs,13289,Trump,Paul
Georgia,Union,13291,Trump,Carson
Georgia,Upson,13293,Paul,Trump
Georgia,Walker,13295,Trump,Carson
Georgia,Walton,13297,Trump,Fiorina
Georgia,Ware,13299,Trump,Carson
Georgia,Warren,13301,Carson,Trump
Georgia,Washington,13303,Trump,Carson
Georgia,Wayne,13305,Trump,Cruz
Georgia,Wheeler,13309,Carson,Rubio
Georgia,White,13311,Trump,Carson
Georgia,Whitfield,13313,Trump,Carson
Georgia,Wilcox,13315,Trump,Carson
Georgia,Wilkes,13317,Fiorina,Trump
Georgia,Wilkinson,13319,Trump,Carson
Georgia,Worth,13321,Huckabee,Trump
Hawaii,Hawaii,15001,Trump,Huckabee
Hawaii,Honolulu,15003,Trump,Carson
Hawaii,Kauai,15007,Trump,Christie
Hawaii,Maui,15009,Trump,Carson
Idaho,Ada,16001,Trump,Carson
Idaho,Adams,16003,Trump,Carson
Idaho,Bannock,16005,Trump,Cruz
Idaho,Bear Lake,16007,Trump,Fiorina
Idaho,Benewah,16009,Trump,Rubio
Idaho,Bingham,16011,Trump,Carson
Idaho,Blaine,16013,Trump,Carson
Idaho,Boise,16015,Trump,Carson
Idaho,Bonner,16017,Trump,Carson
Idaho,Bonneville,16019,Carson,Trump
Idaho,Boundary,16021,Carson,Trump
Idaho,Butte,16023,Trump,Carson
Idaho,Canyon,16027,Trump,Carson
Idaho,Caribou,16029,Trump,Bush
Idaho,Cassia,16031,Carson,Trump
Idaho,Clearwater,16035,Trump,Bush
Idaho,Custer,16037,Trump,Carson
Idaho,Elmore,16039,Trump,Carson
Idaho,Franklin,16041,Jindal,Trump
Idaho,Fremont,16043,Trump,Fiorina
Idaho,Gem,16045,Trump,Carson
Idaho,Gooding,16047,Trump,Paul
Idaho,Idaho,16049,Trump,Carson
Idaho,Jefferson,16051,Trump,Fiorina
Idaho,Jerome,16053,Trump,Rubio
Idaho,Kootenai,16055,Trump,Carson
Idaho,Latah,16057,Trump,Carson
Idaho,Lewis,16061,Trump,Bush
Idaho,Lincoln,16063,Rubio,Trump
Idaho,Madison,16065,Trump,Carson
Idaho,Minidoka,16067,Trump,Carson
Idaho,Oneida,16071,Trump,Carson
Idaho,Owyhee,16073,Trump,Kasich
Idaho,Payette,16075,Trump,Carson
Idaho,Shoshone,16079,Jindal,Trump
Idaho,Teton,16081,Trump,Carson
Idaho,Twin Falls,16083,Trump,Carson
Idaho,Washington,16087,Trump,Carson
Illinois,Adams,17001,Trump,Rubio
Illinois,Alexander,17003,Paul,Cruz
Illinois,Bond,17005,Trump,Cruz
Illinois,Boone,17007,Trump,Carson
Illinois,Brown,17009,Trump,Paul
Illinois,Bureau,17011,Carson,Fiorina
Illinois,Calhoun,17013,Cruz,Kasich
Illinois,Carroll,17015,Huckabee,Trump
Illinois,Cass,17017,Trump,Fiorina
Illinois,Champaign,17019,Trump,Kasich
Illinois,Christian,17021,Trump,Fiorina
Illinois,Clark,17023,Paul,Carson
Illinois,Clay,17025,Trump,Carson
Illinois,Clinton,17027,Trump,Carson
Illinois,Coles,17029,Trump,Rubio
Illinois,Cook,17031,Trump,Paul
Illinois,Crawford,17033,Trump,Fiorina
Illinois,Cumberland,17035,Trump,Huckabee
Illinois,De Kalb,17037,Trump,Bush
Illinois,Dewitt,17039,Trump,Cruz
Illinois,Douglas,17041,Trump,Huckabee
Illinois,Du Page,17043,Trump,Carson
Illinois,Edgar,17045,Trump,Carson
Illinois,Edwards,17047,Fiorina,Trump
Illinois,Effingham,17049,Trump,Carson
Illinois,Fayette,17051,Cruz,Paul
Illinois,Ford,17053,Carson,Trump
Illinois,Franklin,17055,Trump,Carson
Illinois,Fulton,17057,Trump,Fiorina
Illinois,Greene,17061,Trump,Fiorina
Illinois,Grundy,17063,Trump,Carson
Illinois,Hamilton,17065,Trump,Carson
Illinois,Hancock,17067,Trump,Carson
Illinois,Hardin,17069,Trump,Carson
Illinois,Henderson,17071,Trump,Carson
Illinois,Henry,17073,Trump,Paul
Illinois,Iroquois,17075,Carson,Trump
Illinois,Jackson,17077,Trump,Huckabee
Illinois,Jasper,17079,Trump,Rubio
Illinois,Jefferson,17081,Trump,Cruz
Illinois,Jersey,17083,Trump,Bush
Illinois,Jo Daviess,17085,Trump,Fiorina
Illinois,Johnson,17087,Trump,Carson
Illinois,Kane,17089,Trump,Carson
Illinois,Kankakee,17091,Trump,Carson
Illinois,Kendall,17093,Trump,Carson
Illinois,Knox,17095,Trump,Carson
Illinois,Lake,17097,Trump,Walker
Illinois,La Salle,17099,Trump,Santorum
Illinois,Lawrence,17101,Trump,Bush
Illinois,Lee,17103,Trump,Fiorina
Illinois,Livingston,17105,Trump,Kasich
Illinois,Logan,17107,Trump,Bush
Illinois,McDonough,17109,Trump,Fiorina
Illinois,McHenry,17111,Trump,Fiorina
Illinois,Mclean,17113,Trump,Carson
Illinois,Macon,17115,Trump,Paul
Illinois,Macoupin,17117,Trump,Huckabee
Illinois,Madison,17119,Kasich,Trump
Illinois,Marion,17121,Trump,Cruz
Illinois,Marshall,17123,Paul,Trump
Illinois,Mason,17125,Trump,Bush
Illinois,Massac,17127,Trump,Carson
Illinois,Menard,17129,Cruz,Carson
Illinois,Mercer,17131,Trump,Fiorina
Illinois,Monroe,17133,Trump,Carson
Illinois,Montgomery,17135,Fiorina,Trump
Illinois,Morgan,17137,Trump,Christie
Illinois,Moultrie,17139,Carson,Trump
Illinois,Ogle,17141,Trump,Carson
Illinois,Peoria,17143,Trump,Bush
Illinois,Perry,17145,Trump,Carson
Illinois,Piatt,17147,Trump,Carson
Illinois,Pike,17149,Huckabee,Walker
Illinois,Pope,17151,Trump,Bush
Illinois,Pulaski,17153,Trump,Carson
Illinois,Putnam,17155,Trump,Walker
Illinois,Randolph,17157,Trump,Cruz
Illinois,Richland,17159,Carson,Trump
Illinois,Rock Island,17161,Trump,Rubio
Illinois,St Clair,17163,Trump,Carson
Illinois,Saline,17165,Carson,Trump
Illinois,Sangamon,17167,Trump,Cruz
Illinois,Schuyler,17169,Trump,Fiorina
Illinois,Scott,17171,Trump,Bush
Illinois,Shelby,17173,Trump,Huckabee
Illinois,Stark,17175,Trump,Walker
Illinois,Stephenson,17177,Trump,Bush
Illinois,Tazewell,17179,Trump,Bush
Illinois,Union,17181,Trump,Fiorina
Illinois,Vermilion,17183,Trump,Fiorina
Illinois,Wabash,17185,Trump,Fiorina
Illinois,Warren,17187,Trump,Carson
Illinois,Washington,17189,Trump,Paul
Illinois,Wayne,17191,Trump,Walker
Illinois,White,17193,Paul,Trump
Illinois,Whiteside,17195,Trump,Fiorina
Illinois,Will,17197,Trump,Walker
Illinois,Williamson,17199,Cruz,Trump
Illinois,Winnebago,17201,Trump,Carson
Illinois,Woodford,17203,Trump,Christie
Indiana,Adams,18001,Trump,Carson
Indiana,Allen,18003,Trump,Carson
